"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CALCA (000)",16926,171,6192,5572,1711,548,231,69,15,,2417
"Sin Nivel (001)",5577,69,1953,1943,561,239,98,33,10,,671
"Educación Inicial (002)",37,,19,12,2,,,,,,4
"Primaria (003)",6272,81,2822,2016,478,104,52,23,3,,693
"Secundaria (004)",3385,20,1218,1138,312,91,43,4,,,559
"Sup. no Univ. Incompleta (005)",352,1,70,109,56,8,4,2,,,102
"Sup. no Univ. Completa (006)",594,,40,185,144,46,15,5,1,,158
"Sup. Univ. Incompleta (007)",222,,34,57,43,11,4,1,,,72
"Sup. Univ. Completa (008)",487,,36,112,115,49,15,1,1,,158
,,,,,,,,,,,
"URBANA (010)",6353,76,2060,1958,799,262,112,28,8,,1050
"Sin Nivel (011)",856,26,280,246,92,50,20,7,4,,131
"Educación Inicial (012)",11,,7,1,1,,,,,,2
"Primaria (013)",2095,40,903,639,203,48,26,12,2,,222
"Secundaria (014)",2001,9,712,676,202,69,32,3,,,298
"Sup. no Univ. Incompleta (015)",271,1,56,90,43,7,2,,,,72
"Sup. no Univ. Completa (016)",495,,36,158,120,38,15,5,1,,122
"Sup. Univ. Incompleta (017)",192,,31,46,40,9,4,,,,62
"Sup. Univ. Completa (018)",432,,35,102,98,41,13,1,1,,141
,,,,,,,,,,,
"RURAL (020)",10573,95,4132,3614,912,286,119,41,7,,1367
"Sin Nivel (021)",4721,43,1673,1697,469,189,78,26,6,,540
"Educación Inicial (022)",26,,12,11,1,,,,,,2
"Primaria (023)",4177,41,1919,1377,275,56,26,11,1,,471
"Secundaria (024)",1384,11,506,462,110,22,11,1,,,261
"Sup. no Univ. Incompleta (025)",81,,14,19,13,1,2,2,,,30
"Sup. no Univ. Completa (026)",99,,4,27,24,8,,,,,36
"Sup. Univ. Incompleta (027)",30,,3,11,3,2,,1,,,10
"Sup. Univ. Completa (028)",55,,1,10,17,8,2,,,,17
