"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUANTA (000)",29250,692,10717,9800,6417,1624
"Empleado (001)",3306,47,1167,1516,547,29
"Obrero (002)",4436,59,1960,1412,834,171
"Trabajador independiente (003)",14919,100,4427,5203,4035,1154
"Empleador o patrono (004)",567,2,158,214,154,39
"Trabajador familiar no remunerado (005)",4332,425,2064,1008,654,181
"Trabajador del hogar (006)",345,33,219,55,31,7
"Desocupado (008)",1345,26,722,392,162,43
"Hombres (009)",20117,440,7403,6743,4342,1189
"Empleado (010)",1791,30,566,842,332,21
"Obrero (011)",3413,44,1557,1093,594,125
"Trabajador independiente (012)",11460,72,3461,4026,2997,904
"Empleador o patrono (013)",424,2,118,165,108,31
"Trabajador familiar no remunerado (014)",2048,264,1200,330,177,77
"Trabajador del hogar (015)",35,8,18,4,3,2
"Desocupado (017)",946,20,483,283,131,29
"Mujeres (018)",9133,252,3314,3057,2075,435
"Empleado (019)",1515,17,601,674,215,8
"Obrero (020)",1023,15,403,319,240,46
"Trabajador independiente (021)",3459,28,966,1177,1038,250
"Empleador o patrono (022)",143,,40,49,46,8
"Trabajador familiar no remunerado (023)",2284,161,864,678,477,104
"Trabajador del hogar (024)",310,25,201,51,28,5
"Desocupado (026)",399,6,239,109,31,14
,,,,,,
"URBANA (027)",14433,428,4972,5115,3256,662
"Empleado (028)",2921,43,988,1353,510,27
"Obrero (029)",2069,33,853,692,419,72
"Trabajador independiente (030)",6540,77,1842,2304,1871,446
"Empleador o patrono (031)",245,1,61,87,77,19
"Trabajador familiar no remunerado (032)",1577,234,634,379,254,76
"Trabajador del hogar (033)",271,28,160,49,28,6
"Desocupado (035)",810,12,434,251,97,16
"Hombres (036)",8776,265,3085,3044,1959,423
"Empleado (037)",1576,27,477,745,307,20
"Obrero (038)",1532,25,673,494,288,52
"Trabajador independiente (039)",4239,56,1249,1463,1177,294
"Empleador o patrono (040)",158,1,36,58,47,16
"Trabajador familiar no remunerado (041)",720,139,364,118,66,33
"Trabajador del hogar (042)",25,6,12,3,2,2
"Desocupado (044)",526,11,274,163,72,6
"Mujeres (045)",5657,163,1887,2071,1297,239
"Empleado (046)",1345,16,511,608,203,7
"Obrero (047)",537,8,180,198,131,20
"Trabajador independiente (048)",2301,21,593,841,694,152
"Empleador o patrono (049)",87,,25,29,30,3
"Trabajador familiar no remunerado (050)",857,95,270,261,188,43
"Trabajador del hogar (051)",246,22,148,46,26,4
"Desocupado (053)",284,1,160,88,25,10
,,,,,,
"RURAL (054)",14817,264,5745,4685,3161,962
"Empleado (055)",385,4,179,163,37,2
"Obrero (056)",2367,26,1107,720,415,99
"Trabajador independiente (057)",8379,23,2585,2899,2164,708
"Empleador o patrono (058)",322,1,97,127,77,20
"Trabajador familiar no remunerado (059)",2755,191,1430,629,400,105
"Trabajador del hogar (060)",74,5,59,6,3,1
"Desocupado (062)",535,14,288,141,65,27
"Hombres (063)",11341,175,4318,3699,2383,766
"Empleado (064)",215,3,89,97,25,1
"Obrero (065)",1881,19,884,599,306,73
"Trabajador independiente (066)",7221,16,2212,2563,1820,610
"Empleador o patrono (067)",266,1,82,107,61,15
"Trabajador familiar no remunerado (068)",1328,125,836,212,111,44
"Trabajador del hogar (069)",10,2,6,1,1,
"Desocupado (071)",420,9,209,120,59,23
"Mujeres (072)",3476,89,1427,986,778,196
"Empleado (073)",170,1,90,66,12,1
"Obrero (074)",486,7,223,121,109,26
"Trabajador independiente (075)",1158,7,373,336,344,98
"Empleador o patrono (076)",56,,15,20,16,5
"Trabajador familiar no remunerado (077)",1427,66,594,417,289,61
"Trabajador del hogar (078)",64,3,53,5,2,1
"Desocupado (080)",115,5,79,21,6,4
