"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia YAROWILCA",,,,,,,,,
"Viviendas particulares (001)",8160,67,7951,6,,5,112,5,14
"Ocupantes presentes (002)",32339,246,31688,25,,11,316,8,45
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",8045,67,7918,6,,5,45,2,2
"Ocupantes presentes (005)",32023,246,31571,25,,11,161,2,7
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",3,,3,,,,,,
"Ocupantes presentes (014)",11,,11,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",110,,29,,,,67,2,12
"Ocupantes presentes (017)",301,,103,,,,155,5,38
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,1,,,,,1,
"Ocupantes presentes (023)",4,,3,,,,,1,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1995,30,1958,,,1,3,2,1
"Ocupantes presentes (029)",7883,117,7746,,,1,16,2,1
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1990,30,1954,,,1,3,1,1
"Ocupantes presentes (032)",7868,117,7732,,,1,16,1,1
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",3,,3,,,,,,
"Ocupantes presentes (041)",11,,11,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,1,,,,,1,
"Ocupantes presentes (050)",4,,3,,,,,1,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",6165,37,5993,6,,4,109,3,13
"Ocupantes presentes (056)",24456,129,23942,25,,10,300,6,44
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6055,37,5964,6,,4,42,1,1
"Ocupantes presentes (059)",24155,129,23839,25,,10,145,1,6
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",110,,29,,,,67,2,12
"Ocupantes presentes (071)",301,,103,,,,155,5,38
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
