"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia MANU",,,,,,,,,
"Viviendas particulares (001)",4749,2129,1394,547,298,142,74,35,130
"Ocupantes presentes (002)",18562,7138,5554,2459,1409,691,336,156,819
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",4022,1706,1193,485,273,127,74,35,129
"Ocupantes presentes (005)",15495,5603,4623,2105,1265,593,336,156,814
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",40,22,11,5,,1,,,1
"Ocupantes presentes (011)",144,68,56,11,,4,,,5
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",59,28,15,12,3,1,,,
"Ocupantes presentes (014)",199,87,50,47,7,8,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",514,292,153,41,17,11,,,
"Ocupantes presentes (017)",2388,1150,756,283,121,78,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",56,34,16,1,3,2,,,
"Ocupantes presentes (020)",148,78,52,1,9,8,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",22,11,6,3,2,,,,
"Ocupantes presentes (023)",61,25,17,12,7,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",36,36,,,,,,,
"Ocupantes presentes (026)",127,127,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1843,734,516,259,129,78,35,16,76
"Ocupantes presentes (029)",7013,2484,1949,1001,589,348,156,64,422
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1670,640,469,239,122,74,35,16,75
"Ocupantes presentes (032)",6478,2227,1780,936,570,328,156,64,417
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",40,22,11,5,,1,,,1
"Ocupantes presentes (038)",144,68,56,11,,4,,,5
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",59,28,15,12,3,1,,,
"Ocupantes presentes (041)",199,87,50,47,7,8,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",56,34,16,1,3,2,,,
"Ocupantes presentes (047)",148,78,52,1,9,8,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",15,7,5,2,1,,,,
"Ocupantes presentes (050)",39,19,11,6,3,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",3,3,,,,,,,
"Ocupantes presentes (053)",5,5,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2906,1395,878,288,169,64,39,19,54
"Ocupantes presentes (056)",11549,4654,3605,1458,820,343,180,92,397
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2352,1066,724,246,151,53,39,19,54
"Ocupantes presentes (059)",9017,3376,2843,1169,695,265,180,92,397
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",514,292,153,41,17,11,,,
"Ocupantes presentes (071)",2388,1150,756,283,121,78,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",7,4,1,1,1,,,,
"Ocupantes presentes (077)",22,6,6,6,4,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",33,33,,,,,,,
"Ocupantes presentes (080)",122,122,,,,,,,
