"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUAMALIES (000)",45413,14046,2103,469,28822
"Conviviente (001)",13145,3018,472,97,9562
"Separado(a) (002)",1562,268,65,9,1221
"Casado(a) (003)",11467,2703,946,153,7678
"Viudo(a) (004)",2415,411,49,17,1939
"Divorciado(a) (005)",160,16,10,1,133
"Soltero(a) (006)",16664,7630,561,192,8289
"Hombres (008)",22994,6292,1045,301,15368
"Conviviente (009)",6478,1091,242,51,5095
"Separado(a) (010)",547,37,26,4,480
"Casado(a) (011)",5708,1114,505,95,4002
"Viudo(a) (012)",645,85,15,7,539
"Divorciado(a) (013)",71,4,4,1,62
"Soltero(a) (014)",9545,3961,253,143,5190
"Mujeres (016)",22419,7754,1058,168,13454
"Conviviente (017)",6667,1927,230,46,4467
"Separado(a) (018)",1015,231,39,5,741
"Casado(a) (019)",5759,1589,441,58,3676
"Viudo(a) (020)",1770,326,34,10,1400
"Divorciado(a) (021)",89,12,6,,71
"Soltero(a) (022)",7119,3669,308,49,3099
,,,,,
"URBANA (024)",13132,3695,1557,287,7606
"Conviviente (025)",3332,793,328,52,2160
"Separado(a) (026)",443,89,51,5,299
"Casado(a) (027)",3788,707,688,85,2317
"Viudo(a) (028)",648,109,35,9,495
"Divorciado(a) (029)",39,4,9,1,25
"Soltero(a) (030)",4882,1993,446,135,2310
"Hombres (032)",6398,1624,772,206,3801
"Conviviente (033)",1596,272,164,33,1127
"Separado(a) (034)",112,10,23,3,76
"Casado(a) (035)",1876,284,361,55,1181
"Viudo(a) (036)",139,18,14,3,104
"Divorciado(a) (037)",14,1,3,1,9
"Soltero(a) (038)",2661,1039,207,111,1304
"Mujeres (040)",6734,2071,785,81,3805
"Conviviente (041)",1736,521,164,19,1033
"Separado(a) (042)",331,79,28,2,223
"Casado(a) (043)",1912,423,327,30,1136
"Viudo(a) (044)",509,91,21,6,391
"Divorciado(a) (045)",25,3,6,,16
"Soltero(a) (046)",2221,954,239,24,1006
,,,,,
"RURAL (048)",32281,10351,546,182,21216
"Conviviente (049)",9813,2225,144,45,7402
"Separado(a) (050)",1119,179,14,4,922
"Casado(a) (051)",7679,1996,258,68,5361
"Viudo(a) (052)",1767,302,14,8,1444
"Divorciado(a) (053)",121,12,1,,108
"Soltero(a) (054)",11782,5637,115,57,5979
"Hombres (056)",16596,4668,273,95,11567
"Conviviente (057)",4882,819,78,18,3968
"Separado(a) (058)",435,27,3,1,404
"Casado(a) (059)",3832,830,144,40,2821
"Viudo(a) (060)",506,67,1,4,435
"Divorciado(a) (061)",57,3,1,,53
"Soltero(a) (062)",6884,2922,46,32,3886
"Mujeres (064)",15685,5683,273,87,9649
"Conviviente (065)",4931,1406,66,27,3434
"Separado(a) (066)",684,152,11,3,518
"Casado(a) (067)",3847,1166,114,28,2540
"Viudo(a) (068)",1261,235,13,4,1009
"Divorciado(a) (069)",64,9,,,55
"Soltero(a) (070)",4898,2715,69,25,2093
