"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia LAURICOCHA",,,,,,
"Viviendas particulares (001)",7866,7828,29,8,1,
"Ocupantes presentes (002)",34003,33629,255,104,15,
"Casa independiente",,,,,,
"Viviendas particulares (004)",7062,7025,28,8,1,
"Ocupantes presentes (005)",30361,29993,249,104,15,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",9,9,,,,
"Ocupantes presentes (014)",17,17,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",782,781,1,,,
"Ocupantes presentes (017)",3570,3564,6,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",3,3,,,,
"Ocupantes presentes (020)",10,10,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",8,8,,,,
"Ocupantes presentes (023)",40,40,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",2,2,,,,
"Ocupantes presentes (026)",5,5,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",2024,1998,20,5,1,
"Ocupantes presentes (029)",7873,7602,189,67,15,
"Casa independiente",,,,,,
"Viviendas particulares (031)",2010,1984,20,5,1,
"Ocupantes presentes (032)",7839,7568,189,67,15,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",9,9,,,,
"Ocupantes presentes (041)",17,17,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",3,3,,,,
"Ocupantes presentes (047)",10,10,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",1,1,,,,
"Ocupantes presentes (050)",3,3,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",1,1,,,,
"Ocupantes presentes (053)",4,4,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",5842,5830,9,3,,
"Ocupantes presentes (056)",26130,26027,66,37,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",5052,5041,8,3,,
"Ocupantes presentes (059)",22522,22425,60,37,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",782,781,1,,,
"Ocupantes presentes (071)",3570,3564,6,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",7,7,,,,
"Ocupantes presentes (077)",37,37,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",1,1,,,,
"Ocupantes presentes (080)",1,1,,,,
