"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia HUANCAVELICA",,,,,,,,,
"Viviendas particulares (001)",33548,4183,26530,92,27,44,2491,105,76
"Ocupantes presentes (002)",141005,17174,114221,258,115,145,8491,335,266
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",29398,3103,24638,42,20,32,1430,77,56
"Ocupantes presentes (005)",126663,13764,106999,130,97,108,5117,252,196
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",116,97,18,,1,,,,
"Ocupantes presentes (008)",330,284,44,,2,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",505,254,221,26,,,,4,
"Ocupantes presentes (011)",1652,775,813,51,,,,13,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1842,704,1109,2,4,2,,13,8
"Ocupantes presentes (014)",6410,2257,4064,5,13,6,,33,32
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1614,,529,1,2,10,1060,10,2
"Ocupantes presentes (017)",5706,,2261,3,3,31,3372,32,4
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",17,,,10,,,,,7
"Ocupantes presentes (020)",57,,,36,,,,,21
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",53,25,15,11,,,1,1,
"Ocupantes presentes (023)",174,94,40,33,,,2,5,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",3,,,,,,,,3
"Ocupantes presentes (026)",13,,,,,,,,13
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",14318,4042,9528,75,11,6,509,77,70
"Ocupantes presentes (029)",58144,16593,38729,200,32,24,2059,252,255
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",11790,2964,8170,26,6,4,508,59,53
"Ocupantes presentes (032)",49531,13189,33784,75,17,18,2057,201,190
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",116,97,18,,1,,,,
"Ocupantes presentes (035)",330,284,44,,2,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",505,254,221,26,,,,4,
"Ocupantes presentes (038)",1652,775,813,51,,,,13,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1842,704,1109,2,4,2,,13,8
"Ocupantes presentes (041)",6410,2257,4064,5,13,6,,33,32
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",17,,,10,,,,,7
"Ocupantes presentes (047)",57,,,36,,,,,21
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",46,23,10,11,,,1,1,
"Ocupantes presentes (050)",152,88,24,33,,,2,5,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",2,,,,,,,,2
"Ocupantes presentes (053)",12,,,,,,,,12
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",19230,141,17002,17,16,38,1982,28,6
"Ocupantes presentes (056)",82861,581,75492,58,83,121,6432,83,11
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",17608,139,16468,16,14,28,922,18,3
"Ocupantes presentes (059)",77132,575,73215,55,80,90,3060,51,6
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1614,,529,1,2,10,1060,10,2
"Ocupantes presentes (071)",5706,,2261,3,3,31,3372,32,4
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",7,2,5,,,,,,
"Ocupantes presentes (077)",22,6,16,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
