"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUAROCHIRI (000)",19207,177,6912,6628,2127,793,340,90,15,,2125
"Sin Nivel (001)",1528,36,604,501,130,54,33,10,2,,158
"Educación Inicial (002)",16,1,5,8,,,,,,,2
"Primaria (003)",6558,71,2778,2267,545,230,115,39,7,,506
"Secundaria (004)",6745,54,2630,2337,662,209,77,18,3,,755
"Sup. no Univ. Incompleta (005)",1049,2,268,410,124,40,24,3,,,178
"Sup. no Univ. Completa (006)",1269,3,262,430,261,79,34,7,1,,192
"Sup. Univ. Incompleta (007)",628,4,146,228,89,31,11,3,,,116
"Sup. Univ. Completa (008)",1414,6,219,447,316,150,46,10,2,,218
,,,,,,,,,,,
"URBANA (010)",13485,105,4629,4746,1585,608,262,68,10,,1472
"Sin Nivel (011)",985,21,364,327,86,38,28,8,1,,112
"Educación Inicial (012)",13,1,3,7,,,,,,,2
"Primaria (013)",4077,38,1688,1440,357,151,82,30,5,,286
"Secundaria (014)",4833,31,1870,1721,473,165,54,9,2,,508
"Sup. no Univ. Incompleta (015)",803,2,195,325,89,32,20,2,,,138
"Sup. no Univ. Completa (016)",1035,3,217,351,220,64,28,7,1,,144
"Sup. Univ. Incompleta (017)",516,4,106,188,78,26,8,2,,,104
"Sup. Univ. Completa (018)",1223,5,186,387,282,132,42,10,1,,178
,,,,,,,,,,,
"RURAL (020)",5722,72,2283,1882,542,185,78,22,5,,653
"Sin Nivel (021)",543,15,240,174,44,16,5,2,1,,46
"Educación Inicial (022)",3,,2,1,,,,,,,
"Primaria (023)",2481,33,1090,827,188,79,33,9,2,,220
"Secundaria (024)",1912,23,760,616,189,44,23,9,1,,247
"Sup. no Univ. Incompleta (025)",246,,73,85,35,8,4,1,,,40
"Sup. no Univ. Completa (026)",234,,45,79,41,15,6,,,,48
"Sup. Univ. Incompleta (027)",112,,40,40,11,5,3,1,,,12
"Sup. Univ. Completa (028)",191,1,33,60,34,18,4,,1,,40
