"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia MOHO (000)",11072,22,322,51,135,473,5067,161,182,4417,39,203
"Agric., ganadería, caza y silvicultura (001)",9111,,1,,,,5052,1,,4057,,
"Pesca (002)",23,,,,,,15,,,8,,
"Explotación de minas y canteras (003)",8,,1,,,,,3,2,2,,
"Industrias manufactureras (004)",144,,,1,,6,,133,3,1,,
"Suministro de electricidad, gas y agua (005)",3,,,1,,,,2,,,,
"Construcción (006)",169,,2,1,,,,2,101,63,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",533,,1,2,,402,,19,,109,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",17,,,,,4,,13,,,,
"Comercio al por mayor (009)",13,,,1,,12,,,,,,
"Comercio al por menor (010)",503,,1,1,,386,,6,,109,,
"Hoteles y restaurantes (011)",119,,1,1,3,61,,,,53,,
"Trans., almac. y comunicaciones (012)",104,,,2,1,1,,,64,36,,
"Intermediación financiera (013)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",19,,3,6,4,1,,,1,4,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",204,20,5,3,110,,,,8,19,39,
"Enseñanza (016)",304,2,290,1,5,,,,,6,,
"Servicios sociales y de salud (017)",50,,16,23,5,2,,1,2,1,,
"Otras activ. serv.comun.soc y personales (018)",24,,2,9,1,,,,1,11,,
"Hogares privados con servicio doméstico (019)",47,,,,,,,,,47,,
"Actividad economica no especificada (021)",209,,,,6,,,,,,,203
"Hombres (022)",6130,17,233,40,98,183,3351,123,180,1778,39,88
"Agric., ganadería, caza y silvicultura (023)",4929,,1,,,,3337,1,,1590,,
"Pesca (024)",21,,,,,,14,,,7,,
"Explotación de minas y canteras (025)",8,,1,,,,,3,2,2,,
"Industrias manufactureras (026)",99,,,1,,1,,95,2,,,
"Suministro de electricidad, gas y agua (027)",3,,,1,,,,2,,,,
"Construcción (028)",167,,2,1,,,,2,100,62,,
