"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia ALTO AMAZONAS (000)",33856,32801,9366,4084,3969,3365,4931,3232,3854,1055
"Católica (001)",25395,24661,7003,3118,3058,2543,3597,2362,2980,734
"Cristiana/Evangélica (002)",5634,5402,1539,621,581,534,886,610,631,232
"Otra (003)",1736,1691,466,191,193,186,293,178,184,45
"Ninguna (004)",1091,1047,358,154,137,102,155,82,59,44
,,,,,,,,,,
"URBANA (006)",22381,21762,6514,2948,2838,2345,3082,1912,2123,619
"Católica (007)",17224,16736,4972,2344,2245,1810,2308,1440,1617,488
"Cristiana/Evangélica (008)",3214,3133,942,357,353,324,477,324,356,81
"Otra (009)",1249,1220,360,136,149,142,206,112,115,29
"Ninguna (010)",694,673,240,111,91,69,91,36,35,21
,,,,,,,,,,
"RURAL (012)",11475,11039,2852,1136,1131,1020,1849,1320,1731,436
"Católica (013)",8171,7925,2031,774,813,733,1289,922,1363,246
"Cristiana/Evangélica (014)",2420,2269,597,264,228,210,409,286,275,151
"Otra (015)",487,471,106,55,44,44,87,66,69,16
"Ninguna (016)",397,374,118,43,46,33,64,46,24,23
