"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ANTONIO RAYMONDI (000)",486,4,212,145,89,36
"Sin nivel (001)",35,1,3,8,14,9
"Educación inicial (002)",2,,2,,,
"Primaria (003)",194,2,53,57,56,26
"Secundaria (004)",198,1,122,59,15,1
"Superior no univ. incompleta (005)",15,,10,3,2,
"Superior no univ. completa (006)",24,,14,9,1,
"Superior univ. incompleta (007)",4,,1,2,1,
"Superior univ. completa (008)",14,,7,7,,
"Hombres (010)",423,2,169,137,81,34
"Sin nivel (011)",26,,1,5,13,7
"Educación inicial (012)",2,,2,,,
"Primaria (013)",171,1,37,56,51,26
"Secundaria (014)",175,1,102,57,14,1
"Superior no univ. incompleta (015)",13,,8,3,2,
"Superior no univ. completa (016)",19,,12,7,,
"Superior univ. incompleta (017)",4,,1,2,1,
"Superior univ. completa (018)",13,,6,7,,
"Mujeres (020)",63,2,43,8,8,2
"Sin nivel (021)",9,1,2,3,1,2
"Primaria (023)",23,1,16,1,5,
"Secundaria (024)",23,,20,2,1,
"Superior no univ. incompleta (025)",2,,2,,,
"Superior no univ. completa (026)",5,,2,2,1,
"Superior univ. completa (028)",1,,1,,,
,,,,,,
"Area Urbana (030)",131,1,56,40,21,13
"Sin nivel (031)",4,,,1,1,2
"Primaria (033)",35,1,8,7,9,10
"Secundaria (034)",55,,30,15,9,1
"Superior no univ. incompleta (035)",5,,3,1,1,
"Superior no univ. completa (036)",17,,9,7,1,
"Superior univ. incompleta (037)",2,,,2,,
"Superior univ. completa (038)",13,,6,7,,
"Hombres (040)",107,,46,34,14,13
"Sin nivel (041)",2,,,,,2
"Primaria (043)",27,,6,6,5,10
"Secundaria (044)",47,,25,13,8,1
"Superior no univ. incompleta (045)",4,,2,1,1,
"Superior no univ. completa (046)",13,,8,5,,
"Superior univ. incompleta (047)",2,,,2,,
"Superior univ. completa (048)",12,,5,7,,
"Mujeres (050)",24,1,10,6,7,
"Sin nivel (051)",2,,,1,1,
"Primaria (053)",8,1,2,1,4,
"Secundaria (054)",8,,5,2,1,
"Superior no univ. incompleta (055)",1,,1,,,
"Superior no univ. completa (056)",4,,1,2,1,
"Superior univ. completa (058)",1,,1,,,
,,,,,,
"Area Rural (060)",355,3,156,105,68,23
"Sin nivel (061)",31,1,3,7,13,7
"Educación inicial (062)",2,,2,,,
"Primaria (063)",159,1,45,50,47,16
"Secundaria (064)",143,1,92,44,6,
"Superior no univ. incompleta (065)",10,,7,2,1,
"Superior no univ. completa (066)",7,,5,2,,
"Superior univ. incompleta (067)",2,,1,,1,
"Superior univ. completa (068)",1,,1,,,
"Hombres (070)",316,2,123,103,67,21
"Sin nivel (071)",24,,1,5,13,5
"Educación inicial (072)",2,,2,,,
"Primaria (073)",144,1,31,50,46,16
"Secundaria (074)",128,1,77,44,6,
"Superior no univ. incompleta (075)",9,,6,2,1,
"Superior no univ. completa (076)",6,,4,2,,
"Superior univ. incompleta (077)",2,,1,,1,
"Superior univ. completa (078)",1,,1,,,
"Mujeres (080)",39,1,33,2,1,2
"Sin nivel (081)",7,1,2,2,,2
"Primaria (083)",15,,14,,1,
"Secundaria (084)",15,,15,,,
"Superior no univ. incompleta (085)",1,,1,,,
"Superior no univ. completa (086)",1,,1,,,
