"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia PACHITEA (000)",32963,16635,49,249,14518,335,11,80,3,1083
"Hombres (001)",10520,8583,36,128,998,159,9,54,3,550
"Mujeres (002)",22443,8052,13,121,13520,176,2,26,,533
"De 06 a 14 años (003)",15568,14068,,,504,231,1,21,,743
"Hombres (004)",7779,7226,,,90,106,1,15,,341
"Mujeres (005)",7789,6842,,,414,125,,6,,402
"De 15 a 29 años (006)",8515,2456,2,66,5835,,7,21,3,125
"Hombres (007)",1746,1331,2,27,296,,6,14,3,67
"Mujeres (008)",6769,1125,,39,5539,,1,7,,58
"De 30 a 44 años (009)",4279,75,3,57,4071,,1,10,,62
"Hombres (010)",271,19,2,24,176,,1,6,,43
"Mujeres (011)",4008,56,1,33,3895,,,4,,19
"De 45 a 64 años (012)",2881,27,14,60,2698,1,2,16,,63
"Hombres (013)",304,4,10,35,205,,1,11,,38
"Mujeres (014)",2577,23,4,25,2493,1,1,5,,25
"De 65 y más años (015)",1720,9,30,66,1410,103,,12,,90
"Hombres (016)",420,3,22,42,231,53,,8,,61
"Mujeres (017)",1300,6,8,24,1179,50,,4,,29
,,,,,,,,,,
"AREA URBANA (018)",4723,2686,29,93,1780,22,2,15,1,95
"Hombres (019)",1728,1379,21,50,207,9,1,10,1,50
"Mujeres (020)",2995,1307,8,43,1573,13,1,5,,45
"De 06 a 14 años (021)",2052,1984,,,22,9,,4,,33
"Hombres (022)",1049,1022,,,4,3,,3,,17
"Mujeres (023)",1003,962,,,18,6,,1,,16
"De 15 a 29 años (024)",1354,681,1,15,626,,2,6,1,22
"Hombres (025)",432,353,1,7,56,,1,4,1,9
"Mujeres (026)",922,328,,8,570,,1,2,,13
"De 30 a 44 años (027)",661,18,1,24,601,,,1,,16
"Hombres (028)",88,4,1,10,60,,,,,13
"Mujeres (029)",573,14,,14,541,,,1,,3
"De 45 a 64 años (030)",403,3,7,26,351,,,4,,12
"Hombres (031)",70,,6,14,42,,,3,,5
"Mujeres (032)",333,3,1,12,309,,,1,,7
"De 65 y más años (033)",253,,20,28,180,13,,,,12
"Hombres (034)",89,,13,19,45,6,,,,6
"Mujeres (035)",164,,7,9,135,7,,,,6
,,,,,,,,,,
"AREA RURAL (036)",28240,13949,20,156,12738,313,9,65,2,988
"Hombres (037)",8792,7204,15,78,791,150,8,44,2,500
"Mujeres (038)",19448,6745,5,78,11947,163,1,21,,488
"De 06 a 14 años (039)",13516,12084,,,482,222,1,17,,710
"Hombres (040)",6730,6204,,,86,103,1,12,,324
"Mujeres (041)",6786,5880,,,396,119,,5,,386
"De 15 a 29 años (042)",7161,1775,1,51,5209,,5,15,2,103
"Hombres (043)",1314,978,1,20,240,,5,10,2,58
"Mujeres (044)",5847,797,,31,4969,,,5,,45
"De 30 a 44 años (045)",3618,57,2,33,3470,,1,9,,46
"Hombres (046)",183,15,1,14,116,,1,6,,30
"Mujeres (047)",3435,42,1,19,3354,,,3,,16
"De 45 a 64 años (048)",2478,24,7,34,2347,1,2,12,,51
"Hombres (049)",234,4,4,21,163,,1,8,,33
"Mujeres (050)",2244,20,3,13,2184,1,1,4,,18
"De 65 y más años (051)",1467,9,10,38,1230,90,,12,,78
"Hombres (052)",331,3,9,23,186,47,,8,,55
"Mujeres (053)",1136,6,1,15,1044,43,,4,,23
