"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia CAJABAMBA (000)",35736,5631,11148,9148,9809
"Asiste actualmente (001)",20345,1709,10330,6320,1986
"No asiste (002)",15391,3922,818,2828,7823
"Hombres (004)",18218,2885,5735,4681,4917
"Asiste actualmente (005)",10770,863,5334,3440,1133
"No asiste (006)",7448,2022,401,1241,3784
"Mujeres (008)",17518,2746,5413,4467,4892
"Asiste actualmente (009)",9575,846,4996,2880,853
"No asiste (010)",7943,1900,417,1587,4039
,,,,,
"URBANA (012)",8291,1132,2361,2263,2535
"Asiste actualmente (013)",5860,591,2259,2002,1008
"No asiste (014)",2431,541,102,261,1527
"Hombres (016)",4154,587,1214,1136,1217
"Asiste actualmente (017)",3019,302,1161,1034,522
"No asiste (018)",1135,285,53,102,695
"Mujeres (020)",4137,545,1147,1127,1318
"Asiste actualmente (021)",2841,289,1098,968,486
"No asiste (022)",1296,256,49,159,832
,,,,,
"RURAL (024)",27445,4499,8787,6885,7274
"Asiste actualmente (025)",14485,1118,8071,4318,978
"No asiste (026)",12960,3381,716,2567,6296
"Hombres (028)",14064,2298,4521,3545,3700
"Asiste actualmente (029)",7751,561,4173,2406,611
"No asiste (030)",6313,1737,348,1139,3089
"Mujeres (032)",13381,2201,4266,3340,3574
"Asiste actualmente (033)",6734,557,3898,1912,367
"No asiste (034)",6647,1644,368,1428,3207
