"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia TRUJILLO (000)",768445,29062,149012,167483,133452,104757,78326,52349,54004
"Quechua (001)",1489,6,75,197,231,279,261,215,225
"Aymara (002)",274,15,37,38,38,57,34,27,28
"Ashaninca (003)",85,3,18,18,11,10,11,8,6
"Otra lengua nativa (004)",984,38,197,235,169,144,88,58,55
"Castellano (005)",764655,28965,148483,166800,132837,104131,77839,51970,53630
"Idioma extranjero (006)",403,11,72,66,70,57,43,44,40
"Es sordomudo/a (007)",555,24,130,129,96,79,50,27,20
"Hombres (009)",370352,14746,75659,81894,63593,49169,36183,24455,24653
"Quechua (010)",773,4,35,84,126,141,131,125,127
"Aymara (011)",147,12,22,19,19,35,15,15,10
"Ashaninca (012)",45,2,13,8,6,6,3,3,4
"Otra lengua nativa (013)",466,24,95,118,72,72,38,23,24
"Castellano (014)",368399,14692,75373,81550,63280,48850,35953,24242,24459
"Idioma extranjero (015)",212,2,34,34,35,30,23,30,24
"Es sordomudo/a (016)",310,10,87,81,55,35,20,17,5
"Mujeres (018)",398093,14316,73353,85589,69859,55588,42143,27894,29351
"Quechua (019)",716,2,40,113,105,138,130,90,98
"Aymara (020)",127,3,15,19,19,22,19,12,18
"Ashaninca (021)",40,1,5,10,5,4,8,5,2
"Otra lengua nativa (022)",518,14,102,117,97,72,50,35,31
"Castellano (023)",396256,14273,73110,85250,69557,55281,41886,27728,29171
"Idioma extranjero (024)",191,9,38,32,35,27,20,14,16
"Es sordomudo/a (025)",245,14,43,48,41,44,30,10,15
,,,,,,,,,
"URBANA (027)",750023,28225,144791,163591,130544,102298,76632,51228,52714
"Quechua (028)",1478,6,74,196,228,277,259,215,223
"Aymara (029)",274,15,37,38,38,57,34,27,28
"Ashaninca (030)",84,2,18,18,11,10,11,8,6
"Otra lengua nativa (031)",982,38,197,234,169,143,88,58,55
"Castellano (032)",746267,28131,144270,162914,129934,101676,76150,50850,52342
"Idioma extranjero (033)",402,11,72,66,70,57,42,44,40
"Es sordomudo/a (034)",536,22,123,125,94,78,48,26,20
"Hombres (036)",360828,14341,73492,79828,62097,47926,35311,23869,23964
"Quechua (037)",766,4,34,83,125,140,129,125,126
"Aymara (038)",147,12,22,19,19,35,15,15,10
"Ashaninca (039)",44,1,13,8,6,6,3,3,4
"Otra lengua nativa (040)",465,24,95,117,72,72,38,23,24
"Castellano (041)",358895,14289,73212,79489,61786,47608,35083,23657,23771
"Idioma extranjero (042)",212,2,34,34,35,30,23,30,24
"Es sordomudo/a (043)",299,9,82,78,54,35,20,16,5
"Mujeres (045)",389195,13884,71299,83763,68447,54372,41321,27359,28750
"Quechua (046)",712,2,40,113,103,137,130,90,97
"Aymara (047)",127,3,15,19,19,22,19,12,18
"Ashaninca (048)",40,1,5,10,5,4,8,5,2
"Otra lengua nativa (049)",517,14,102,117,97,71,50,35,31
"Castellano (050)",387372,13842,71058,83425,68148,54068,41067,27193,28571
"Idioma extranjero (051)",190,9,38,32,35,27,19,14,16
"Es sordomudo/a (052)",237,13,41,47,40,43,28,10,15
,,,,,,,,,
"RURAL (054)",18422,837,4221,3892,2908,2459,1694,1121,1290
"Quechua (055)",11,,1,1,3,2,2,,2
"Ashaninca (057)",1,1,,,,,,,
"Otra lengua nativa (058)",2,,,1,,1,,,
"Castellano (059)",18388,834,4213,3886,2903,2455,1689,1120,1288
"Idioma extranjero (060)",1,,,,,,1,,
"Es sordomudo/a (061)",19,2,7,4,2,1,2,1,
"Hombres (063)",9524,405,2167,2066,1496,1243,872,586,689
"Quechua (064)",7,,1,1,1,1,2,,1
"Ashaninca (066)",1,1,,,,,,,
"Otra lengua nativa (067)",1,,,1,,,,,
"Castellano (068)",9504,403,2161,2061,1494,1242,870,585,688
"Es sordomudo/a (070)",11,1,5,3,1,,,1,
"Mujeres (072)",8898,432,2054,1826,1412,1216,822,535,601
"Quechua (073)",4,,,,2,1,,,1
"Otra lengua nativa (076)",1,,,,,1,,,
"Castellano (077)",8884,431,2052,1825,1409,1213,819,535,600
"Idioma extranjero (078)",1,,,,,,1,,
"Es sordomudo/a (079)",8,1,2,1,1,1,2,,
