"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia CARABAYA",,,,,,,,,
"Viviendas particulares (001)",19221,7687,5628,2667,1613,706,406,185,329
"Ocupantes presentes (002)",72425,23696,22571,11543,7266,3085,1856,849,1559
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",15661,5185,4926,2446,1513,671,406,185,329
"Ocupantes presentes (005)",61844,16905,20114,10697,6896,2968,1856,849,1559
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",3,3,,,,,,,
"Ocupantes presentes (011)",15,15,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",317,272,21,3,12,9,,,
"Ocupantes presentes (014)",716,597,44,11,41,23,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",3199,2191,680,215,87,26,,,
"Ocupantes presentes (017)",9763,6107,2412,827,323,94,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,1,,,1,,,,
"Ocupantes presentes (020)",9,3,,,6,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",9,5,1,3,,,,,
"Ocupantes presentes (023)",16,7,1,8,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",30,30,,,,,,,
"Ocupantes presentes (026)",62,62,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",7160,1873,1857,1187,980,504,310,151,298
"Ocupantes presentes (029)",29123,6315,7804,5016,4348,2176,1406,700,1358
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",6830,1592,1835,1182,967,495,310,151,298
"Ocupantes presentes (032)",28368,5693,7759,4998,4301,2153,1406,700,1358
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",3,3,,,,,,,
"Ocupantes presentes (038)",15,15,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",317,272,21,3,12,9,,,
"Ocupantes presentes (041)",716,597,44,11,41,23,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,1,,,1,,,,
"Ocupantes presentes (047)",9,3,,,6,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",8,5,1,2,,,,,
"Ocupantes presentes (050)",15,7,1,7,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",12061,5814,3771,1480,633,202,96,34,31
"Ocupantes presentes (056)",43302,17381,14767,6527,2918,909,450,149,201
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",8831,3593,3091,1264,546,176,96,34,31
"Ocupantes presentes (059)",33476,11212,12355,5699,2595,815,450,149,201
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",3199,2191,680,215,87,26,,,
"Ocupantes presentes (071)",9763,6107,2412,827,323,94,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,1,,,,,
"Ocupantes presentes (077)",1,,,1,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",30,30,,,,,,,
"Ocupantes presentes (080)",62,62,,,,,,,
