"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia DOS DE MAYO (000)",31914,9772,2222,290,19660
"Conviviente (001)",7724,1702,417,56,5551
"Separado(a) (002)",989,198,54,10,727
"Casado(a) (003)",8781,1880,984,91,5833
"Viudo(a) (004)",1765,299,67,14,1385
"Divorciado(a) (005)",105,18,16,3,68
"Soltero(a) (006)",12550,5675,684,116,6096
"Hombres (008)",15674,4297,1086,190,10121
"Conviviente (009)",3742,585,211,39,2908
"Separado(a) (010)",254,13,15,6,220
"Casado(a) (011)",4341,726,518,58,3044
"Viudo(a) (012)",459,58,10,3,388
"Divorciado(a) (013)",46,6,5,2,33
"Soltero(a) (014)",6832,2909,327,82,3528
"Mujeres (016)",16240,5475,1136,100,9539
"Conviviente (017)",3982,1117,206,17,2643
"Separado(a) (018)",735,185,39,4,507
"Casado(a) (019)",4440,1154,466,33,2789
"Viudo(a) (020)",1306,241,57,11,997
"Divorciado(a) (021)",59,12,11,1,35
"Soltero(a) (022)",5718,2766,357,34,2568
,,,,,
"URBANA (024)",11665,2829,1801,210,6835
"Conviviente (025)",2814,479,338,37,1960
"Separado(a) (026)",380,64,38,7,271
"Casado(a) (027)",3177,471,814,58,1835
"Viudo(a) (028)",600,91,58,9,442
"Divorciado(a) (029)",40,8,11,2,19
"Soltero(a) (030)",4654,1716,542,97,2308
"Hombres (032)",5666,1230,879,141,3425
"Conviviente (033)",1361,157,172,26,1006
"Separado(a) (034)",92,10,11,3,68
"Casado(a) (035)",1579,163,429,39,949
"Viudo(a) (036)",133,16,9,1,107
"Divorciado(a) (037)",16,4,3,2,7
"Soltero(a) (038)",2485,880,255,70,1288
"Mujeres (040)",5999,1599,922,69,3410
"Conviviente (041)",1453,322,166,11,954
"Separado(a) (042)",288,54,27,4,203
"Casado(a) (043)",1598,308,385,19,886
"Viudo(a) (044)",467,75,49,8,335
"Divorciado(a) (045)",24,4,8,,12
"Soltero(a) (046)",2169,836,287,27,1020
,,,,,
"RURAL (048)",20249,6943,421,80,12825
"Conviviente (049)",4910,1223,79,19,3591
"Separado(a) (050)",609,134,16,3,456
"Casado(a) (051)",5604,1409,170,33,3998
"Viudo(a) (052)",1165,208,9,5,943
"Divorciado(a) (053)",65,10,5,1,49
"Soltero(a) (054)",7896,3959,142,19,3788
"Hombres (056)",10008,3067,207,49,6696
"Conviviente (057)",2381,428,39,13,1902
"Separado(a) (058)",162,3,4,3,152
"Casado(a) (059)",2762,563,89,19,2095
"Viudo(a) (060)",326,42,1,2,281
"Divorciado(a) (061)",30,2,2,,26
"Soltero(a) (062)",4347,2029,72,12,2240
"Mujeres (064)",10241,3876,214,31,6129
"Conviviente (065)",2529,795,40,6,1689
"Separado(a) (066)",447,131,12,,304
"Casado(a) (067)",2842,846,81,14,1903
"Viudo(a) (068)",839,166,8,3,662
"Divorciado(a) (069)",35,8,3,1,23
"Soltero(a) (070)",3549,1930,70,7,1548
