"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia GRAN CHIMU",,,,,,,,,
"Viviendas particulares (001)",3195,1320,305,42,130,3,2,26,1367
"Ocupantes presentes (002)",12915,5113,1326,172,469,7,6,95,5727
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",3151,1291,298,38,129,3,2,26,1364
"Ocupantes presentes (005)",12729,4986,1286,162,467,7,6,95,5720
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",20,16,2,,1,,,,1
"Ocupantes presentes (008)",60,51,2,,2,,,,5
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",5,2,3,,,,,,
"Ocupantes presentes (011)",41,13,28,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",16,10,2,4,,,,,
"Ocupantes presentes (014)",81,61,10,10,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,,,,,,,,1
"Ocupantes presentes (017)",1,,,,,,,,1
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",1,,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,1,,,,,,,
"Ocupantes presentes (023)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1475,973,173,30,24,1,2,,272
"Ocupantes presentes (029)",5849,3818,720,125,77,1,6,,1102
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1432,944,166,26,23,1,2,,270
"Ocupantes presentes (032)",5664,3691,680,115,75,1,6,,1096
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",20,16,2,,1,,,,1
"Ocupantes presentes (035)",60,51,2,,2,,,,5
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",5,2,3,,,,,,
"Ocupantes presentes (038)",41,13,28,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",16,10,2,4,,,,,
"Ocupantes presentes (041)",81,61,10,10,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",1,,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1720,347,132,12,106,2,,26,1095
"Ocupantes presentes (056)",7066,1295,606,47,392,6,,95,4625
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1719,347,132,12,106,2,,26,1094
"Ocupantes presentes (059)",7065,1295,606,47,392,6,,95,4624
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,,,,,,,,1
"Ocupantes presentes (071)",1,,,,,,,,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
