"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PURUS (000)",2984,806,1046,719,330,83
"Hombres (001)",1610,424,553,405,185,43
"Mujeres (002)",1374,382,493,314,145,40
"PEA (003)",1090,21,405,450,188,26
"Hombres (004)",855,16,317,341,158,23
"Mujeres (005)",235,5,88,109,30,3
"Ocupada (006)",1053,18,384,438,187,26
"Hombres (007)",824,15,300,329,157,23
"Mujeres (008)",229,3,84,109,30,3
"Desocupada (009)",37,3,21,12,1,
"Hombres (010)",31,1,17,12,1,
"Mujeres (011)",6,2,4,,,
"No PEA (012)",1894,785,641,269,142,57
"Hombres (013)",755,408,236,64,27,20
"Mujeres (014)",1139,377,405,205,115,37
,,,,,,
"URBANA (018)",1043,232,376,293,122,20
"Hombres (019)",598,131,207,169,79,12
"Mujeres (020)",445,101,169,124,43,8
"PEA (021)",501,16,175,218,85,7
"Hombres (022)",357,12,126,145,68,6
"Mujeres (023)",144,4,49,73,17,1
"Ocupada (024)",470,13,159,207,84,7
"Hombres (025)",332,11,114,134,67,6
"Mujeres (026)",138,2,45,73,17,1
"Desocupada (027)",31,3,16,11,1,
"Hombres (028)",25,1,12,11,1,
"Mujeres (029)",6,2,4,,,
"No PEA (030)",542,216,201,75,37,13
"Hombres (031)",241,119,81,24,11,6
"Mujeres (032)",301,97,120,51,26,7
,,,,,,
"RURAL (036)",1941,574,670,426,208,63
"Hombres (037)",1012,293,346,236,106,31
"Mujeres (038)",929,281,324,190,102,32
"PEA (039)",589,5,230,232,103,19
"Hombres (040)",498,4,191,196,90,17
"Mujeres (041)",91,1,39,36,13,2
"Ocupada (042)",583,5,225,231,103,19
"Hombres (043)",492,4,186,195,90,17
"Mujeres (044)",91,1,39,36,13,2
"Desocupada (045)",6,,5,1,,
"Hombres (046)",6,,5,1,,
"No PEA (048)",1352,569,440,194,105,44
"Hombres (049)",514,289,155,40,16,14
"Mujeres (050)",838,280,285,154,89,30
