"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia REQUENA (000)",21213,2653,2738,10847,396,3989,590
"Agric., ganadería, caza y silvicultura (001)",12496,12,1372,7715,268,3129,
"Pesca (002)",1219,1,488,235,,495,
"Explotación de minas y canteras (003)",7,2,5,,,,
"Industrias manufactureras (004)",545,17,180,309,26,13,
"Suministro de electricidad, gas y agua (005)",30,10,9,9,,2,
"Construcción (006)",288,6,213,63,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1906,155,32,1415,59,245,
"Venta, mant.y rep. veh.autom.y motoc. (008)",80,3,8,61,3,5,
"Comercio al por mayor (009)",73,5,2,49,7,10,
"Comercio al por menor (010)",1753,147,22,1305,49,230,
"Hoteles y restaurantes (011)",498,81,43,328,9,37,
"Trans., almac. y comunicaciones (012)",525,70,124,306,14,11,
"Intermediación financiera (013)",12,9,,3,,,
"Activid.inmobil., empres. y alquileres (014)",149,114,12,21,2,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",448,396,52,,,,
"Enseñanza (016)",1491,1427,1,56,1,6,
"Servicios sociales y de salud (017)",129,115,2,12,,,
"Otras activ. serv.comun.soc y personales (018)",203,82,32,83,2,4,
"Hogares privados con servicio doméstico (019)",590,,,,,,590
"Actividad economica no especificada (021)",677,156,173,292,9,47,
"Hombres (022)",14867,1624,2272,8551,323,2035,62
"Agric., ganadería, caza y silvicultura (023)",9480,10,1069,6733,235,1433,
"Pesca (024)",1161,1,464,230,,466,
"Explotación de minas y canteras (025)",7,2,5,,,,
"Industrias manufactureras (026)",432,13,173,220,19,7,
"Suministro de electricidad, gas y agua (027)",29,10,9,9,,1,
"Construcción (028)",283,6,209,62,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",995,100,31,743,40,81,
"Venta, mant.y rep. veh.autom.y motoc. (030)",74,3,8,57,2,4,
"Comercio al por mayor (031)",53,5,2,37,5,4,
"Comercio al por menor (032)",868,92,21,649,33,73,
"Hoteles y restaurantes (033)",92,23,7,52,1,9,
"Trans., almac. y comunicaciones (034)",506,67,119,298,13,9,
"Intermediación financiera (035)",9,8,,1,,,
"Activid.inmobil., empres. y alquileres (036)",112,84,8,18,2,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",355,318,37,,,,
"Enseñanza (038)",805,779,1,22,1,2,
"Servicios sociales y de salud (039)",77,66,2,9,,,
"Otras activ. serv.comun.soc y personales (040)",109,58,12,35,1,3,
"Hogares privados con servicio doméstico (041)",62,,,,,,62
"Actividad economica no especificada (043)",353,79,126,119,5,24,
"Mujeres (044)",6346,1029,466,2296,73,1954,528
"Agric., ganadería, caza y silvicultura (045)",3016,2,303,982,33,1696,
"Pesca (046)",58,,24,5,,29,
"Industrias manufactureras (048)",113,4,7,89,7,6,
"Suministro de electricidad, gas y agua (049)",1,,,,,1,
"Construcción (050)",5,,4,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",911,55,1,672,19,164,
"Venta, mant.y rep. veh.autom.y motoc. (052)",6,,,4,1,1,
"Comercio al por mayor (053)",20,,,12,2,6,
"Comercio al por menor (054)",885,55,1,656,16,157,
"Hoteles y restaurantes (055)",406,58,36,276,8,28,
"Trans., almac. y comunicaciones (056)",19,3,5,8,1,2,
"Intermediación financiera (057)",3,1,,2,,,
"Activid.inmobil., empres. y alquileres (058)",37,30,4,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",93,78,15,,,,
"Enseñanza (060)",686,648,,34,,4,
"Servicios sociales y de salud (061)",52,49,,3,,,
"Otras activ. serv.comun.soc y personales (062)",94,24,20,48,1,1,
"Hogares privados con servicio doméstico (063)",528,,,,,,528
"Actividad economica no especificada (065)",324,77,47,173,4,23,
,,,,,,,
"URBANA (066)",11926,2267,1773,5645,233,1592,416
"Agric., ganadería, caza y silvicultura (067)",5003,12,686,3085,119,1101,
"Pesca (068)",633,1,339,117,,176,
"Explotación de minas y canteras (069)",2,1,1,,,,
"Industrias manufactureras (070)",474,16,153,271,23,11,
"Suministro de electricidad, gas y agua (071)",30,10,9,9,,2,
"Construcción (072)",250,5,184,55,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1636,152,28,1199,49,208,
"Venta, mant.y rep. veh.autom.y motoc. (074)",73,3,8,54,3,5,
"Comercio al por mayor (075)",57,4,2,38,5,8,
"Comercio al por menor (076)",1506,145,18,1107,41,195,
"Hoteles y restaurantes (077)",450,79,13,316,8,34,
"Trans., almac. y comunicaciones (078)",497,67,116,289,14,11,
"Intermediación financiera (079)",12,9,,3,,,
"Activid.inmobil., empres. y alquileres (080)",146,113,11,20,2,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",425,379,46,,,,
"Enseñanza (082)",1160,1106,1,48,1,4,
"Servicios sociales y de salud (083)",112,102,2,8,,,
"Otras activ. serv.comun.soc y personales (084)",187,73,29,79,2,4,
"Hogares privados con servicio doméstico (085)",416,,,,,,416
"Actividad economica no especificada (087)",493,142,155,146,9,41,
"Hombres (088)",7961,1365,1510,4060,175,812,39
"Agric., ganadería, caza y silvicultura (089)",3812,10,539,2635,99,529,
"Pesca (090)",597,1,319,114,,163,
"Explotación de minas y canteras (091)",2,1,1,,,,
"Industrias manufactureras (092)",370,12,148,188,16,6,
"Suministro de electricidad, gas y agua (093)",29,10,9,9,,1,
"Construcción (094)",247,5,182,54,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",810,97,27,587,32,67,
"Venta, mant.y rep. veh.autom.y motoc. (096)",67,3,8,50,2,4,
"Comercio al por mayor (097)",40,4,2,27,3,4,
"Comercio al por menor (098)",703,90,17,510,27,59,
"Hoteles y restaurantes (099)",87,22,6,51,,8,
"Trans., almac. y comunicaciones (100)",479,65,111,281,13,9,
"Intermediación financiera (101)",9,8,,1,,,
"Activid.inmobil., empres. y alquileres (102)",109,83,7,17,2,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",337,305,32,,,,
"Enseñanza (104)",586,566,1,16,1,2,
"Servicios sociales y de salud (105)",67,59,2,6,,,
"Otras activ. serv.comun.soc y personales (106)",97,50,10,33,1,3,
"Hogares privados con servicio doméstico (107)",39,,,,,,39
"Actividad economica no especificada (109)",284,71,116,68,5,24,
"Mujeres (110)",3965,902,263,1585,58,780,377
"Agric., ganadería, caza y silvicultura (111)",1191,2,147,450,20,572,
"Pesca (112)",36,,20,3,,13,
"Industrias manufactureras (114)",104,4,5,83,7,5,
"Suministro de electricidad, gas y agua (115)",1,,,,,1,
"Construcción (116)",3,,2,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",826,55,1,612,17,141,
"Venta, mant.y rep. veh.autom.y motoc. (118)",6,,,4,1,1,
"Comercio al por mayor (119)",17,,,11,2,4,
"Comercio al por menor (120)",803,55,1,597,14,136,
"Hoteles y restaurantes (121)",363,57,7,265,8,26,
