"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CANTA (000)",148,7,75,32,26,8
"Sin nivel (001)",4,,,1,2,1
"Primaria (003)",41,5,8,11,12,5
"Secundaria (004)",78,2,52,16,7,1
"Superior no univ. incompleta (005)",10,,5,2,2,1
"Superior no univ. completa (006)",6,,6,,,
"Superior univ. incompleta (007)",3,,2,,1,
"Superior univ. completa (008)",6,,2,2,2,
"Hombres (010)",117,6,57,28,19,7
"Sin nivel (011)",3,,,1,1,1
"Primaria (013)",31,4,6,11,6,4
"Secundaria (014)",65,2,42,13,7,1
"Superior no univ. incompleta (015)",6,,2,1,2,1
"Superior no univ. completa (016)",4,,4,,,
"Superior univ. incompleta (017)",2,,1,,1,
"Superior univ. completa (018)",6,,2,2,2,
"Mujeres (020)",31,1,18,4,7,1
"Sin nivel (021)",1,,,,1,
"Primaria (023)",10,1,2,,6,1
"Secundaria (024)",13,,10,3,,
"Superior no univ. incompleta (025)",4,,3,1,,
"Superior no univ. completa (026)",2,,2,,,
"Superior univ. incompleta (027)",1,,1,,,
,,,,,,
"Area Urbana (030)",69,3,38,14,10,4
"Primaria (033)",16,3,2,3,6,2
"Secundaria (034)",35,,26,7,1,1
"Superior no univ. incompleta (035)",8,,3,2,2,1
"Superior no univ. completa (036)",5,,5,,,
"Superior univ. incompleta (037)",2,,1,,1,
"Superior univ. completa (038)",3,,1,2,,
"Hombres (040)",52,2,29,10,7,4
"Primaria (043)",11,2,1,3,3,2
"Secundaria (044)",26,,20,4,1,1
"Superior no univ. incompleta (045)",6,,2,1,2,1
"Superior no univ. completa (046)",4,,4,,,
"Superior univ. incompleta (047)",2,,1,,1,
"Superior univ. completa (048)",3,,1,2,,
"Mujeres (050)",17,1,9,4,3,
"Primaria (053)",5,1,1,,3,
"Secundaria (054)",9,,6,3,,
"Superior no univ. incompleta (055)",2,,1,1,,
"Superior no univ. completa (056)",1,,1,,,
,,,,,,
"Area Rural (060)",79,4,37,18,16,4
"Sin nivel (061)",4,,,1,2,1
"Primaria (063)",25,2,6,8,6,3
"Secundaria (064)",43,2,26,9,6,
"Superior no univ. incompleta (065)",2,,2,,,
"Superior no univ. completa (066)",1,,1,,,
"Superior univ. incompleta (067)",1,,1,,,
"Superior univ. completa (068)",3,,1,,2,
"Hombres (070)",65,4,28,18,12,3
"Sin nivel (071)",3,,,1,1,1
"Primaria (073)",20,2,5,8,3,2
"Secundaria (074)",39,2,22,9,6,
"Superior univ. completa (078)",3,,1,,2,
"Mujeres (080)",14,,9,,4,1
"Sin nivel (081)",1,,,,1,
"Primaria (083)",5,,1,,3,1
"Secundaria (084)",4,,4,,,
"Superior no univ. incompleta (085)",2,,2,,,
"Superior no univ. completa (086)",1,,1,,,
"Superior univ. incompleta (087)",1,,1,,,
