"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia TACNA",,,,,,,,,
"Viviendas particulares (001)",61084,801,3623,3716,11194,3826,3228,1555,33141
"Ocupantes presentes (002)",227652,2734,14249,14763,43398,15608,12775,6126,117999
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",54256,698,3327,3487,9941,3514,3009,1430,28850
"Ocupantes presentes (005)",208498,2446,13290,14092,39781,14666,12195,5757,106271
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2169,18,39,82,323,159,118,52,1378
"Ocupantes presentes (008)",6576,59,126,259,1034,477,305,163,4153
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",377,9,11,30,143,35,14,7,128
"Ocupantes presentes (011)",1174,25,47,82,460,111,48,26,375
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",384,4,27,10,105,39,28,15,156
"Ocupantes presentes (014)",1290,14,84,27,359,150,62,49,545
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",95,,4,,3,,,4,84
"Ocupantes presentes (017)",306,,11,,8,,,22,265
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3692,72,211,102,654,71,53,47,2482
"Ocupantes presentes (020)",9544,190,683,294,1700,183,148,109,6237
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",104,,4,5,25,8,6,,56
"Ocupantes presentes (023)",251,,8,9,56,21,17,,140
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",7,,,,,,,,7
"Ocupantes presentes (026)",13,,,,,,,,13
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",60335,741,3336,3667,11123,3818,3223,1545,32882
"Ocupantes presentes (029)",225082,2563,13142,14594,43173,15585,12759,6080,117186
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",53603,638,3045,3438,9873,3506,3004,1424,28675
"Ocupantes presentes (032)",206235,2275,12195,13923,39564,14643,12179,5733,105723
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2169,18,39,82,323,159,118,52,1378
"Ocupantes presentes (035)",6576,59,126,259,1034,477,305,163,4153
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",377,9,11,30,143,35,14,7,128
"Ocupantes presentes (038)",1174,25,47,82,460,111,48,26,375
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",384,4,27,10,105,39,28,15,156
"Ocupantes presentes (041)",1290,14,84,27,359,150,62,49,545
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3692,72,211,102,654,71,53,47,2482
"Ocupantes presentes (047)",9544,190,683,294,1700,183,148,109,6237
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",103,,3,5,25,8,6,,56
"Ocupantes presentes (050)",250,,7,9,56,21,17,,140
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",7,,,,,,,,7
"Ocupantes presentes (053)",13,,,,,,,,13
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",749,60,287,49,71,8,5,10,259
"Ocupantes presentes (056)",2570,171,1107,169,225,23,16,46,813
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",653,60,282,49,68,8,5,6,175
"Ocupantes presentes (059)",2263,171,1095,169,217,23,16,24,548
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",95,,4,,3,,,4,84
"Ocupantes presentes (071)",306,,11,,8,,,22,265
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,1,,,,,,
"Ocupantes presentes (077)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
