"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUANCAYO (000)",8500,2056,6444
"Sin nivel (001)",152,28,124
"Educación inicial (002)",7,3,4
"Primaria (003)",1095,189,906
"Secundaria (004)",3567,936,2631
"Superior no univ. incompleta (005)",547,136,411
"Superior no univ. completa (006)",1019,239,780
"Superior univ. incompleta (007)",578,162,416
"Superior univ. completa (008)",1535,363,1172
"De 14 a 29 años (010)",4555,1676,2879
"Sin nivel (011)",33,14,19
"Educación inicial (012)",3,2,1
"Primaria (013)",306,116,190
"Secundaria (014)",2152,802,1350
"Superior no univ. incompleta (015)",383,121,262
"Superior no univ. completa (016)",597,198,399
"Superior univ. incompleta (017)",353,144,209
"Superior univ. completa (018)",728,279,449
"De 30 a 44 años (020)",2477,325,2152
"Sin nivel (021)",46,13,33
"Educación inicial (022)",4,1,3
"Primaria (023)",338,55,283
"Secundaria (024)",904,115,789
"Superior no univ. incompleta (025)",120,15,105
"Superior no univ. completa (026)",351,37,314
"Superior univ. incompleta (027)",152,16,136
"Superior univ. completa (028)",562,73,489
"De 45 a 64 años (030)",1262,55,1207
"Sin nivel (031)",51,1,50
"Primaria (033)",354,18,336
"Secundaria (034)",461,19,442
"Superior no univ. incompleta (035)",42,,42
"Superior no univ. completa (036)",67,4,63
"Superior univ. incompleta (037)",68,2,66
"Superior univ. completa (038)",219,11,208
"De 65 y más años (040)",206,,206
"Sin nivel (041)",22,,22
"Primaria (043)",97,,97
"Secundaria (044)",50,,50
"Superior no univ. incompleta (045)",2,,2
"Superior no univ. completa (046)",4,,4
"Superior univ. incompleta (047)",5,,5
"Superior univ. completa (048)",26,,26
,,,
"AREA URBANA (050)",7760,1801,5959
"Sin nivel (051)",120,25,95
"Educación inicial (052)",7,3,4
"Primaria (053)",904,124,780
"Secundaria (054)",3186,789,2397
"Superior no univ. incompleta (055)",526,130,396
"Superior no univ. completa (056)",967,227,740
"Superior univ. incompleta (057)",571,161,410
"Superior univ. completa (058)",1479,342,1137
"De 14 a 29 años (060)",4130,1474,2656
"Sin nivel (061)",28,12,16
"Educación inicial (062)",3,2,1
"Primaria (063)",226,72,154
"Secundaria (064)",1907,680,1227
"Superior no univ. incompleta (065)",368,115,253
"Superior no univ. completa (066)",557,188,369
"Superior univ. incompleta (067)",348,143,205
"Superior univ. completa (068)",693,262,431
"De 30 a 44 años (070)",2281,279,2002
"Sin nivel (071)",37,12,25
"Educación inicial (072)",4,1,3
"Primaria (073)",286,39,247
"Secundaria (074)",803,92,711
"Superior no univ. incompleta (075)",117,15,102
"Superior no univ. completa (076)",340,35,305
"Superior univ. incompleta (077)",150,16,134
"Superior univ. completa (078)",544,69,475
"De 45 a 64 años (080)",1168,48,1120
"Sin nivel (081)",41,1,40
"Primaria (083)",308,13,295
"Secundaria (084)",430,17,413
"Superior no univ. incompleta (085)",39,,39
"Superior no univ. completa (086)",66,4,62
"Superior univ. incompleta (087)",68,2,66
"Superior univ. completa (088)",216,11,205
"De 65 y más años (090)",181,,181
"Sin nivel (091)",14,,14
"Primaria (093)",84,,84
"Secundaria (094)",46,,46
"Superior no univ. incompleta (095)",2,,2
"Superior no univ. completa (096)",4,,4
"Superior univ. incompleta (097)",5,,5
"Superior univ. completa (098)",26,,26
,,,
"AREA RURAL (100)",740,255,485
"Sin nivel (101)",32,3,29
"Primaria (103)",191,65,126
"Secundaria (104)",381,147,234
"Superior no univ. incompleta (105)",21,6,15
"Superior no univ. completa (106)",52,12,40
"Superior univ. incompleta (107)",7,1,6
"Superior univ. completa (108)",56,21,35
"De 14 a 29 años (110)",425,202,223
"Sin nivel (111)",5,2,3
"Primaria (113)",80,44,36
"Secundaria (114)",245,122,123
"Superior no univ. incompleta (115)",15,6,9
"Superior no univ. completa (116)",40,10,30
"Superior univ. incompleta (117)",5,1,4
"Superior univ. completa (118)",35,17,18
"De 30 a 44 años (120)",196,46,150
"Sin nivel (121)",9,1,8
"Primaria (123)",52,16,36
"Secundaria (124)",101,23,78
"Superior no univ. incompleta (125)",3,,3
"Superior no univ. completa (126)",11,2,9
"Superior univ. incompleta (127)",2,,2
"Superior univ. completa (128)",18,4,14
"De 45 a 64 años (130)",94,7,87
"Sin nivel (131)",10,,10
"Primaria (133)",46,5,41
"Secundaria (134)",31,2,29
"Superior no univ. incompleta (135)",3,,3
"Superior no univ. completa (136)",1,,1
"Superior univ. completa (138)",3,,3
"De 65 y más años (140)",25,,25
"Sin nivel (141)",8,,8
"Primaria (143)",13,,13
"Secundaria (144)",4,,4
