"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUAMANGA (000)",71283,4496,120,16765,23508,3666,6418,4737,11573
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",178,,,4,16,8,23,9,118
"Profes., científicos e intelectuales (002)",10569,,,,216,315,1866,466,7706
"Técnicos de nivel medio ytrab.asimilados (003)",3796,6,,79,416,535,1104,995,661
"Jefes y empleados de oficina (004)",3039,,,12,506,256,649,555,1061
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",12522,711,9,2576,5369,888,1048,1053,868
"Agricult.trabaj. calif.agrop. y pesquros (006)",9176,1385,19,4537,2838,91,96,100,110
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",5701,198,11,1293,2751,391,483,341,233
"Obreros. construc., conf., papel, fab., instr (008)",6887,106,1,1447,3919,388,349,475,202
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",16572,1799,36,6214,6657,639,447,500,280
"Otra (010)",708,,,,147,58,263,95,145
"Ocupación no especificada (011)",2135,291,44,603,673,97,90,148,189
"Hombres (012)",43379,1767,72,10433,16100,2077,3088,3178,6664
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",122,,,3,14,5,12,5,83
"Profes., científicos e intelectuales (014)",5501,,,,87,125,713,311,4265
"Técnicos de nivel medio ytrab.asimilados (015)",2476,1,,39,295,394,597,723,427
"Jefes y empleados de oficina (016)",1549,,,7,308,107,217,305,605
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",4353,45,,566,2176,308,305,540,413
"Agricult.trabaj. calif.agrop. y pesquros (018)",7836,950,14,3945,2588,79,74,93,93
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",4606,107,10,1031,2310,295,377,292,184
"Obreros. construc., conf., papel, fab., instr (020)",6655,90,1,1390,3833,371,326,458,186
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",8461,491,12,3140,3923,287,178,277,153
"Otra (022)",648,,,,140,51,240,83,134
"Ocupación no especificada (023)",1172,83,35,312,426,55,49,91,121
"Mujeres (024)",27904,2729,48,6332,7408,1589,3330,1559,4909
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",56,,,1,2,3,11,4,35
"Profes., científicos e intelectuales (026)",5068,,,,129,190,1153,155,3441
"Técnicos de nivel medio ytrab.asimilados (027)",1320,5,,40,121,141,507,272,234
"Jefes y empleados de oficina (028)",1490,,,5,198,149,432,250,456
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",8169,666,9,2010,3193,580,743,513,455
"Agricult.trabaj. calif.agrop. y pesquros (030)",1340,435,5,592,250,12,22,7,17
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",1095,91,1,262,441,96,106,49,49
"Obreros. construc., conf., papel, fab., instr (032)",232,16,,57,86,17,23,17,16
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",8111,1308,24,3074,2734,352,269,223,127
"Otra (034)",60,,,,7,7,23,12,11
"Ocupación no especificada (035)",963,208,9,291,247,42,41,57,68
,,,,,,,,,
"URBANA (036)",57995,2317,42,10261,19455,3534,6289,4649,11448
