"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia RIOJA (000)",35369,94072,86891,,2078,92.4,2.2
"De 12 a 14 años (001)",4024,37,35,,6,94.6,16.2
"De 15 a 19 años (002)",5358,1345,1319,327,98.1,24.3,
"De 20 a 24 años (003)",4550,4968,4873,524,98.1,10.5,
"De 25 a 29 años (004)",4188,8061,7854,477,97.4,5.9,
"De 30 a 34 años (005)",3767,10352,10030,368,96.9,3.6,
"De 35 a 39 años (006)",3427,12195,11727,264,96.2,2.2,
"De 40 a 44 años (007)",2646,11773,11128,96,94.5,0.8,
"De 45 a 49 años (008)",1998,10396,9693,16,93.2,0.2,
"De 50 y más años (009)",5411,34945,30232,,86.5,,
"PEA (010)",9370,24806,23194,355,93.5,1.4,
"De 12 a 14 años (011)",299,8,8,,100,,
"De 15 a 19 años (012)",1027,222,215,41,96.8,18.5,
"De 20 a 24 años (013)",1245,1008,987,78,97.9,7.7,
"De 25 a 29 años (014)",1280,1949,1903,85,97.6,4.4,
"De 30 a 34 años (015)",1233,2787,2719,69,97.6,2.5,
"De 35 a 39 años (016)",1297,3967,3824,60,96.4,1.5,
"De 40 a 44 años (017)",955,3725,3528,19,94.7,0.5,
"De 45 a 49 años (018)",718,3337,3128,3,93.7,0.1,
"De 50 y más años (019)",1316,7803,6882,,88.2,,
"Ocupada (020)",9099,24363,22786,342,93.5,1.4,
"De 12 a 14 años (021)",280,7,7,,100,,
"De 15 a 19 años (022)",963,213,207,36,97.2,16.9,
"De 20 a 24 años (023)",1187,975,956,76,98.1,7.8,
"De 25 a 29 años (024)",1241,1906,1860,81,97.6,4.2,
"De 30 a 34 años (025)",1206,2713,2646,67,97.5,2.5,
"De 35 a 39 años (026)",1270,3885,3746,60,96.4,1.5,
"De 40 a 44 años (027)",948,3697,3500,19,94.7,0.5,
"De 45 a 49 años (028)",706,3286,3079,3,93.7,0.1,
"De 50 y más años (029)",1298,7681,6785,,88.3,,
"Desocupada (030)",271,443,408,13,92.1,2.9,
"De 12 a 14 años (031)",19,1,1,,100,,
"De 15 a 19 años (032)",64,9,8,5,88.9,55.6,
"De 20 a 24 años (033)",58,33,31,2,93.9,6.1,
"De 25 a 29 años (034)",39,43,43,4,100,9.3,
"De 30 a 34 años (035)",27,74,73,2,98.6,2.7,
