"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LA UNION (000)",11087,3865,1012,146,6067
"Conviviente (001)",2688,846,208,14,1622
"Separado(a) (002)",186,38,18,5,125
"Casado(a) (003)",4045,1141,463,72,2370
"Viudo(a) (004)",939,283,26,10,620
"Divorciado(a) (005)",46,9,8,1,28
"Soltero(a) (006)",3183,1548,289,44,1302
"Hombres (008)",5481,1804,486,98,3093
"Conviviente (009)",1301,345,109,7,840
"Separado(a) (010)",79,11,11,4,53
"Casado(a) (011)",1996,531,230,49,1186
"Viudo(a) (012)",266,85,6,5,170
"Divorciado(a) (013)",22,2,4,1,15
"Soltero(a) (014)",1817,830,126,32,829
"Mujeres (016)",5606,2061,526,48,2974
"Conviviente (017)",1387,501,99,7,782
"Separado(a) (018)",107,27,7,1,72
"Casado(a) (019)",2049,610,233,23,1184
"Viudo(a) (020)",673,198,20,5,450
"Divorciado(a) (021)",24,7,4,,13
"Soltero(a) (022)",1366,718,163,12,473
,,,,,
"URBANA (024)",5498,1876,756,92,2777
"Conviviente (025)",1199,357,137,11,696
"Separado(a) (026)",107,24,13,5,65
"Casado(a) (027)",1925,486,347,34,1059
"Viudo(a) (028)",408,121,13,8,266
"Divorciado(a) (029)",27,6,8,1,12
"Soltero(a) (030)",1832,882,238,33,679
"Hombres (032)",2685,875,347,62,1401
"Conviviente (033)",581,136,70,5,370
"Separado(a) (034)",41,6,8,4,23
"Casado(a) (035)",941,224,162,26,529
"Viudo(a) (036)",102,27,2,3,70
"Divorciado(a) (037)",9,,4,1,4
"Soltero(a) (038)",1011,482,101,23,405
"Mujeres (040)",2813,1001,409,30,1376
"Conviviente (041)",618,221,67,6,326
"Separado(a) (042)",66,18,5,1,42
"Casado(a) (043)",984,262,185,8,530
"Viudo(a) (044)",306,94,11,5,196
"Divorciado(a) (045)",18,6,4,,8
"Soltero(a) (046)",821,400,137,10,274
,,,,,
"RURAL (048)",5589,1989,256,54,3290
"Conviviente (049)",1489,489,71,3,926
"Separado(a) (050)",79,14,5,,60
"Casado(a) (051)",2120,655,116,38,1311
"Viudo(a) (052)",531,162,13,2,354
"Divorciado(a) (053)",19,3,,,16
"Soltero(a) (054)",1351,666,51,11,623
"Hombres (056)",2796,929,139,36,1692
"Conviviente (057)",720,209,39,2,470
"Separado(a) (058)",38,5,3,,30
"Casado(a) (059)",1055,307,68,23,657
"Viudo(a) (060)",164,58,4,2,100
"Divorciado(a) (061)",13,2,,,11
"Soltero(a) (062)",806,348,25,9,424
"Mujeres (064)",2793,1060,117,18,1598
"Conviviente (065)",769,280,32,1,456
"Separado(a) (066)",41,9,2,,30
"Casado(a) (067)",1065,348,48,15,654
"Viudo(a) (068)",367,104,9,,254
"Divorciado(a) (069)",6,1,,,5
"Soltero(a) (070)",545,318,26,2,199
