"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PACHITEA (000)",55830,28006,1651,547,25685
"Quechua (001)",26229,12616,500,207,12933
"Aymara (002)",56,32,6,3,20
"Asháninka (003)",9,7,1,3,1
"Otra lengua nativa (004)",14,10,,3,4
"Castellano (005)",29415,15286,1138,331,12681
"Es Sordomudo/a (007)",107,55,6,,46
"Hombres (009)",28214,13406,845,285,13709
"Quechua (010)",12522,5642,256,102,6541
"Aymara (011)",16,8,3,2,6
"Asháninka (012)",2,1,,,1
"Otra lengua nativa (013)",8,6,,2,2
"Castellano (014)",15609,7719,582,179,7136
"Es Sordomudo/a (016)",57,30,4,,23
"Mujeres (018)",27616,14600,806,262,11976
"Quechua (019)",13707,6974,244,105,6392
"Aymara (020)",40,24,3,1,14
"Asháninka (021)",7,6,1,3,
"Otra lengua nativa (022)",6,4,,1,2
"Castellano (023)",13806,7567,556,152,5545
"Es Sordomudo/a (025)",50,25,2,,23
,,,,,
"URBANA (027)",8127,2916,720,159,4347
"Quechua (028)",1860,584,73,31,1174
"Aymara (029)",5,1,,1,3
"Asháninka (030)",4,3,1,1,
"Otra lengua nativa (031)",2,2,,1,
"Castellano (032)",6236,2319,643,125,3160
"Es Sordomudo/a (034)",20,7,3,,10
"Hombres (036)",4092,1351,374,90,2281
"Quechua (037)",884,229,43,18,594
"Otra lengua nativa (040)",1,1,,,
"Castellano (041)",3196,1117,330,72,1681
"Es Sordomudo/a (043)",11,4,1,,6
"Mujeres (045)",4035,1565,346,69,2066
"Quechua (046)",976,355,30,13,580
"Aymara (047)",5,1,,1,3
"Asháninka (048)",4,3,1,1,
"Otra lengua nativa (049)",1,1,,1,
"Castellano (050)",3040,1202,313,53,1479
"Es Sordomudo/a (052)",9,3,2,,4
,,,,,
"RURAL (054)",47703,25090,931,388,21338
"Quechua (055)",24369,12032,427,176,11759
"Aymara (056)",51,31,6,2,17
"Asháninka (057)",5,4,,2,1
"Otra lengua nativa (058)",12,8,,2,4
"Castellano (059)",23179,12967,495,206,9521
"Es Sordomudo/a (061)",87,48,3,,36
"Hombres (063)",24122,12055,471,195,11428
"Quechua (064)",11638,5413,213,84,5947
"Aymara (065)",16,8,3,2,6
"Asháninka (066)",2,1,,,1
"Otra lengua nativa (067)",7,5,,2,2
"Castellano (068)",12413,6602,252,107,5455
"Es Sordomudo/a (070)",46,26,3,,17
"Mujeres (072)",23581,13035,460,193,9910
"Quechua (073)",12731,6619,214,92,5812
"Aymara (074)",35,23,3,,11
"Asháninka (075)",3,3,,2,
"Otra lengua nativa (076)",5,3,,,2
"Castellano (077)",10766,6365,243,99,4066
"Es Sordomudo/a (079)",41,22,,,19
