"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ACOBAMBA (000)",63792,30744,1938,510,30660
"Menos de 1 año (001)",1028,871,34,7,116
"De 1 a 14 años (002)",25060,20422,630,206,3831
"De 15 a 29 años (003)",16789,5390,349,119,10941
"De 30 a 44 años (004)",10108,2004,517,118,7482
"De 45 a 64 años (005)",7453,1390,329,44,5695
"De 65 y mas años (006)",3354,667,79,16,2595
"Hombres (008)",31399,14955,1009,286,15189
"Menos de 1 año (009)",527,444,17,4,62
"De 1 a 14 años (010)",12712,10378,304,101,1947
"De 15 a 29 años (011)",8261,2469,182,66,5548
"De 30 a 44 años (012)",4911,768,268,76,3811
"De 45 a 64 años (013)",3519,591,190,29,2712
"De 65 y mas años (014)",1469,305,48,10,1109
"Mujeres (016)",32393,15789,929,224,15471
"Menos de 1 año (017)",501,427,17,3,54
"De 1 a 14 años (018)",12348,10044,326,105,1884
"De 15 a 29 años (019)",8528,2921,167,53,5393
"De 30 a 44 años (020)",5197,1236,249,42,3671
"De 45 a 64 años (021)",3934,799,139,15,2983
"De 65 y mas años (022)",1885,362,31,6,1486
,,,,,
"URBANA (024)",19345,7501,1581,324,9972
"Menos de 1 año (025)",289,216,27,6,40
"De 1 a 14 años (026)",6870,4772,518,119,1476
"De 15 a 29 años (027)",5162,1387,284,80,3418
"De 30 a 44 años (028)",3613,624,433,84,2480
"De 45 a 64 años (029)",2424,366,257,27,1776
"De 65 y mas años (030)",987,136,62,8,782
"Hombres (032)",9477,3633,814,177,4874
"Menos de 1 año (033)",158,117,15,3,23
"De 1 a 14 años (034)",3444,2409,251,54,738
"De 15 a 29 años (035)",2509,617,150,42,1702
"De 30 a 44 años (036)",1788,260,217,58,1261
"De 45 a 64 años (037)",1154,165,146,16,829
"De 65 y mas años (038)",424,65,35,4,321
"Mujeres (040)",9868,3868,767,147,5098
"Menos de 1 año (041)",131,99,12,3,17
"De 1 a 14 años (042)",3426,2363,267,65,738
"De 15 a 29 años (043)",2653,770,134,38,1716
"De 30 a 44 años (044)",1825,364,216,26,1219
"De 45 a 64 años (045)",1270,201,111,11,947
"De 65 y mas años (046)",563,71,27,4,461
,,,,,
"RURAL (048)",44447,23243,357,186,20688
"Menos de 1 año (049)",739,655,7,1,76
"De 1 a 14 años (050)",18190,15650,112,87,2355
"De 15 a 29 años (051)",11627,4003,65,39,7523
"De 30 a 44 años (052)",6495,1380,84,34,5002
"De 45 a 64 años (053)",5029,1024,72,17,3919
"De 65 y mas años (054)",2367,531,17,8,1813
"Hombres (056)",21922,11322,195,109,10315
"Menos de 1 año (057)",369,327,2,1,39
"De 1 a 14 años (058)",9268,7969,53,47,1209
"De 15 a 29 años (059)",5752,1852,32,24,3846
"De 30 a 44 años (060)",3123,508,51,18,2550
"De 45 a 64 años (061)",2365,426,44,13,1883
"De 65 y mas años (062)",1045,240,13,6,788
"Mujeres (064)",22525,11921,162,77,10373
"Menos de 1 año (065)",370,328,5,,37
"De 1 a 14 años (066)",8922,7681,59,40,1146
"De 15 a 29 años (067)",5875,2151,33,15,3677
"De 30 a 44 años (068)",3372,872,33,16,2452
"De 45 a 64 años (069)",2664,598,28,4,2036
"De 65 y mas años (070)",1322,291,4,2,1025
