"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia QUISPICANCHI (000)",28394,27093,8074,2996,2982,2777,4350,2881,1710,1323,1301,84439
"De 12 a 14 años (001)",3227,3198,3188,9,1,,,,,,29,11
"De 15 a 19 años (002)",3720,3602,3143,391,55,10,3,,,,118,543
"De 20 a 24 años (003)",3201,2732,876,1001,571,209,65,10,,,469,3107
"De 25 a 29 años (004)",2871,2574,189,605,688,572,467,47,6,,297,6049
"De 30 a 34 años (005)",2522,2428,87,281,506,531,725,245,47,6,94,8075
"De 35 a 39 años (006)",2475,2415,62,180,377,407,738,440,178,33,60,10124
"De 40 a 44 años (007)",2089,2044,60,73,201,290,582,446,275,117,45,10369
"De 45 a 49 años (008)",1754,1723,38,87,147,203,436,377,248,187,31,9531
"De 50 y más años (009)",6535,6377,431,369,436,555,1334,1316,956,980,158,36630
"PEA (010)",8659,8108,1502,1135,1127,1016,1511,929,506,382,551,27676
"De 12 a 14 años (011)",188,185,183,2,,,,,,,3,2
"De 15 a 19 años (012)",793,757,627,109,16,4,1,,,,36,157
"De 20 a 24 años (013)",1159,961,338,351,171,68,26,7,,,198,1053
"De 25 a 29 años (014)",1093,937,97,251,256,156,155,18,4,,156,2053
"De 30 a 34 años (015)",1005,949,57,146,210,195,244,78,16,3,56,2871
"De 35 a 39 años (016)",1000,967,35,91,156,180,280,154,61,10,33,3800
"De 40 a 44 años (017)",846,825,21,33,110,131,239,164,88,39,21,3928
"De 45 a 49 años (018)",684,671,13,46,65,94,182,138,75,58,13,3428
"De 50 y más años (019)",1891,1856,131,106,143,188,384,370,262,272,35,10384
"Ocupada (020)",8457,7940,1441,1093,1112,1001,1493,921,501,378,517,27341
"De 12 a 14 años (021)",185,182,180,2,,,,,,,3,2
