"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MARAÑON (000)",22277,11038,1006,85,10172
"Hombres (001)",11484,5360,537,65,5538
"Mujeres (002)",10793,5678,469,20,4634
"PEA (003)",6389,1924,483,54,3933
"Hombres (004)",5467,1641,311,50,3470
"Mujeres (005)",922,283,172,4,463
"Ocupada (006)",6180,1888,478,52,3767
"Hombres (007)",5300,1612,308,48,3337
"Mujeres (008)",880,276,170,4,430
"Desocupada (009)",209,36,5,2,166
"Hombres (010)",167,29,3,2,133
"Mujeres (011)",42,7,2,,33
"No PEA (012)",15888,9114,523,31,6239
"Hombres (013)",6017,3719,226,15,2068
"Mujeres (014)",9871,5395,297,16,4171
,,,,,
"URBANA (018)",3524,1398,634,45,1450
"Hombres (019)",1832,683,340,39,772
"Mujeres (020)",1692,715,294,6,678
"PEA (021)",1252,334,329,39,550
"Hombres (022)",883,250,200,35,398
"Mujeres (023)",369,84,129,4,152
"Ocupada (024)",1217,328,324,38,527
"Hombres (025)",857,245,197,34,381
"Mujeres (026)",360,83,127,4,146
"Desocupada (027)",35,6,5,1,23
"Hombres (028)",26,5,3,1,17
"Mujeres (029)",9,1,2,,6
"No PEA (030)",2272,1064,305,6,900
"Hombres (031)",949,433,140,4,374
"Mujeres (032)",1323,631,165,2,526
,,,,,
"RURAL (036)",18753,9640,372,40,8722
"Hombres (037)",9652,4677,197,26,4766
"Mujeres (038)",9101,4963,175,14,3956
"PEA (039)",5137,1590,154,15,3383
"Hombres (040)",4584,1391,111,15,3072
"Mujeres (041)",553,199,43,,311
"Ocupada (042)",4963,1560,154,14,3240
"Hombres (043)",4443,1367,111,14,2956
"Mujeres (044)",520,193,43,,284
"Desocupada (045)",174,30,,1,143
"Hombres (046)",141,24,,1,116
"Mujeres (047)",33,6,,,27
"No PEA (048)",13616,8050,218,25,5339
"Hombres (049)",5068,3286,86,11,1694
"Mujeres (050)",8548,4764,132,14,3645
