"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN IGNACIO (000)",44675,1333,17056,14043,9509,2734
"Empleado (001)",3274,19,1274,1468,492,21
"Obrero (002)",7466,170,3426,2212,1372,286
"Trabajador independiente (003)",22293,164,6032,7901,6186,2010
"Empleador o patrono (004)",886,2,257,290,254,83
"Trabajador familiar no remunerado (005)",9471,899,5366,1869,1042,295
"Trabajador del hogar (006)",449,27,268,89,56,9
"Desocupado (008)",836,52,433,214,107,30
"Hombres (009)",35798,1026,13584,11129,7727,2332
"Empleado (010)",1794,12,624,823,317,18
"Obrero (011)",6529,146,3056,1923,1163,241
"Trabajador independiente (012)",19405,132,5169,6909,5401,1794
"Empleador o patrono (013)",816,1,234,268,234,79
"Trabajador familiar no remunerado (014)",6588,698,4184,1018,513,175
"Trabajador del hogar (015)",31,4,17,5,5,
"Desocupado (017)",635,33,300,183,94,25
"Mujeres (018)",8877,307,3472,2914,1782,402
"Empleado (019)",1480,7,650,645,175,3
"Obrero (020)",937,24,370,289,209,45
"Trabajador independiente (021)",2888,32,863,992,785,216
"Empleador o patrono (022)",70,1,23,22,20,4
"Trabajador familiar no remunerado (023)",2883,201,1182,851,529,120
"Trabajador del hogar (024)",418,23,251,84,51,9
"Desocupado (026)",201,19,133,31,13,5
,,,,,,
"URBANA (027)",7802,152,2723,2765,1774,388
"Empleado (028)",1964,15,752,869,313,15
"Obrero (029)",1098,13,441,356,260,28
"Trabajador independiente (030)",3418,34,920,1206,976,282
"Empleador o patrono (031)",188,1,39,64,61,23
"Trabajador familiar no remunerado (032)",698,70,318,165,113,32
"Trabajador del hogar (033)",178,9,120,28,19,2
"Desocupado (035)",258,10,133,77,32,6
"Hombres (036)",5404,104,1825,1857,1303,315
"Empleado (037)",1089,9,378,488,200,14
"Obrero (038)",999,13,407,324,232,23
"Trabajador independiente (039)",2609,29,706,878,760,236
"Empleador o patrono (040)",150,1,29,50,48,22
"Trabajador familiar no remunerado (041)",378,44,226,58,36,14
"Trabajador del hogar (042)",6,1,4,,1,
"Desocupado (044)",173,7,75,59,26,6
"Mujeres (045)",2398,48,898,908,471,73
"Empleado (046)",875,6,374,381,113,1
"Obrero (047)",99,,34,32,28,5
"Trabajador independiente (048)",809,5,214,328,216,46
"Empleador o patrono (049)",38,,10,14,13,1
"Trabajador familiar no remunerado (050)",320,26,92,107,77,18
"Trabajador del hogar (051)",172,8,116,28,18,2
"Desocupado (053)",85,3,58,18,6,
,,,,,,
"RURAL (054)",36873,1181,14333,11278,7735,2346
"Empleado (055)",1310,4,522,599,179,6
"Obrero (056)",6368,157,2985,1856,1112,258
"Trabajador independiente (057)",18875,130,5112,6695,5210,1728
"Empleador o patrono (058)",698,1,218,226,193,60
"Trabajador familiar no remunerado (059)",8773,829,5048,1704,929,263
"Trabajador del hogar (060)",271,18,148,61,37,7
"Desocupado (062)",578,42,300,137,75,24
"Hombres (063)",30394,922,11759,9272,6424,2017
"Empleado (064)",705,3,246,335,117,4
"Obrero (065)",5530,133,2649,1599,931,218
"Trabajador independiente (066)",16796,103,4463,6031,4641,1558
"Empleador o patrono (067)",666,,205,218,186,57
"Trabajador familiar no remunerado (068)",6210,654,3958,960,477,161
"Trabajador del hogar (069)",25,3,13,5,4,
"Desocupado (071)",462,26,225,124,68,19
"Mujeres (072)",6479,259,2574,2006,1311,329
"Empleado (073)",605,1,276,264,62,2
"Obrero (074)",838,24,336,257,181,40
"Trabajador independiente (075)",2079,27,649,664,569,170
"Empleador o patrono (076)",32,1,13,8,7,3
"Trabajador familiar no remunerado (077)",2563,175,1090,744,452,102
"Trabajador del hogar (078)",246,15,135,56,33,7
"Desocupado (080)",116,16,75,13,7,5
