"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia TACNA (000)",7676,47,3844,2418,1204,163
"Sin nivel (001)",203,,28,64,76,35
"Educación inicial (002)",13,1,9,3,,
"Primaria (003)",1108,18,188,405,421,76
"Secundaria (004)",3550,28,2075,1021,400,26
"Superior no univ. incompleta (005)",598,,402,150,43,3
"Superior no univ. completa (006)",720,,351,273,86,10
"Superior univ. incompleta (007)",556,,347,142,63,4
"Superior univ. completa (008)",928,,444,360,115,9
"Hombres (010)",4650,27,2162,1474,862,125
"Sin nivel (011)",89,,15,30,29,15
"Educación inicial (012)",8,1,5,2,,
"Primaria (013)",676,13,94,200,301,68
"Secundaria (014)",2265,13,1219,706,307,20
"Superior no univ. incompleta (015)",361,,224,100,34,3
"Superior no univ. completa (016)",369,,171,134,56,8
"Superior univ. incompleta (017)",348,,205,88,51,4
"Superior univ. completa (018)",534,,229,214,84,7
"Mujeres (020)",3026,20,1682,944,342,38
"Sin nivel (021)",114,,13,34,47,20
"Educación inicial (022)",5,,4,1,,
"Primaria (023)",432,5,94,205,120,8
"Secundaria (024)",1285,15,856,315,93,6
"Superior no univ. incompleta (025)",237,,178,50,9,
"Superior no univ. completa (026)",351,,180,139,30,2
"Superior univ. incompleta (027)",208,,142,54,12,
"Superior univ. completa (028)",394,,215,146,31,2
,,,,,,
"Area Urbana (030)",7241,42,3642,2294,1115,148
"Sin nivel (031)",178,,25,59,67,27
"Educación inicial (032)",11,1,8,2,,
"Primaria (033)",1012,15,172,367,387,71
"Secundaria (034)",3346,26,1949,973,372,26
"Superior no univ. incompleta (035)",570,,384,141,42,3
"Superior no univ. completa (036)",685,,336,264,77,8
"Superior univ. incompleta (037)",539,,336,139,60,4
"Superior univ. completa (038)",900,,432,349,110,9
"Hombres (040)",4344,25,2034,1380,792,113
"Sin nivel (041)",77,,14,27,26,10
"Educación inicial (042)",7,1,5,1,,
"Primaria (043)",608,11,85,174,275,63
"Secundaria (044)",2117,13,1138,665,281,20
"Superior no univ. incompleta (045)",342,,214,92,33,3
"Superior no univ. completa (046)",346,,163,129,48,6
"Superior univ. incompleta (047)",335,,196,85,50,4
"Superior univ. completa (048)",512,,219,207,79,7
"Mujeres (050)",2897,17,1608,914,323,35
"Sin nivel (051)",101,,11,32,41,17
"Educación inicial (052)",4,,3,1,,
"Primaria (053)",404,4,87,193,112,8
"Secundaria (054)",1229,13,811,308,91,6
"Superior no univ. incompleta (055)",228,,170,49,9,
"Superior no univ. completa (056)",339,,173,135,29,2
"Superior univ. incompleta (057)",204,,140,54,10,
"Superior univ. completa (058)",388,,213,142,31,2
,,,,,,
"Area Rural (060)",435,5,202,124,89,15
"Sin nivel (061)",25,,3,5,9,8
"Educación inicial (062)",2,,1,1,,
"Primaria (063)",96,3,16,38,34,5
"Secundaria (064)",204,2,126,48,28,
"Superior no univ. incompleta (065)",28,,18,9,1,
"Superior no univ. completa (066)",35,,15,9,9,2
"Superior univ. incompleta (067)",17,,11,3,3,
"Superior univ. completa (068)",28,,12,11,5,
"Hombres (070)",306,2,128,94,70,12
"Sin nivel (071)",12,,1,3,3,5
"Educación inicial (072)",1,,,1,,
"Primaria (073)",68,2,9,26,26,5
"Secundaria (074)",148,,81,41,26,
"Superior no univ. incompleta (075)",19,,10,8,1,
"Superior no univ. completa (076)",23,,8,5,8,2
"Superior univ. incompleta (077)",13,,9,3,1,
"Superior univ. completa (078)",22,,10,7,5,
"Mujeres (080)",129,3,74,30,19,3
"Sin nivel (081)",13,,2,2,6,3
"Educación inicial (082)",1,,1,,,
"Primaria (083)",28,1,7,12,8,
"Secundaria (084)",56,2,45,7,2,
"Superior no univ. incompleta (085)",9,,8,1,,
"Superior no univ. completa (086)",12,,7,4,1,
"Superior univ. incompleta (087)",4,,2,,2,
"Superior univ. completa (088)",6,,2,4,,
