"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia DOS DE MAYO",,,,,,,
"Viviendas particulares (001)",10450,1673,177,1060,4661,123,2756
"Ocupantes presentes (002)",46797,7409,732,4860,22073,480,11243
"Casa independiente",,,,,,,
"Viviendas particulares (004)",9027,1617,169,985,3855,105,2296
"Ocupantes presentes (005)",40611,7230,694,4555,18228,415,9489
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",25,20,3,,,,2
"Ocupantes presentes (011)",87,69,9,,,,9
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",42,33,4,,,,5
"Ocupantes presentes (014)",131,92,18,,,,21
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1333,2,,75,796,18,442
"Ocupantes presentes (017)",5878,8,,305,3807,65,1693
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",5,,1,,1,,3
"Ocupantes presentes (020)",21,,11,,6,,4
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",16,1,,,9,,6
"Ocupantes presentes (023)",65,10,,,32,,23
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,,,,,,2
"Ocupantes presentes (026)",4,,,,,,4
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",3791,1576,159,348,1086,52,570
"Ocupantes presentes (029)",16222,6971,644,1518,4875,191,2023
"Casa independiente",,,,,,,
"Viviendas particulares (031)",3711,1522,151,348,1082,52,556
"Ocupantes presentes (032)",15942,6800,606,1518,4855,191,1972
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",25,20,3,,,,2
"Ocupantes presentes (038)",87,69,9,,,,9
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",42,33,4,,,,5
"Ocupantes presentes (041)",131,92,18,,,,21
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",5,,1,,1,,3
"Ocupantes presentes (047)",21,,11,,6,,4
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",7,1,,,3,,3
"Ocupantes presentes (050)",38,10,,,14,,14
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,,,,,,1
"Ocupantes presentes (053)",3,,,,,,3
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",6659,97,18,712,3575,71,2186
"Ocupantes presentes (056)",30575,438,88,3342,17198,289,9220
"Casa independiente",,,,,,,
"Viviendas particulares (058)",5316,95,18,637,2773,53,1740
"Ocupantes presentes (059)",24669,430,88,3037,13373,224,7517
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1333,2,,75,796,18,442
"Ocupantes presentes (071)",5878,8,,305,3807,65,1693
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",9,,,,6,,3
"Ocupantes presentes (077)",27,,,,18,,9
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,,1
"Ocupantes presentes (080)",1,,,,,,1
