"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia ANTABAMBA (000)",4135,24,323,62,74,243,877,220,110,1984,8,109,101
"Agric., ganadería, caza y silvicultura (001)",2535,,1,1,,,877,,2,1654,,,
"Explotación de minas y canteras (003)",238,,9,5,6,2,,150,7,59,,,
"Industrias manufactureras (004)",60,,,,,,,57,1,2,,,
"Suministro de electricidad, gas y agua (005)",2,,,,1,,,,,1,,,
"Construcción (006)",169,,1,7,2,,,3,74,82,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",243,,,,,214,,6,,23,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",1,,,,,,,1,,,,,
"Comercio al por mayor (009)",11,,,,,11,,,,,,,
"Comercio al por menor (010)",231,,,,,203,,5,,23,,,
"Hoteles y restaurantes (011)",40,,,2,,21,,,,17,,,
"Trans., almac. y comunicaciones (012)",25,,,,2,,,,18,5,,,
"Intermediación financiera (013)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",17,,9,4,2,1,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",237,22,11,18,55,2,,4,7,110,8,,
"Enseñanza (016)",264,2,257,,1,,,,,4,,,
"Servicios sociales y de salud (017)",52,,31,16,3,,,,1,1,,,
"Otras activ. serv.comun.soc y personales (018)",17,,2,9,,3,,,,3,,,
"Hogares privados con servicio doméstico (019)",22,,,,,,,,,22,,,
"Actividad economica no especificada (021)",112,,2,,1,,,,,,,109,
"Desocupado (022)",101,,,,,,,,,,,,101
"Hombres (023)",2711,21,189,47,52,78,687,190,103,1205,8,43,88
"Agric., ganadería, caza y silvicultura (024)",1653,,1,,,,687,,2,963,,,
"Explotación de minas y canteras (026)",231,,8,5,5,2,,148,7,56,,,
"Industrias manufactureras (027)",33,,,,,,,30,1,2,,,
"Suministro de electricidad, gas y agua (028)",1,,,,,,,,,1,,,
"Construcción (029)",155,,1,7,2,,,2,68,75,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",85,,,,,64,,6,,15,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",1,,,,,,,1,,,,,
"Comercio al por mayor (032)",6,,,,,6,,,,,,,
"Comercio al por menor (033)",78,,,,,58,,5,,15,,,
"Hoteles y restaurantes (034)",14,,,2,,7,,,,5,,,
"Trans., almac. y comunicaciones (035)",24,,,,2,,,,18,4,,,
"Activid.inmobil., empres. y alquileres (037)",13,,6,4,1,1,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",180,20,10,14,39,2,,4,6,77,8,,
"Enseñanza (039)",155,1,150,,1,,,,,3,,,
"Servicios sociales y de salud (040)",22,,10,9,2,,,,1,,,,
"Otras activ. serv.comun.soc y personales (041)",10,,1,6,,2,,,,1,,,
"Hogares privados con servicio doméstico (042)",2,,,,,,,,,2,,,
"Actividad economica no especificada (044)",45,,2,,,,,,,,,43,
"Desocupado (045)",88,,,,,,,,,,,,88
"Mujeres (046)",1424,3,134,15,22,165,190,30,7,779,,66,13
"Agric., ganadería, caza y silvicultura (047)",882,,,1,,,190,,,691,,,
"Explotación de minas y canteras (049)",7,,1,,1,,,2,,3,,,
"Industrias manufactureras (050)",27,,,,,,,27,,,,,
"Suministro de electricidad, gas y agua (051)",1,,,,1,,,,,,,,
"Construcción (052)",14,,,,,,,1,6,7,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",158,,,,,150,,,,8,,,
"Comercio al por mayor (055)",5,,,,,5,,,,,,,
"Comercio al por menor (056)",153,,,,,145,,,,8,,,
"Hoteles y restaurantes (057)",26,,,,,14,,,,12,,,
"Trans., almac. y comunicaciones (058)",1,,,,,,,,,1,,,
"Intermediación financiera (059)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",4,,3,,1,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",57,2,1,4,16,,,,1,33,,,
"Enseñanza (062)",109,1,107,,,,,,,1,,,
"Servicios sociales y de salud (063)",30,,21,7,1,,,,,1,,,
"Otras activ. serv.comun.soc y personales (064)",7,,1,3,,1,,,,2,,,
"Hogares privados con servicio doméstico (065)",20,,,,,,,,,20,,,
"Actividad economica no especificada (067)",67,,,,1,,,,,,,66,
"Desocupado (068)",13,,,,,,,,,,,,13
,,,,,,,,,,,,,
"URBANA (069)",2672,23,290,56,67,207,357,132,96,1274,8,83,79
"Agric., ganadería, caza y silvicultura (070)",1395,,,1,,,357,,2,1035,,,
"Explotación de minas y canteras (072)",120,,6,2,4,1,,83,4,20,,,
"Industrias manufactureras (073)",38,,,,,,,37,,1,,,
"Suministro de electricidad, gas y agua (074)",2,,,,1,,,,,1,,,
"Construcción (075)",143,,1,7,1,,,2,67,65,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",206,,,,,184,,6,,16,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",1,,,,,,,1,,,,,
"Comercio al por mayor (078)",8,,,,,8,,,,,,,
"Comercio al por menor (079)",197,,,,,176,,5,,16,,,
"Hoteles y restaurantes (080)",31,,,2,,16,,,,13,,,
"Trans., almac. y comunicaciones (081)",24,,,,2,,,,17,5,,,
"Intermediación financiera (082)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",16,,8,4,2,1,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",208,21,11,16,51,2,,4,5,90,8,,
"Enseñanza (085)",237,2,230,,1,,,,,4,,,
"Servicios sociales y de salud (086)",50,,30,15,3,,,,1,1,,,
"Otras activ. serv.comun.soc y personales (087)",17,,2,9,,3,,,,3,,,
"Hogares privados con servicio doméstico (088)",19,,,,,,,,,19,,,
"Actividad economica no especificada (090)",86,,2,,1,,,,,,,83,
"Desocupado (091)",79,,,,,,,,,,,,79
"Hombres (092)",1683,20,167,41,45,63,277,116,89,760,8,30,67
"Agric., ganadería, caza y silvicultura (093)",877,,,,,,277,,2,598,,,
"Explotación de minas y canteras (095)",114,,6,2,3,1,,81,4,17,,,
"Industrias manufactureras (096)",25,,,,,,,24,,1,,,
"Suministro de electricidad, gas y agua (097)",1,,,,,,,,,1,,,
"Construcción (098)",130,,1,7,1,,,1,61,59,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",69,,,,,53,,6,,10,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",1,,,,,,,1,,,,,
"Comercio al por mayor (101)",4,,,,,4,,,,,,,
"Comercio al por menor (102)",64,,,,,49,,5,,10,,,
"Hoteles y restaurantes (103)",10,,,2,,4,,,,4,,,
"Trans., almac. y comunicaciones (104)",23,,,,2,,,,17,4,,,
"Activid.inmobil., empres. y alquileres (106)",12,,5,4,1,1,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",153,19,10,12,35,2,,4,4,59,8,,
"Enseñanza (108)",137,1,132,,1,,,,,3,,,
"Servicios sociales y de salud (109)",21,,10,8,2,,,,1,,,,
"Otras activ. serv.comun.soc y personales (110)",10,,1,6,,2,,,,1,,,
"Hogares privados con servicio doméstico (111)",2,,,,,,,,,2,,,
"Actividad economica no especificada (113)",32,,2,,,,,,,,,30,
"Desocupado (114)",67,,,,,,,,,,,,67
"Mujeres (115)",989,3,123,15,22,144,80,16,7,514,,53,12
"Agric., ganadería, caza y silvicultura (116)",518,,,1,,,80,,,437,,,
"Explotación de minas y canteras (118)",6,,,,1,,,2,,3,,,
"Industrias manufactureras (119)",13,,,,,,,13,,,,,
"Suministro de electricidad, gas y agua (120)",1,,,,1,,,,,,,,
"Construcción (121)",13,,,,,,,1,6,6,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",137,,,,,131,,,,6,,,
"Comercio al por mayor (124)",4,,,,,4,,,,,,,
"Comercio al por menor (125)",133,,,,,127,,,,6,,,
"Hoteles y restaurantes (126)",21,,,,,12,,,,9,,,
"Trans., almac. y comunicaciones (127)",1,,,,,,,,,1,,,
"Intermediación financiera (128)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",4,,3,,1,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",55,2,1,4,16,,,,1,31,,,
"Enseñanza (131)",100,1,98,,,,,,,1,,,
"Servicios sociales y de salud (132)",29,,20,7,1,,,,,1,,,
"Otras activ. serv.comun.soc y personales (133)",7,,1,3,,1,,,,2,,,
"Hogares privados con servicio doméstico (134)",17,,,,,,,,,17,,,
"Actividad economica no especificada (136)",54,,,,1,,,,,,,53,
"Desocupado (137)",12,,,,,,,,,,,,12
,,,,,,,,,,,,,
"RURAL (138)",1463,1,33,6,7,36,520,88,14,710,,26,22
"Agric., ganadería, caza y silvicultura (139)",1140,,1,,,,520,,,619,,,
"Explotación de minas y canteras (141)",118,,3,3,2,1,,67,3,39,,,
"Industrias manufactureras (142)",22,,,,,,,20,1,1,,,
"Construcción (144)",26,,,,1,,,1,7,17,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",37,,,,,30,,,,7,,,
"Comercio al por mayor (147)",3,,,,,3,,,,,,,
"Comercio al por menor (148)",34,,,,,27,,,,7,,,
"Hoteles y restaurantes (149)",9,,,,,5,,,,4,,,
"Trans., almac. y comunicaciones (150)",1,,,,,,,,1,,,,
"Activid.inmobil., empres. y alquileres (152)",1,,1,,,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",29,1,,2,4,,,,2,20,,,
"Enseñanza (154)",27,,27,,,,,,,,,,
"Servicios sociales y de salud (155)",2,,1,1,,,,,,,,,
"Hogares privados con servicio doméstico (157)",3,,,,,,,,,3,,,
"Actividad economica no especificada (159)",26,,,,,,,,,,,26,
"Desocupado (160)",22,,,,,,,,,,,,22
"Hombres (161)",1028,1,22,6,7,15,410,74,14,445,,13,21
"Agric., ganadería, caza y silvicultura (162)",776,,1,,,,410,,,365,,,
"Explotación de minas y canteras (164)",117,,2,3,2,1,,67,3,39,,,
"Industrias manufactureras (165)",8,,,,,,,6,1,1,,,
"Construcción (167)",25,,,,1,,,1,7,16,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (168)",16,,,,,11,,,,5,,,
"Comercio al por mayor (170)",2,,,,,2,,,,,,,
