"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia OTUZCO (000)",76681,19746,21731,16044,12377,6783
"Hombres (001)",38664,10105,11049,8076,6163,3271
"Mujeres (002)",38017,9641,10682,7968,6214,3512
"PEA (003)",29433,1093,10249,9053,6538,2500
"Hombres (004)",23463,742,8127,7192,5290,2112
"Mujeres (005)",5970,351,2122,1861,1248,388
"Ocupada (006)",28553,1038,9824,8819,6415,2457
"Hombres (007)",22763,703,7810,6990,5185,2075
"Mujeres (008)",5790,335,2014,1829,1230,382
"Desocupada (009)",880,55,425,234,123,43
"Hombres (010)",700,39,317,202,105,37
"Mujeres (011)",180,16,108,32,18,6
"No PEA (012)",47248,18653,11482,6991,5839,4283
"Hombres (013)",15201,9363,2922,884,873,1159
"Mujeres (014)",32047,9290,8560,6107,4966,3124
,,,,,,
"URBANA (018)",18872,4273,5097,4234,3370,1898
"Hombres (019)",9189,2170,2507,2025,1617,870
"Mujeres (020)",9683,2103,2590,2209,1753,1028
"PEA (021)",7795,183,2257,2747,1976,632
"Hombres (022)",5183,104,1505,1750,1357,467
"Mujeres (023)",2612,79,752,997,619,165
"Ocupada (024)",7419,176,2058,2652,1924,609
"Hombres (025)",4900,97,1364,1675,1316,448
"Mujeres (026)",2519,79,694,977,608,161
"Desocupada (027)",376,7,199,95,52,23
"Hombres (028)",283,7,141,75,41,19
"Mujeres (029)",93,,58,20,11,4
"No PEA (030)",11077,4090,2840,1487,1394,1266
"Hombres (031)",4006,2066,1002,275,260,403
"Mujeres (032)",7071,2024,1838,1212,1134,863
,,,,,,
"RURAL (036)",57809,15473,16634,11810,9007,4885
"Hombres (037)",29475,7935,8542,6051,4546,2401
"Mujeres (038)",28334,7538,8092,5759,4461,2484
"PEA (039)",21638,910,7992,6306,4562,1868
"Hombres (040)",18280,638,6622,5442,3933,1645
"Mujeres (041)",3358,272,1370,864,629,223
"Ocupada (042)",21134,862,7766,6167,4491,1848
"Hombres (043)",17863,606,6446,5315,3869,1627
"Mujeres (044)",3271,256,1320,852,622,221
"Desocupada (045)",504,48,226,139,71,20
"Hombres (046)",417,32,176,127,64,18
"Mujeres (047)",87,16,50,12,7,2
"No PEA (048)",36171,14563,8642,5504,4445,3017
"Hombres (049)",11195,7297,1920,609,613,756
"Mujeres (050)",24976,7266,6722,4895,3832,2261
