"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TALARA (000)",113707,2826,1950,36298,41548,7154,11571,4841,7519
"Hombres (001)",56992,1086,990,16748,22362,3621,5554,2611,4020
"Mujeres (002)",56715,1740,960,19550,19186,3533,6017,2230,3499
"PEA (003)",46279,699,33,8611,18270,3787,7302,2435,5142
"Hombres (004)",33756,471,19,6261,14543,2699,4744,1653,3366
"Mujeres (005)",12523,228,14,2350,3727,1088,2558,782,1776
"Ocupada (006)",42659,632,31,7953,16660,3492,6791,2256,4844
"Hombres (007)",31064,420,17,5761,13271,2494,4408,1534,3159
"Mujeres (008)",11595,212,14,2192,3389,998,2383,722,1685
"Desocupada (009)",3620,67,2,658,1610,295,511,179,298
"Hombres (010)",2692,51,2,500,1272,205,336,119,207
"Mujeres (011)",928,16,,158,338,90,175,60,91
"No PEA (012)",67428,2127,1917,27687,23278,3367,4269,2406,2377
"Hombres (013)",23236,615,971,10487,7819,922,810,958,654
"Mujeres (014)",44192,1512,946,17200,15459,2445,3459,1448,1723
,,,,,,,,,
"URBANA (018)",111492,2731,1921,35157,41005,7085,11477,4791,7325
"Hombres (019)",55758,1045,973,16154,21991,3585,5515,2584,3911
"Mujeres (020)",55734,1686,948,19003,19014,3500,5962,2207,3414
"PEA (021)",45219,677,33,8178,17936,3742,7239,2403,5011
"Hombres (022)",32871,450,19,5881,14236,2669,4707,1633,3276
"Mujeres (023)",12348,227,14,2297,3700,1073,2532,770,1735
"Ocupada (024)",41644,612,31,7548,16338,3447,6730,2224,4714
"Hombres (025)",30218,401,17,5405,12975,2464,4372,1514,3070
"Mujeres (026)",11426,211,14,2143,3363,983,2358,710,1644
"Desocupada (027)",3575,65,2,630,1598,295,509,179,297
"Hombres (028)",2653,49,2,476,1261,205,335,119,206
"Mujeres (029)",922,16,,154,337,90,174,60,91
"No PEA (030)",66273,2054,1888,26979,23069,3343,4238,2388,2314
"Hombres (031)",22887,595,954,10273,7755,916,808,951,635
"Mujeres (032)",43386,1459,934,16706,15314,2427,3430,1437,1679
,,,,,,,,,
"RURAL (036)",2215,95,29,1141,543,69,94,50,194
"Hombres (037)",1234,41,17,594,371,36,39,27,109
"Mujeres (038)",981,54,12,547,172,33,55,23,85
"PEA (039)",1060,22,,433,334,45,63,32,131
"Hombres (040)",885,21,,380,307,30,37,20,90
"Mujeres (041)",175,1,,53,27,15,26,12,41
"Ocupada (042)",1015,20,,405,322,45,61,32,130
"Hombres (043)",846,19,,356,296,30,36,20,89
"Mujeres (044)",169,1,,49,26,15,25,12,41
"Desocupada (045)",45,2,,28,12,,2,,1
"Hombres (046)",39,2,,24,11,,1,,1
"Mujeres (047)",6,,,4,1,,1,,
"No PEA (048)",1155,73,29,708,209,24,31,18,63
"Hombres (049)",349,20,17,214,64,6,2,7,19
"Mujeres (050)",806,53,12,494,145,18,29,11,44
