"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia AMBO (000)",48297,13591,13363,9605,7825,3913
"Hombres (001)",24132,6896,6670,4725,3892,1949
"Mujeres (002)",24165,6695,6693,4880,3933,1964
"PEA (003)",16833,387,5495,5437,4142,1372
"Hombres (004)",13680,273,4350,4398,3443,1216
"Mujeres (005)",3153,114,1145,1039,699,156
"Ocupada (006)",15878,346,5022,5175,3995,1340
"Hombres (007)",12941,251,4020,4178,3307,1185
"Mujeres (008)",2937,95,1002,997,688,155
"Desocupada (009)",955,41,473,262,147,32
"Hombres (010)",739,22,330,220,136,31
"Mujeres (011)",216,19,143,42,11,1
"No PEA (012)",31464,13204,7868,4168,3683,2541
"Hombres (013)",10452,6623,2320,327,449,733
"Mujeres (014)",21012,6581,5548,3841,3234,1808
,,,,,,
"URBANA (018)",16365,4082,4673,3394,2831,1385
"Hombres (019)",8035,2085,2265,1623,1398,664
"Mujeres (020)",8330,1997,2408,1771,1433,721
"PEA (021)",5591,65,1640,2025,1520,341
"Hombres (022)",4076,44,1164,1443,1145,280
"Mujeres (023)",1515,21,476,582,375,61
"Ocupada (024)",5083,53,1396,1868,1441,325
"Hombres (025)",3683,36,989,1319,1074,265
"Mujeres (026)",1400,17,407,549,367,60
"Desocupada (027)",508,12,244,157,79,16
"Hombres (028)",393,8,175,124,71,15
"Mujeres (029)",115,4,69,33,8,1
"No PEA (030)",10774,4017,3033,1369,1311,1044
"Hombres (031)",3959,2041,1101,180,253,384
"Mujeres (032)",6815,1976,1932,1189,1058,660
,,,,,,
"RURAL (036)",31932,9509,8690,6211,4994,2528
"Hombres (037)",16097,4811,4405,3102,2494,1285
"Mujeres (038)",15835,4698,4285,3109,2500,1243
"PEA (039)",11242,322,3855,3412,2622,1031
"Hombres (040)",9604,229,3186,2955,2298,936
"Mujeres (041)",1638,93,669,457,324,95
"Ocupada (042)",10795,293,3626,3307,2554,1015
"Hombres (043)",9258,215,3031,2859,2233,920
"Mujeres (044)",1537,78,595,448,321,95
"Desocupada (045)",447,29,229,105,68,16
"Hombres (046)",346,14,155,96,65,16
"Mujeres (047)",101,15,74,9,3,
"No PEA (048)",20690,9187,4835,2799,2372,1497
"Hombres (049)",6493,4582,1219,147,196,349
"Mujeres (050)",14197,4605,3616,2652,2176,1148
