"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia ACOBAMBA",,,,,,
"Viviendas particulares (001)",14895,14770,110,12,3,
"Ocupantes presentes (002)",63458,62297,947,162,52,
"Casa independiente",,,,,,
"Viviendas particulares (004)",14493,14380,100,10,3,
"Ocupantes presentes (005)",61918,60844,887,135,52,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",171,161,9,1,,
"Ocupantes presentes (011)",628,560,54,14,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",47,45,1,1,,
"Ocupantes presentes (014)",163,144,6,13,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",171,171,,,,
"Ocupantes presentes (017)",706,706,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",5,5,,,,
"Ocupantes presentes (020)",19,19,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",6,6,,,,
"Ocupantes presentes (023)",20,20,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",2,2,,,,
"Ocupantes presentes (026)",4,4,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",4686,4579,93,11,3,
"Ocupantes presentes (029)",19014,18002,809,151,52,
"Casa independiente",,,,,,
"Viviendas particulares (031)",4461,4366,83,9,3,
"Ocupantes presentes (032)",18202,17277,749,124,52,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",171,161,9,1,,
"Ocupantes presentes (038)",628,560,54,14,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",47,45,1,1,,
"Ocupantes presentes (041)",163,144,6,13,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",5,5,,,,
"Ocupantes presentes (047)",19,19,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",2,2,,,,
"Ocupantes presentes (050)",2,2,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",10209,10191,17,1,,
"Ocupantes presentes (056)",44444,44295,138,11,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",10032,10014,17,1,,
"Ocupantes presentes (059)",43716,43567,138,11,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",171,171,,,,
"Ocupantes presentes (071)",706,706,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",4,4,,,,
"Ocupantes presentes (077)",18,18,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",2,2,,,,
"Ocupantes presentes (080)",4,4,,,,
