"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MANU (000)",20290,3245,1174,307,15604
"Menos de 1 año (001)",483,192,29,4,258
"De 1 a 14 años (002)",5653,1891,310,37,3423
"De 15 a 29 años (003)",7146,666,311,116,6061
"De 30 a 44 años (004)",4729,296,379,103,3970
"De 45 a 64 años (005)",1957,165,138,42,1617
"De 65 y mas años (006)",322,35,7,5,275
"Hombres (008)",11620,1571,639,211,9228
"Menos de 1 año (009)",234,86,20,2,126
"De 1 a 14 años (010)",2889,971,146,20,1757
"De 15 a 29 años (011)",4019,262,161,80,3524
"De 30 a 44 años (012)",2938,134,209,75,2532
"De 45 a 64 años (013)",1334,99,98,29,1112
"De 65 y mas años (014)",206,19,5,5,177
"Mujeres (016)",8670,1674,535,96,6376
"Menos de 1 año (017)",249,106,9,2,132
"De 1 a 14 años (018)",2764,920,164,17,1666
"De 15 a 29 años (019)",3127,404,150,36,2537
"De 30 a 44 años (020)",1791,162,170,28,1438
"De 45 a 64 años (021)",623,66,40,13,505
"De 65 y mas años (022)",116,16,2,,98
,,,,,
"URBANA (024)",7261,1139,648,126,5357
"Menos de 1 año (025)",185,76,18,2,89
"De 1 a 14 años (026)",2391,677,215,17,1482
"De 15 a 29 años (027)",2160,218,132,47,1767
"De 30 a 44 años (028)",1725,96,206,40,1387
"De 45 a 64 años (029)",695,60,74,16,546
"De 65 y mas años (030)",105,12,3,4,86
"Hombres (032)",3722,539,322,84,2783
"Menos de 1 año (033)",89,32,13,1,43
"De 1 a 14 años (034)",1215,351,95,10,759
"De 15 a 29 años (035)",1016,76,60,29,855
"De 30 a 44 años (036)",901,39,101,28,734
"De 45 a 64 años (037)",435,34,52,12,338
"De 65 y mas años (038)",66,7,1,4,54
"Mujeres (040)",3539,600,326,42,2574
"Menos de 1 año (041)",96,44,5,1,46
"De 1 a 14 años (042)",1176,326,120,7,723
"De 15 a 29 años (043)",1144,142,72,18,912
"De 30 a 44 años (044)",824,57,105,12,653
"De 45 a 64 años (045)",260,26,22,4,208
"De 65 y mas años (046)",39,5,2,,32
,,,,,
"RURAL (048)",13029,2106,526,181,10247
"Menos de 1 año (049)",298,116,11,2,169
"De 1 a 14 años (050)",3262,1214,95,20,1941
"De 15 a 29 años (051)",4986,448,179,69,4294
"De 30 a 44 años (052)",3004,200,173,63,2583
"De 45 a 64 años (053)",1262,105,64,26,1071
"De 65 y mas años (054)",217,23,4,1,189
"Hombres (056)",7898,1032,317,127,6445
"Menos de 1 año (057)",145,54,7,1,83
"De 1 a 14 años (058)",1674,620,51,10,998
"De 15 a 29 años (059)",3003,186,101,51,2669
"De 30 a 44 años (060)",2037,95,108,47,1798
"De 45 a 64 años (061)",899,65,46,17,774
"De 65 y mas años (062)",140,12,4,1,123
"Mujeres (064)",5131,1074,209,54,3802
"Menos de 1 año (065)",153,62,4,1,86
"De 1 a 14 años (066)",1588,594,44,10,943
"De 15 a 29 años (067)",1983,262,78,18,1625
"De 30 a 44 años (068)",967,105,65,16,785
"De 45 a 64 años (069)",363,40,18,9,297
"De 65 y mas años (070)",77,11,,,66
