"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia REQUENA",,,,,,,,,
"Hogares (001)",12253,228,116,65,62,57,42,88,11595
"Ocupantes presentes (002)",64780,1166,603,297,269,266,216,591,61372
"Casa independiente",,,,,,,,,
"Hogares (004)",10235,210,110,63,61,54,38,86,9613
"Ocupantes presentes (005)",54479,1070,568,291,267,255,201,584,51243
"Departamento en edificio",,,,,,,,,
"Hogares (007)",5,,,,,,,,5
"Ocupantes presentes (008)",13,,,,,,,,13
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",78,4,,,1,,,,73
"Ocupantes presentes (011)",291,20,,,2,,,,269
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",6,,,,,,,,6
"Ocupantes presentes (014)",25,,,,,,,,25
"Choza o cabaña",,,,,,,,,
"Hogares (016)",1844,12,5,2,,2,4,2,1817
"Ocupantes presentes (017)",9614,63,26,6,,8,15,7,9489
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",60,2,1,,,1,,,56
"Ocupantes presentes (020)",252,13,9,,,3,,,227
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",15,,,,,,,,15
"Ocupantes presentes (023)",52,,,,,,,,52
"Otro tipo",,,,,,,,,
"Hogares (025)",10,,,,,,,,10
"Ocupantes presentes (026)",54,,,,,,,,54
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",6875,178,87,49,54,48,26,68,6365
"Ocupantes presentes (029)",36704,900,435,247,233,223,126,458,34082
"Casa independiente",,,,,,,,,
"Hogares (031)",6714,172,86,49,53,47,26,68,6213
"Ocupantes presentes (032)",36073,867,426,247,231,220,126,458,33498
"Departamento en edificio",,,,,,,,,
"Hogares (034)",5,,,,,,,,5
"Ocupantes presentes (035)",13,,,,,,,,13
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",78,4,,,1,,,,73
"Ocupantes presentes (038)",291,20,,,2,,,,269
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",6,,,,,,,,6
"Ocupantes presentes (041)",25,,,,,,,,25
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",60,2,1,,,1,,,56
"Ocupantes presentes (047)",252,13,9,,,3,,,227
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",10,,,,,,,,10
"Ocupantes presentes (050)",40,,,,,,,,40
"Otro tipo",,,,,,,,,
"Hogares (052)",2,,,,,,,,2
"Ocupantes presentes (053)",10,,,,,,,,10
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",5378,50,29,16,8,9,16,20,5230
"Ocupantes presentes (056)",28076,266,168,50,36,43,90,133,27290
"Casa independiente",,,,,,,,,
"Hogares (058)",3521,38,24,14,8,7,12,18,3400
"Ocupantes presentes (059)",18406,203,142,44,36,35,75,126,17745
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",1844,12,5,2,,2,4,2,1817
"Ocupantes presentes (071)",9614,63,26,6,,8,15,7,9489
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",5,,,,,,,,5
"Ocupantes presentes (077)",12,,,,,,,,12
"Otro tipo",,,,,,,,,
"Hogares (079)",8,,,,,,,,8
"Ocupantes presentes (080)",44,,,,,,,,44
