"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",18201,4801,1321,277,11810
"Hombres (001)",8772,2304,722,171,5580
"Mujeres (002)",9429,2497,599,106,6230
"PEA (003)",5459,295,619,129,4420
"Hombres (004)",4045,199,411,96,3342
"Mujeres (005)",1414,96,208,33,1078
"Ocupada (006)",5092,277,614,128,4077
"Hombres (007)",3727,187,409,96,3038
"Mujeres (008)",1365,90,205,32,1039
"Desocupada (009)",367,18,5,1,343
"Hombres (010)",318,12,2,,304
"Mujeres (011)",49,6,3,1,39
"No PEA (012)",12742,4506,702,148,7390
"Hombres (013)",4727,2105,311,75,2238
"Mujeres (014)",8015,2401,391,73,5152
,,,,,
"URBANA (018)",2944,423,650,112,1761
"Hombres (019)",1435,187,343,72,834
"Mujeres (020)",1509,236,307,40,927
"PEA (021)",1361,85,378,62,838
"Hombres (022)",839,54,220,44,522
"Mujeres (023)",522,31,158,18,316
"Ocupada (024)",1303,76,374,61,794
"Hombres (025)",796,47,218,44,488
"Mujeres (026)",507,29,156,17,306
"Desocupada (027)",58,9,4,1,44
"Hombres (028)",43,7,2,,34
"Mujeres (029)",15,2,2,1,10
"No PEA (030)",1583,338,272,50,923
"Hombres (031)",596,133,123,28,312
"Mujeres (032)",987,205,149,22,611
,,,,,
"RURAL (036)",15257,4378,671,165,10049
"Hombres (037)",7337,2117,379,99,4746
"Mujeres (038)",7920,2261,292,66,5303
"PEA (039)",4098,210,241,67,3582
"Hombres (040)",3206,145,191,52,2820
"Mujeres (041)",892,65,50,15,762
"Ocupada (042)",3789,201,240,67,3283
"Hombres (043)",2931,140,191,52,2550
"Mujeres (044)",858,61,49,15,733
"Desocupada (045)",309,9,1,,299
"Hombres (046)",275,5,,,270
"Mujeres (047)",34,4,1,,29
"No PEA (048)",11159,4168,430,98,6467
"Hombres (049)",4131,1972,188,47,1926
"Mujeres (050)",7028,2196,242,51,4541
