"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ASUNCION (000)",8416,2393,291,2925,2034,149,369,92,163
"Jefe o Jefa (001)",2343,913,3,678,375,65,207,26,76
"Esposa(o)/ compa¤era(o) (002)",1500,631,3,432,286,13,81,16,38
"Hijo(a)/ hijastro(a) (003)",3664,506,245,1569,1178,53,47,37,29
"Yerno/ nuera (004)",94,7,,25,50,2,5,,5
"Nieto(a) (005)",224,68,27,85,41,2,1,,
"Padres/ suegros (006)",158,134,,21,1,,2,,
"Otro(a) pariente (007)",321,114,9,91,80,7,13,6,1
"Trabajador(a) del hogar (008)",13,3,,6,4,,,,
"Pensionista (009)",15,1,,1,6,,3,,4
"Otro(a) no pariente (010)",84,16,4,17,13,7,10,7,10
"Hombres (012)",4041,829,159,1530,1056,101,243,47,76
"Jefe o Jefa (013)",1619,444,3,547,308,57,188,18,54
"Esposa(o)/ compa¤era(o) (014)",107,22,,48,21,5,6,3,2
"Hijo(a)/ hijastro(a) (015)",1905,245,138,819,614,28,27,23,11
"Yerno/ nuera (016)",51,3,,11,28,1,4,,4
"Nieto(a) (017)",112,31,12,45,23,,1,,
"Padres/ suegros (018)",36,27,,7,1,,1,,
"Otro(a) pariente (019)",159,48,3,44,46,4,11,2,1
"Trabajador(a) del hogar (020)",1,1,,,,,,,
"Pensionista (021)",8,1,,1,4,,1,,1
"Otro(a) no pariente (022)",43,7,3,8,11,6,4,1,3
"Mujeres (024)",4375,1564,132,1395,978,48,126,45,87
"Jefe o Jefa (025)",724,469,,131,67,8,19,8,22
"Esposa(o)/ compa¤era(o) (026)",1393,609,3,384,265,8,75,13,36
"Hijo(a)/ hijastro(a) (027)",1759,261,107,750,564,25,20,14,18
"Yerno/ nuera (028)",43,4,,14,22,1,1,,1
"Nieto(a) (029)",112,37,15,40,18,2,,,
"Padres/ suegros (030)",122,107,,14,,,1,,
"Otro(a) pariente (031)",162,66,6,47,34,3,2,4,
"Trabajador(a) del hogar (032)",12,2,,6,4,,,,
"Pensionista (033)",7,,,,2,,2,,3
"Otro(a) no pariente (034)",41,9,1,9,2,1,6,6,7
,,,,,,,,,
"URBANA (036)",2036,310,79,581,530,88,263,65,120
"Jefe o Jefa (037)",543,54,,112,116,40,145,17,59
"Esposa(o)/ compa¤era(o) (038)",373,40,1,88,122,12,68,13,29
"Hijo(a)/ hijastro(a) (039)",830,147,67,311,217,24,25,23,16
"Yerno/ nuera (040)",11,,,1,3,1,3,,3
"Nieto(a) (041)",44,13,5,18,8,,,,
"Padres/ suegros (042)",40,26,,12,,,2,,
"Otro(a) pariente (043)",113,20,3,29,42,4,9,5,1
"Trabajador(a) del hogar (044)",7,1,,2,4,,,,
"Pensionista (045)",12,,,1,6,,3,,2
"Otro(a) no pariente (046)",63,9,3,7,12,7,8,7,10
"Hombres (048)",1017,124,41,288,252,63,162,31,56
"Jefe o Jefa (049)",399,15,,73,89,37,130,12,43
"Esposa(o)/ compa¤era(o) (050)",35,2,,15,7,4,4,2,1
