"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",3272,28,417,33,80,237,1343,207,195,663,6,63
"Agric., ganadería, caza y silvicultura (001)",1697,,,,,,1343,,,354,,
"Explotación de minas y canteras (003)",1,,,,,,,,,1,,
"Industrias manufactureras (004)",192,,,,,,,182,8,2,,
"Suministro de electricidad, gas y agua (005)",12,,,1,,,,2,2,7,,
"Construcción (006)",281,,8,1,1,,,4,130,137,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",229,,,5,3,183,,14,3,21,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",12,,,1,,,,8,2,1,,
"Comercio al por mayor (009)",10,,,,,9,,,,1,,
"Comercio al por menor (010)",207,,,4,3,174,,6,1,19,,
"Hoteles y restaurantes (011)",53,,,,,48,,,,5,,
"Trans., almac. y comunicaciones (012)",58,,1,3,4,,,,36,14,,
"Intermediación financiera (013)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",18,,3,1,3,1,,1,3,6,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",115,16,11,5,36,3,,1,11,26,6,
"Enseñanza (016)",397,12,358,,23,,,1,,3,,
"Servicios sociales y de salud (017)",52,,29,11,4,,,1,1,6,,
"Otras activ. serv.comun.soc y personales (018)",64,,7,6,4,2,,1,1,43,,
"Hogares privados con servicio doméstico (019)",38,,,,,,,,,38,,
"Actividad economica no especificada (021)",63,,,,,,,,,,,63
"Hombres (022)",2735,27,278,19,57,89,1312,171,193,560,6,23
"Agric., ganadería, caza y silvicultura (023)",1651,,,,,,1312,,,339,,
"Explotación de minas y canteras (025)",1,,,,,,,,,1,,
"Industrias manufactureras (026)",156,,,,,,,146,8,2,,
"Suministro de electricidad, gas y agua (027)",11,,,1,,,,2,2,6,,
"Construcción (028)",279,,8,1,1,,,4,128,137,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",115,,,5,1,80,,14,3,12,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",12,,,1,,,,8,2,1,,
"Comercio al por mayor (031)",4,,,,,4,,,,,,
"Comercio al por menor (032)",99,,,4,1,76,,6,1,11,,
"Hoteles y restaurantes (033)",6,,,,,6,,,,,,
"Trans., almac. y comunicaciones (034)",55,,1,2,3,,,,36,13,,
"Activid.inmobil., empres. y alquileres (036)",17,,3,,3,1,,1,3,6,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",96,15,9,3,24,2,,1,11,25,6,
"Enseñanza (038)",271,12,240,,18,,,1,,,,
"Servicios sociales y de salud (039)",21,,11,4,3,,,1,1,1,,
"Otras activ. serv.comun.soc y personales (040)",28,,6,3,4,,,1,1,13,,
"Hogares privados con servicio doméstico (041)",5,,,,,,,,,5,,
"Actividad economica no especificada (043)",23,,,,,,,,,,,23
"Mujeres (044)",537,1,139,14,23,148,31,36,2,103,,40
"Agric., ganadería, caza y silvicultura (045)",46,,,,,,31,,,15,,
"Industrias manufactureras (048)",36,,,,,,,36,,,,
"Suministro de electricidad, gas y agua (049)",1,,,,,,,,,1,,
"Construcción (050)",2,,,,,,,,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",114,,,,2,103,,,,9,,
"Comercio al por mayor (053)",6,,,,,5,,,,1,,
"Comercio al por menor (054)",108,,,,2,98,,,,8,,
"Hoteles y restaurantes (055)",47,,,,,42,,,,5,,
"Trans., almac. y comunicaciones (056)",3,,,1,1,,,,,1,,
"Intermediación financiera (057)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",1,,,1,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",19,1,2,2,12,1,,,,1,,
"Enseñanza (060)",126,,118,,5,,,,,3,,
"Servicios sociales y de salud (061)",31,,18,7,1,,,,,5,,
"Otras activ. serv.comun.soc y personales (062)",36,,1,3,,2,,,,30,,
"Hogares privados con servicio doméstico (063)",33,,,,,,,,,33,,
"Actividad economica no especificada (065)",40,,,,,,,,,,,40
,,,,,,,,,,,,
"URBANA (066)",1232,19,288,26,63,176,202,137,89,200,6,26
"Agric., ganadería, caza y silvicultura (067)",277,,,,,,202,,,75,,
"Industrias manufactureras (070)",126,,,,,,,116,8,2,,
"Suministro de electricidad, gas y agua (071)",2,,,1,,,,1,,,,
"Construcción (072)",82,,7,,1,,,4,40,30,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",175,,,4,3,138,,13,1,16,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",8,,,,,,,7,,1,,
"Comercio al por mayor (075)",10,,,,,9,,,,1,,
"Comercio al por menor (076)",157,,,4,3,129,,6,1,14,,
"Hoteles y restaurantes (077)",37,,,,,34,,,,3,,
"Trans., almac. y comunicaciones (078)",47,,1,3,3,,,,28,12,,
"Intermediación financiera (079)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",12,,1,,2,1,,1,3,4,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",82,9,10,5,30,1,,1,7,13,6,
"Enseñanza (082)",267,10,238,,17,,,1,,1,,
"Servicios sociales y de salud (083)",42,,25,9,3,,,,1,4,,
"Otras activ. serv.comun.soc y personales (084)",33,,6,4,2,2,,,1,18,,
"Hogares privados con servicio doméstico (085)",22,,,,,,,,,22,,
"Actividad economica no especificada (087)",26,,,,,,,,,,,26
"Hombres (088)",892,18,189,16,43,64,189,123,88,148,6,8
"Agric., ganadería, caza y silvicultura (089)",261,,,,,,189,,,72,,
"Industrias manufactureras (092)",112,,,,,,,102,8,2,,
"Suministro de electricidad, gas y agua (093)",2,,,1,,,,1,,,,
"Construcción (094)",81,,7,,1,,,4,39,30,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",84,,,4,1,57,,13,1,8,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",8,,,,,,,7,,1,,
"Comercio al por mayor (097)",4,,,,,4,,,,,,
"Comercio al por menor (098)",72,,,4,1,53,,6,1,7,,
"Hoteles y restaurantes (099)",5,,,,,5,,,,,,
"Trans., almac. y comunicaciones (100)",44,,1,2,2,,,,28,11,,
"Activid.inmobil., empres. y alquileres (102)",12,,1,,2,1,,1,3,4,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",67,8,8,3,21,1,,1,7,12,6,
"Enseñanza (104)",182,10,159,,12,,,1,,,,
"Servicios sociales y de salud (105)",15,,8,3,2,,,,1,1,,
"Otras activ. serv.comun.soc y personales (106)",17,,5,3,2,,,,1,6,,
"Hogares privados con servicio doméstico (107)",2,,,,,,,,,2,,
"Actividad economica no especificada (109)",8,,,,,,,,,,,8
"Mujeres (110)",340,1,99,10,20,112,13,14,1,52,,18
"Agric., ganadería, caza y silvicultura (111)",16,,,,,,13,,,3,,
"Industrias manufactureras (114)",14,,,,,,,14,,,,
"Construcción (116)",1,,,,,,,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",91,,,,2,81,,,,8,,
"Comercio al por mayor (119)",6,,,,,5,,,,1,,
"Comercio al por menor (120)",85,,,,2,76,,,,7,,
"Hoteles y restaurantes (121)",32,,,,,29,,,,3,,
"Trans., almac. y comunicaciones (122)",3,,,1,1,,,,,1,,
"Intermediación financiera (123)",2,,,,2,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",15,1,2,2,9,,,,,1,,
"Enseñanza (126)",85,,79,,5,,,,,1,,
"Servicios sociales y de salud (127)",27,,17,6,1,,,,,3,,
"Otras activ. serv.comun.soc y personales (128)",16,,1,1,,2,,,,12,,
"Hogares privados con servicio doméstico (129)",20,,,,,,,,,20,,
"Actividad economica no especificada (131)",18,,,,,,,,,,,18
,,,,,,,,,,,,
"RURAL (132)",2040,9,129,7,17,61,1141,70,106,463,,37
"Agric., ganadería, caza y silvicultura (133)",1420,,,,,,1141,,,279,,
"Explotación de minas y canteras (135)",1,,,,,,,,,1,,
"Industrias manufactureras (136)",66,,,,,,,66,,,,
"Suministro de electricidad, gas y agua (137)",10,,,,,,,1,2,7,,
"Construcción (138)",199,,1,1,,,,,90,107,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",54,,,1,,45,,1,2,5,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",4,,,1,,,,1,2,,,
"Comercio al por menor (142)",50,,,,,45,,,,5,,
