"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUANCABAMBA (000)",33768,929,11471,10459,8232,2677
"Empleado (001)",2941,11,797,1450,660,23
"Obrero (002)",2567,46,1005,809,568,139
"Trabajador independiente (003)",18844,140,4644,6173,5738,2149
"Empleador o patrono (004)",369,,93,129,106,41
"Trabajador familiar no remunerado (005)",6071,584,3453,1106,735,193
"Trabajador del hogar (006)",522,30,265,124,80,23
"Desocupado (008)",2454,118,1214,668,345,109
"Hombres (009)",26317,650,8754,8054,6572,2287
"Empleado (010)",1673,8,443,790,414,18
"Obrero (011)",2111,37,849,670,450,105
"Trabajador independiente (012)",16173,112,3825,5333,4979,1924
"Empleador o patrono (013)",322,,82,112,91,37
"Trabajador familiar no remunerado (014)",4029,428,2630,552,314,105
"Trabajador del hogar (015)",25,1,10,5,6,3
"Desocupado (017)",1984,64,915,592,318,95
"Mujeres (018)",7451,279,2717,2405,1660,390
"Empleado (019)",1268,3,354,660,246,5
"Obrero (020)",456,9,156,139,118,34
"Trabajador independiente (021)",2671,28,819,840,759,225
"Empleador o patrono (022)",47,,11,17,15,4
"Trabajador familiar no remunerado (023)",2042,156,823,554,421,88
"Trabajador del hogar (024)",497,29,255,119,74,20
"Desocupado (026)",470,54,299,76,27,14
,,,,,,
"URBANA (027)",5728,89,1671,2239,1408,321
"Empleado (028)",1871,8,445,964,437,17
"Obrero (029)",543,14,184,187,128,30
"Trabajador independiente (030)",2353,20,603,825,686,219
"Empleador o patrono (031)",32,,9,14,7,2
"Trabajador familiar no remunerado (032)",359,32,123,104,70,30
"Trabajador del hogar (033)",244,10,143,51,31,9
"Desocupado (035)",326,5,164,94,49,14
"Hombres (036)",3551,68,1019,1320,905,239
"Empleado (037)",1010,7,238,497,253,15
"Obrero (038)",469,13,168,160,104,24
"Trabajador independiente (039)",1614,20,423,533,472,166
"Empleador o patrono (040)",20,,6,9,3,2
"Trabajador familiar no remunerado (041)",200,25,79,49,27,20
"Trabajador del hogar (042)",5,,2,1,2,
"Desocupado (044)",233,3,103,71,44,12
"Mujeres (045)",2177,21,652,919,503,82
"Empleado (046)",861,1,207,467,184,2
"Obrero (047)",74,1,16,27,24,6
"Trabajador independiente (048)",739,,180,292,214,53
"Empleador o patrono (049)",12,,3,5,4,
"Trabajador familiar no remunerado (050)",159,7,44,55,43,10
"Trabajador del hogar (051)",239,10,141,50,29,9
"Desocupado (053)",93,2,61,23,5,2
,,,,,,
"RURAL (054)",28040,840,9800,8220,6824,2356
"Empleado (055)",1070,3,352,486,223,6
"Obrero (056)",2024,32,821,622,440,109
"Trabajador independiente (057)",16491,120,4041,5348,5052,1930
"Empleador o patrono (058)",337,,84,115,99,39
"Trabajador familiar no remunerado (059)",5712,552,3330,1002,665,163
"Trabajador del hogar (060)",278,20,122,73,49,14
"Desocupado (062)",2128,113,1050,574,296,95
"Hombres (063)",22766,582,7735,6734,5667,2048
"Empleado (064)",663,1,205,293,161,3
"Obrero (065)",1642,24,681,510,346,81
"Trabajador independiente (066)",14559,92,3402,4800,4507,1758
"Empleador o patrono (067)",302,,76,103,88,35
"Trabajador familiar no remunerado (068)",3829,403,2551,503,287,85
"Trabajador del hogar (069)",20,1,8,4,4,3
"Desocupado (071)",1751,61,812,521,274,83
"Mujeres (072)",5274,258,2065,1486,1157,308
"Empleado (073)",407,2,147,193,62,3
"Obrero (074)",382,8,140,112,94,28
"Trabajador independiente (075)",1932,28,639,548,545,172
"Empleador o patrono (076)",35,,8,12,11,4
"Trabajador familiar no remunerado (077)",1883,149,779,499,378,78
"Trabajador del hogar (078)",258,19,114,69,45,11
"Desocupado (080)",377,52,238,53,22,12
