"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PARURO (000)",8177,7867,25,1000,1118,1194,2208,1564,620,138,310,33295
"De 12 a 14 años (001)",33,8,,7,1,,,,,,25,9
"De 15 a 19 años (002)",213,171,2,141,23,3,2,,,,42,204
"De 20 a 24 años (003)",694,599,3,311,199,70,13,3,,,95,992
"De 25 a 29 años (004)",801,751,2,164,257,201,120,5,2,,50,1834
"De 30 a 34 años (005)",867,843,2,64,184,233,281,73,6,,24,2865
"De 35 a 39 años (006)",908,893,2,57,97,159,360,178,34,6,15,3817
"De 40 a 44 años (007)",938,929,1,48,57,124,333,273,82,11,9,4565
"De 45 a 49 años (008)",694,690,1,28,48,61,212,215,104,21,4,3763
"De 50 y más años (009)",3029,2983,12,180,252,343,887,817,392,100,46,15246
"PEA (010)",2042,1941,7,309,284,299,513,351,139,39,101,7884
"De 12 a 14 años (011)",2,2,,2,,,,,,,,2
"De 15 a 19 años (012)",44,35,,28,7,,,,,,9,42
"De 20 a 24 años (013)",171,144,1,89,33,16,3,2,,,27,227
"De 25 a 29 años (014)",213,182,1,54,55,46,26,,,,31,412
"De 30 a 34 años (015)",242,229,,32,57,59,61,17,3,,13,721
"De 35 a 39 años (016)",248,242,1,24,36,45,82,40,12,2,6,973
"De 40 a 44 años (017)",263,261,1,21,27,34,89,64,19,6,2,1215
"De 45 a 49 años (018)",185,182,,15,14,16,54,49,27,7,3,961
"De 50 y más años (019)",674,664,3,44,55,83,198,179,78,24,10,3331
"Ocupada (020)",2018,1920,7,307,279,293,507,351,137,39,98,7811
"De 12 a 14 años (021)",2,2,,2,,,,,,,,2
"De 15 a 19 años (022)",43,34,,27,7,,,,,,9,41
