"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia TAYACAJA",,,,,,,
"Viviendas particulares (001)",25505,1951,402,1166,7157,635,14194
"Ocupantes presentes (002)",104406,8557,1858,5084,31361,2475,55071
"Casa independiente",,,,,,,
"Viviendas particulares (004)",24186,1833,347,1162,7088,624,13132
"Ocupantes presentes (005)",98964,7983,1583,5074,31056,2415,50853
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",3,3,,,,,
"Ocupantes presentes (008)",12,12,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",73,67,5,,,,1
"Ocupantes presentes (011)",330,298,26,,,,6
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",117,44,47,,,,26
"Ocupantes presentes (014)",618,260,246,,,,112
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1097,,,2,66,10,1019
"Ocupantes presentes (017)",4415,,,6,295,57,4057
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",10,,,,1,1,8
"Ocupantes presentes (020)",33,,,,6,3,24
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",17,4,3,2,2,,6
"Ocupantes presentes (023)",30,4,3,4,4,,15
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,,,,,,2
"Ocupantes presentes (026)",4,,,,,,4
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",6179,1773,352,316,1364,445,1929
"Ocupantes presentes (029)",25197,7849,1678,1316,5575,1719,7060
"Casa independiente",,,,,,,
"Viviendas particulares (031)",5967,1657,297,316,1362,444,1891
"Ocupantes presentes (032)",24195,7277,1403,1316,5568,1716,6915
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",3,3,,,,,
"Ocupantes presentes (035)",12,12,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",73,67,5,,,,1
"Ocupantes presentes (038)",330,298,26,,,,6
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",117,44,47,,,,26
"Ocupantes presentes (041)",618,260,246,,,,112
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",10,,,,1,1,8
"Ocupantes presentes (047)",33,,,,6,3,24
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",9,2,3,,1,,3
"Ocupantes presentes (050)",9,2,3,,1,,3
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",19326,178,50,850,5793,190,12265
"Ocupantes presentes (056)",79209,708,180,3768,25786,756,48011
"Casa independiente",,,,,,,
"Viviendas particulares (058)",18219,176,50,846,5726,180,11241
"Ocupantes presentes (059)",74769,706,180,3758,25488,699,43938
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1097,,,2,66,10,1019
"Ocupantes presentes (071)",4415,,,6,295,57,4057
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",8,2,,2,1,,3
"Ocupantes presentes (077)",21,2,,4,3,,12
"Otro tipo",,,,,,,
"Viviendas particulares (079)",2,,,,,,2
"Ocupantes presentes (080)",4,,,,,,4
