"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia AMBO (000)",16833,387,5495,5437,4142,1372
"Empleado (001)",1183,6,366,477,318,16
"Obrero (002)",2276,52,910,732,489,93
"Trabajador independiente (003)",9273,9,2030,3337,2784,1113
"Empleador o patrono (004)",265,,41,112,78,34
"Trabajador familiar no remunerado (005)",2698,276,1583,469,292,78
"Trabajador del hogar (006)",183,3,92,48,34,6
"Desocupado (008)",955,41,473,262,147,32
"Hombres (009)",13680,273,4350,4398,3443,1216
"Empleado (010)",709,3,186,282,225,13
"Obrero (011)",2095,44,832,684,446,89
"Trabajador independiente (012)",8072,6,1739,2879,2440,1008
"Empleador o patrono (013)",234,,39,98,69,28
"Trabajador familiar no remunerado (014)",1807,198,1216,226,121,46
"Trabajador del hogar (015)",24,,8,9,6,1
"Desocupado (017)",739,22,330,220,136,31
"Mujeres (018)",3153,114,1145,1039,699,156
"Empleado (019)",474,3,180,195,93,3
"Obrero (020)",181,8,78,48,43,4
"Trabajador independiente (021)",1201,3,291,458,344,105
"Empleador o patrono (022)",31,,2,14,9,6
"Trabajador familiar no remunerado (023)",891,78,367,243,171,32
"Trabajador del hogar (024)",159,3,84,39,28,5
"Desocupado (026)",216,19,143,42,11,1
,,,,,,
"URBANA (027)",5591,65,1640,2025,1520,341
"Empleado (028)",928,6,271,387,253,11
"Obrero (029)",800,14,277,272,203,34
"Trabajador independiente (030)",2689,9,572,1025,837,246
"Empleador o patrono (031)",95,,10,44,31,10
"Trabajador familiar no remunerado (032)",477,22,226,112,96,21
"Trabajador del hogar (033)",94,2,40,28,21,3
"Desocupado (035)",508,12,244,157,79,16
"Hombres (036)",4076,44,1164,1443,1145,280
"Empleado (037)",556,3,136,229,178,10
"Obrero (038)",746,13,259,256,187,31
"Trabajador independiente (039)",2004,6,418,742,638,200
"Empleador o patrono (040)",77,,8,35,25,9
"Trabajador familiar no remunerado (041)",288,14,163,54,42,15
"Trabajador del hogar (042)",12,,5,3,4,
"Desocupado (044)",393,8,175,124,71,15
"Mujeres (045)",1515,21,476,582,375,61
"Empleado (046)",372,3,135,158,75,1
"Obrero (047)",54,1,18,16,16,3
"Trabajador independiente (048)",685,3,154,283,199,46
"Empleador o patrono (049)",18,,2,9,6,1
"Trabajador familiar no remunerado (050)",189,8,63,58,54,6
"Trabajador del hogar (051)",82,2,35,25,17,3
"Desocupado (053)",115,4,69,33,8,1
,,,,,,
"RURAL (054)",11242,322,3855,3412,2622,1031
"Empleado (055)",255,,95,90,65,5
"Obrero (056)",1476,38,633,460,286,59
"Trabajador independiente (057)",6584,,1458,2312,1947,867
"Empleador o patrono (058)",170,,31,68,47,24
"Trabajador familiar no remunerado (059)",2221,254,1357,357,196,57
"Trabajador del hogar (060)",89,1,52,20,13,3
"Desocupado (062)",447,29,229,105,68,16
"Hombres (063)",9604,229,3186,2955,2298,936
"Empleado (064)",153,,50,53,47,3
"Obrero (065)",1349,31,573,428,259,58
"Trabajador independiente (066)",6068,,1321,2137,1802,808
"Empleador o patrono (067)",157,,31,63,44,19
"Trabajador familiar no remunerado (068)",1519,184,1053,172,79,31
"Trabajador del hogar (069)",12,,3,6,2,1
"Desocupado (071)",346,14,155,96,65,16
"Mujeres (072)",1638,93,669,457,324,95
"Empleado (073)",102,,45,37,18,2
"Obrero (074)",127,7,60,32,27,1
"Trabajador independiente (075)",516,,137,175,145,59
"Empleador o patrono (076)",13,,,5,3,5
"Trabajador familiar no remunerado (077)",702,70,304,185,117,26
"Trabajador del hogar (078)",77,1,49,14,11,2
"Desocupado (080)",101,15,74,9,3,
