"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia HUARAZ (000)",63717,54199,9518
"De 3 a 5 años (001)",8351,845,7506
"De 6 a 11 años (002)",17938,16452,1486
"De 12 a 16 años (003)",15082,14939,143
"De 17 a 24 años (004)",22346,21963,383
"Hombres (005)",31878,27212,4666
"De 3 a 5 años (006)",4185,430,3755
"De 6 a 11 años (007)",9115,8344,771
"De 12 a 16 años (008)",7600,7554,46
"De 17 a 24 años (009)",10978,10884,94
"Mujeres (010)",31839,26987,4852
"De 3 a 5 años (011)",4166,415,3751
"De 6 a 11 años (012)",8823,8108,715
"De 12 a 16 años (013)",7482,7385,97
"De 17 a 24 años (014)",11368,11079,289
,,,
"URBANA (015)",46228,40087,6141
"De 3 a 5 años (016)",5891,672,5219
"De 6 a 11 años (017)",12399,11657,742
"De 12 a 16 años (018)",10681,10626,55
"De 17 a 24 años (019)",17257,17132,125
"Hombres (020)",23030,19950,3080
"De 3 a 5 años (021)",2985,348,2637
"De 6 a 11 años (022)",6330,5936,394
"De 12 a 16 años (023)",5311,5292,19
"De 17 a 24 años (024)",8404,8374,30
"Mujeres (025)",23198,20137,3061
"De 3 a 5 años (026)",2906,324,2582
"De 6 a 11 años (027)",6069,5721,348
"De 12 a 16 años (028)",5370,5334,36
"De 17 a 24 años (029)",8853,8758,95
,,,
"RURAL (030)",17489,14112,3377
"De 3 a 5 años (031)",2460,173,2287
"De 6 a 11 años (032)",5539,4795,744
"De 12 a 16 años (033)",4401,4313,88
"De 17 a 24 años (034)",5089,4831,258
"Hombres (035)",8848,7262,1586
"De 3 a 5 años (036)",1200,82,1118
"De 6 a 11 años (037)",2785,2408,377
"De 12 a 16 años (038)",2289,2262,27
"De 17 a 24 años (039)",2574,2510,64
"Mujeres (040)",8641,6850,1791
"De 3 a 5 años (041)",1260,91,1169
"De 6 a 11 años (042)",2754,2387,367
"De 12 a 16 años (043)",2112,2051,61
"De 17 a 24 años (044)",2515,2321,194
