"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SECHURA (000)",62319,17311,6985,2036,36140
"Menos de 1 año (001)",1668,1008,203,26,434
"De 1 a 14 años (002)",20799,9579,2772,401,8079
"De 15 a 29 años (003)",18074,3587,1420,723,12389
"De 30 a 44 años (004)",11213,1907,1536,444,7369
"De 45 a 64 años (005)",7545,900,793,327,5554
"De 65 y mas años (006)",3020,330,261,115,2315
"Hombres (008)",31233,7712,3598,1323,18701
"Menos de 1 año (009)",808,489,96,15,210
"De 1 a 14 años (010)",10488,4829,1418,192,4065
"De 15 a 29 años (011)",8878,1224,658,515,6508
"De 30 a 44 años (012)",5634,607,817,308,3934
"De 45 a 64 años (013)",3896,397,458,218,2846
"De 65 y mas años (014)",1529,166,151,75,1138
"Mujeres (016)",31086,9599,3387,713,17439
"Menos de 1 año (017)",860,519,107,11,224
"De 1 a 14 años (018)",10311,4750,1354,209,4014
"De 15 a 29 años (019)",9196,2363,762,208,5881
"De 30 a 44 años (020)",5579,1300,719,136,3435
"De 45 a 64 años (021)",3649,503,335,109,2708
"De 65 y mas años (022)",1491,164,110,40,1177
,,,,,
"URBANA (024)",58497,15805,6781,1962,34099
"Menos de 1 año (025)",1560,923,197,25,418
"De 1 a 14 años (026)",19557,8787,2692,383,7727
"De 15 a 29 años (027)",16909,3234,1373,694,11651
"De 30 a 44 años (028)",10596,1755,1515,433,6935
"De 45 a 64 años (029)",7054,812,764,314,5193
"De 65 y mas años (030)",2821,294,240,113,2175
"Hombres (032)",29225,6977,3504,1279,17563
"Menos de 1 año (033)",747,440,92,15,202
"De 1 a 14 años (034)",9869,4415,1384,183,3903
"De 15 a 29 años (035)",8260,1079,637,498,6071
"De 30 a 44 años (036)",5302,546,809,300,3678
"De 45 a 64 años (037)",3628,352,442,209,2648
"De 65 y mas años (038)",1419,145,140,74,1061
"Mujeres (040)",29272,8828,3277,683,16536
"Menos de 1 año (041)",813,483,105,10,216
"De 1 a 14 años (042)",9688,4372,1308,200,3824
"De 15 a 29 años (043)",8649,2155,736,196,5580
"De 30 a 44 años (044)",5294,1209,706,133,3257
"De 45 a 64 años (045)",3426,460,322,105,2545
"De 65 y mas años (046)",1402,149,100,39,1114
,,,,,
"RURAL (048)",3822,1506,204,74,2041
"Menos de 1 año (049)",108,85,6,1,16
"De 1 a 14 años (050)",1242,792,80,18,352
"De 15 a 29 años (051)",1165,353,47,29,738
"De 30 a 44 años (052)",617,152,21,11,434
"De 45 a 64 años (053)",491,88,29,13,361
"De 65 y mas años (054)",199,36,21,2,140
"Hombres (056)",2008,735,94,44,1138
"Menos de 1 año (057)",61,49,4,,8
"De 1 a 14 años (058)",619,414,34,9,162
"De 15 a 29 años (059)",618,145,21,17,437
"De 30 a 44 años (060)",332,61,8,8,256
"De 45 a 64 años (061)",268,45,16,9,198
"De 65 y mas años (062)",110,21,11,1,77
"Mujeres (064)",1814,771,110,30,903
"Menos de 1 año (065)",47,36,2,1,8
"De 1 a 14 años (066)",623,378,46,9,190
"De 15 a 29 años (067)",547,208,26,12,301
"De 30 a 44 años (068)",285,91,13,3,178
"De 45 a 64 años (069)",223,43,13,4,163
"De 65 y mas años (070)",89,15,10,1,63
