"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia UTCUBAMBA (000)",109043,2255,38215,29440,20370,13838,4925
"Hombres (001)",56969,1165,19512,15428,10622,7468,2774
"Mujeres (002)",52074,1090,18703,14012,9748,6370,2151
"Viviendas particulares (003)",107795,2244,38188,28676,20079,13695,4913
"Hombres (004)",55817,1159,19493,14708,10360,7332,2765
"Mujeres (005)",51978,1085,18695,13968,9719,6363,2148
"Viviendas colectivas (006)",1215,10,25,758,276,135,11
"Hombres (007)",1128,6,18,715,251,130,8
"Mujeres (008)",87,4,7,43,25,5,3
"Otro tipo (009)",33,1,2,6,15,8,1
"Hombres (010)",24,,1,5,11,6,1
"Mujeres (011)",9,1,1,1,4,2,
,,,,,,,
"URBANA (012)",47064,855,14871,13153,9725,6360,2100
"Hombres (013)",24329,434,7608,6780,4907,3445,1155
"Mujeres (014)",22735,421,7263,6373,4818,2915,945
"Viviendas particulares (015)",45821,844,14844,12389,9438,6218,2088
"Hombres (016)",23182,428,7589,6060,4649,3310,1146
"Mujeres (017)",22639,416,7255,6329,4789,2908,942
"Viviendas colectivas (018)",1210,10,25,758,272,134,11
"Hombres (019)",1123,6,18,715,247,129,8
"Mujeres (020)",87,4,7,43,25,5,3
"Otro tipo (021)",33,1,2,6,15,8,1
"Hombres (022)",24,,1,5,11,6,1
"Mujeres (023)",9,1,1,1,4,2,
,,,,,,,
"RURAL (024)",61979,1400,23344,16287,10645,7478,2825
"Hombres (025)",32640,731,11904,8648,5715,4023,1619
"Mujeres (026)",29339,669,11440,7639,4930,3455,1206
"Viviendas particulares (027)",61974,1400,23344,16287,10641,7477,2825
"Hombres (028)",32635,731,11904,8648,5711,4022,1619
"Mujeres (029)",29339,669,11440,7639,4930,3455,1206
"Viviendas colectivas (030)",5,,,,4,1,
"Hombres (031)",5,,,,4,1,
