"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia AZANGARO",,,,,,,
"Viviendas particulares (001)",37761,1869,421,474,32266,1028,1703
"Ocupantes presentes (002)",135930,6215,1310,1642,116997,3418,6348
"Casa independiente",,,,,,,
"Viviendas particulares (004)",26686,1350,277,340,23307,675,737
"Ocupantes presentes (005)",95742,4554,779,1222,84144,2422,2621
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",9,1,,,8,,
"Ocupantes presentes (008)",32,5,,,27,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",24,9,,,6,1,8
"Ocupantes presentes (011)",100,37,,,28,3,32
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",490,229,,1,167,79,14
"Ocupantes presentes (014)",1550,663,,1,614,237,35
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",10526,274,144,133,8765,268,942
"Ocupantes presentes (017)",38426,939,531,419,32140,745,3652
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1,,,,,,1
"Ocupantes presentes (020)",4,,,,,,4
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",23,6,,,13,3,1
"Ocupantes presentes (023)",72,17,,,44,7,4
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,,,,,2,
"Ocupantes presentes (026)",4,,,,,4,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",10288,1231,237,193,8083,243,301
"Ocupantes presentes (029)",37011,4034,618,697,29880,730,1052
"Casa independiente",,,,,,,
"Viviendas particulares (031)",9750,986,237,192,7899,159,277
"Ocupantes presentes (032)",35292,3312,618,696,29206,483,977
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",9,1,,,8,,
"Ocupantes presentes (035)",32,5,,,27,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",24,9,,,6,1,8
"Ocupantes presentes (038)",100,37,,,28,3,32
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",490,229,,1,167,79,14
"Ocupantes presentes (041)",1550,663,,1,614,237,35
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1,,,,,,1
"Ocupantes presentes (047)",4,,,,,,4
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",12,6,,,3,2,1
"Ocupantes presentes (050)",29,17,,,5,3,4
"Otro tipo",,,,,,,
"Viviendas particulares (052)",2,,,,,2,
"Ocupantes presentes (053)",4,,,,,4,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",27473,638,184,281,24183,785,1402
"Ocupantes presentes (056)",98919,2181,692,945,87117,2688,5296
"Casa independiente",,,,,,,
"Viviendas particulares (058)",16936,364,40,148,15408,516,460
"Ocupantes presentes (059)",60450,1242,161,526,54938,1939,1644
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",10526,274,144,133,8765,268,942
"Ocupantes presentes (071)",38426,939,531,419,32140,745,3652
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",11,,,,10,1,
"Ocupantes presentes (077)",43,,,,39,4,
"Otro tipo",,,,,,,
