"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CAÑETE (000)",176194,37052,54078,41092,30199,13773
"Hombres (001)",88124,18875,26880,20192,15177,7000
"Mujeres (002)",88070,18177,27198,20900,15022,6773
"PEA (003)",85642,970,28893,30850,20716,4213
"Hombres (004)",55022,630,18874,19041,13424,3053
"Mujeres (005)",30620,340,10019,11809,7292,1160
"Ocupada (006)",82659,934,27334,30018,20267,4106
"Hombres (007)",53037,606,17889,18495,13079,2968
"Mujeres (008)",29622,328,9445,11523,7188,1138
"Desocupada (009)",2983,36,1559,832,449,107
"Hombres (010)",1985,24,985,546,345,85
"Mujeres (011)",998,12,574,286,104,22
"No PEA (012)",90552,36082,25185,10242,9483,9560
"Hombres (013)",33102,18245,8006,1151,1753,3947
"Mujeres (014)",57450,17837,17179,9091,7730,5613
,,,,,,
"URBANA (018)",147884,31374,45607,34557,25130,11216
"Hombres (019)",73323,15961,22530,16734,12449,5649
"Mujeres (020)",74561,15413,23077,17823,12681,5567
"PEA (021)",71620,831,24282,26003,17216,3288
"Hombres (022)",45149,539,15662,15729,10902,2317
"Mujeres (023)",26471,292,8620,10274,6314,971
"Ocupada (024)",68954,797,22893,25252,16816,3196
"Hombres (025)",43378,516,14778,15242,10598,2244
"Mujeres (026)",25576,281,8115,10010,6218,952
"Desocupada (027)",2666,34,1389,751,400,92
"Hombres (028)",1771,23,884,487,304,73
"Mujeres (029)",895,11,505,264,96,19
"No PEA (030)",76264,30543,21325,8554,7914,7928
"Hombres (031)",28174,15422,6868,1005,1547,3332
"Mujeres (032)",48090,15121,14457,7549,6367,4596
,,,,,,
"RURAL (036)",28310,5678,8471,6535,5069,2557
"Hombres (037)",14801,2914,4350,3458,2728,1351
"Mujeres (038)",13509,2764,4121,3077,2341,1206
"PEA (039)",14022,139,4611,4847,3500,925
"Hombres (040)",9873,91,3212,3312,2522,736
"Mujeres (041)",4149,48,1399,1535,978,189
"Ocupada (042)",13705,137,4441,4766,3451,910
"Hombres (043)",9659,90,3111,3253,2481,724
"Mujeres (044)",4046,47,1330,1513,970,186
"Desocupada (045)",317,2,170,81,49,15
"Hombres (046)",214,1,101,59,41,12
"Mujeres (047)",103,1,69,22,8,3
"No PEA (048)",14288,5539,3860,1688,1569,1632
"Hombres (049)",4928,2823,1138,146,206,615
"Mujeres (050)",9360,2716,2722,1542,1363,1017
