"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ESPINAR (000)",1067,356,711
"De 14 a 29 años (001)",591,261,330
"De 30 a 44 años (002)",326,76,250
"De 45 a 64 años (003)",129,19,110
"De 65 y más años (004)",21,,21
"Hombres (005)",792,239,553
"De 14 a 29 años (006)",411,175,236
"De 30 a 44 años (007)",251,48,203
"De 45 a 64 años (008)",116,16,100
"De 65 y más años (009)",14,,14
"Mujeres (010)",275,117,158
"De 14 a 29 años (011)",180,86,94
"De 30 a 44 años (012)",75,28,47
"De 45 a 64 años (013)",13,3,10
"De 65 y más años (014)",7,,7
,,,
"AREA URBANA (015)",731,201,530
"De 14 a 29 años (016)",394,149,245
"De 30 a 44 años (017)",237,42,195
"De 45 a 64 años (018)",89,10,79
"De 65 y más años (019)",11,,11
"Hombres (020)",512,117,395
"De 14 a 29 años (021)",259,92,167
"De 30 a 44 años (022)",171,18,153
"De 45 a 64 años (023)",78,7,71
"De 65 y más años (024)",4,,4
"Mujeres (025)",219,84,135
"De 14 a 29 años (026)",135,57,78
"De 30 a 44 años (027)",66,24,42
"De 45 a 64 años (028)",11,3,8
"De 65 y más años (029)",7,,7
,,,
"AREA RURAL (030)",336,155,181
"De 14 a 29 años (031)",197,112,85
"De 30 a 44 años (032)",89,34,55
"De 45 a 64 años (033)",40,9,31
"De 65 y más años (034)",10,,10
"Hombres (035)",280,122,158
"De 14 a 29 años (036)",152,83,69
"De 30 a 44 años (037)",80,30,50
"De 45 a 64 años (038)",38,9,29
"De 65 y más años (039)",10,,10
"Mujeres (040)",56,33,23
"De 14 a 29 años (041)",45,29,16
"De 30 a 44 años (042)",9,4,5
"De 45 a 64 años (043)",2,,2
