"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LEONCIO PRADO (000)",116965,31164,10707,3905,71414
"Menos de 1 año (001)",2186,1463,185,45,496
"De 1 a 14 años (002)",37059,21369,3297,943,11506
"De 15 a 29 años (003)",33599,4798,1785,1345,25737
"De 30 a 44 años (004)",23401,1854,2575,877,18156
"De 45 a 64 años (005)",15743,1256,2211,562,11746
"De 65 y mas años (006)",4977,424,654,133,3773
"Hombres (008)",61193,15241,5396,2538,38182
"Menos de 1 año (009)",1137,748,96,22,272
"De 1 a 14 años (010)",19218,11049,1742,495,5966
"De 15 a 29 años (011)",17569,2051,830,1013,13732
"De 30 a 44 años (012)",12051,642,1200,576,9676
"De 45 a 64 años (013)",8583,546,1165,362,6534
"De 65 y mas años (014)",2635,205,363,70,2002
"Mujeres (016)",55772,15923,5311,1367,33232
"Menos de 1 año (017)",1049,715,89,23,224
"De 1 a 14 años (018)",17841,10320,1555,448,5540
"De 15 a 29 años (019)",16030,2747,955,332,12005
"De 30 a 44 años (020)",11350,1212,1375,301,8480
"De 45 a 64 años (021)",7160,710,1046,200,5212
"De 65 y mas años (022)",2342,219,291,63,1771
,,,,,
"URBANA (024)",68747,13803,9699,3240,42183
"Menos de 1 año (025)",1281,722,161,39,361
"De 1 a 14 años (026)",20254,8623,2950,747,7972
"De 15 a 29 años (027)",20390,2482,1592,1133,15243
"De 30 a 44 años (028)",14158,958,2386,758,10104
"De 45 a 64 años (029)",9739,765,2039,462,6497
"De 65 y mas años (030)",2925,253,571,101,2006
"Hombres (032)",34446,6371,4853,2132,21219
"Menos de 1 año (033)",658,354,80,19,205
"De 1 a 14 años (034)",10364,4377,1556,400,4052
"De 15 a 29 años (035)",10186,972,732,852,7684
"De 30 a 44 años (036)",6813,251,1117,507,4971
"De 45 a 64 años (037)",5014,308,1055,308,3360
"De 65 y mas años (038)",1411,109,313,46,947
"Mujeres (040)",34301,7432,4846,1108,20964
"Menos de 1 año (041)",623,368,81,20,156
"De 1 a 14 años (042)",9890,4246,1394,347,3920
"De 15 a 29 años (043)",10204,1510,860,281,7559
"De 30 a 44 años (044)",7345,707,1269,251,5133
"De 45 a 64 años (045)",4725,457,984,154,3137
"De 65 y mas años (046)",1514,144,258,55,1059
,,,,,
"RURAL (048)",48218,17361,1008,665,29231
"Menos de 1 año (049)",905,741,24,6,135
"De 1 a 14 años (050)",16805,12746,347,196,3534
"De 15 a 29 años (051)",13209,2316,193,212,10494
"De 30 a 44 años (052)",9243,896,189,119,8052
"De 45 a 64 años (053)",6004,491,172,100,5249
"De 65 y mas años (054)",2052,171,83,32,1767
"Hombres (056)",26747,8870,543,406,16963
"Menos de 1 año (057)",479,394,16,3,67
"De 1 a 14 años (058)",8854,6672,186,95,1914
"De 15 a 29 años (059)",7383,1079,98,161,6048
"De 30 a 44 años (060)",5238,391,83,69,4705
"De 45 a 64 años (061)",3569,238,110,54,3174
"De 65 y mas años (062)",1224,96,50,24,1055
"Mujeres (064)",21471,8491,465,259,12268
"Menos de 1 año (065)",426,347,8,3,68
"De 1 a 14 años (066)",7951,6074,161,101,1620
"De 15 a 29 años (067)",5826,1237,95,51,4446
"De 30 a 44 años (068)",4005,505,106,50,3347
"De 45 a 64 años (069)",2435,253,62,46,2075
"De 65 y mas años (070)",828,75,33,8,712
