"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SAN MARTIN (000)",151340,11022,3821,53053,52956,7050,9344,6476,7618
"Quechua (001)",644,198,1,260,102,16,26,9,32
"Aymara (002)",35,3,2,11,7,3,3,3,3
"Ashaninca (003)",14,1,,6,3,2,,,2
"Otra lengua nativa (004)",174,68,3,64,26,3,1,4,5
"Castellano (005)",150226,10641,3803,52663,52795,7024,9310,6445,7545
"Idioma extranjero (006)",65,1,,5,8,2,3,15,31
"Es sordomudo/a (007)",182,110,12,44,15,,1,,
"Hombres (009)",77078,4990,1926,25700,28190,3547,4531,3723,4471
"Quechua (010)",324,40,1,152,71,12,18,7,23
"Aymara (011)",27,2,1,7,5,3,3,3,3
"Ashaninca (012)",4,,,1,1,,,,2
"Otra lengua nativa (013)",88,28,1,31,18,3,1,4,2
"Castellano (014)",76503,4861,1917,25486,28082,3527,4506,3701,4423
"Idioma extranjero (015)",38,,,2,6,2,2,8,18
"Es sordomudo/a (016)",94,59,6,21,7,,1,,
"Mujeres (018)",74262,6032,1895,27353,24766,3503,4813,2753,3147
"Quechua (019)",320,158,,108,31,4,8,2,9
"Aymara (020)",8,1,1,4,2,,,,
"Ashaninca (021)",10,1,,5,2,2,,,
"Otra lengua nativa (022)",86,40,2,33,8,,,,3
"Castellano (023)",73723,5780,1886,27177,24713,3497,4804,2744,3122
"Idioma extranjero (024)",27,1,,3,2,,1,7,13
"Es sordomudo/a (025)",88,51,6,23,8,,,,
,,,,,,,,,
"URBANA (027)",137675,9110,3368,45003,50125,6932,9180,6416,7541
"Quechua (028)",535,147,,210,96,15,26,9,32
"Aymara (029)",34,3,2,10,7,3,3,3,3
"Ashaninca (030)",13,1,,5,3,2,,,2
"Otra lengua nativa (031)",69,8,2,21,25,3,1,4,5
"Castellano (032)",136800,8856,3353,44712,49973,6907,9146,6385,7468
"Idioma extranjero (033)",65,1,,5,8,2,3,15,31
"Es sordomudo/a (034)",159,94,11,40,13,,1,,
"Hombres (036)",69386,4142,1696,21226,26343,3464,4428,3676,4411
"Quechua (037)",270,28,,117,65,12,18,7,23
"Aymara (038)",27,2,1,7,5,3,3,3,3
"Ashaninca (039)",4,,,1,1,,,,2
"Otra lengua nativa (040)",37,4,,6,17,3,1,4,2
"Castellano (041)",68931,4058,1690,21075,26244,3444,4403,3654,4363
"Idioma extranjero (042)",38,,,2,6,2,2,8,18
"Es sordomudo/a (043)",79,50,5,18,5,,1,,
"Mujeres (045)",68289,4968,1672,23777,23782,3468,4752,2740,3130
"Quechua (046)",265,119,,93,31,3,8,2,9
"Aymara (047)",7,1,1,3,2,,,,
"Ashaninca (048)",9,1,,4,2,2,,,
"Otra lengua nativa (049)",32,4,2,15,8,,,,3
"Castellano (050)",67869,4798,1663,23637,23729,3463,4743,2731,3105
"Idioma extranjero (051)",27,1,,3,2,,1,7,13
"Es sordomudo/a (052)",80,44,6,22,8,,,,
,,,,,,,,,
"RURAL (054)",13665,1912,453,8050,2831,118,164,60,77
"Quechua (055)",109,51,1,50,6,1,,,
"Aymara (056)",1,,,1,,,,,
"Ashaninca (057)",1,,,1,,,,,
"Otra lengua nativa (058)",105,60,1,43,1,,,,
"Castellano (059)",13426,1785,450,7951,2822,117,164,60,77
"Es sordomudo/a (061)",23,16,1,4,2,,,,
"Hombres (063)",7692,848,230,4474,1847,83,103,47,60
"Quechua (064)",54,12,1,35,6,,,,
"Otra lengua nativa (067)",51,24,1,25,1,,,,
"Castellano (068)",7572,803,227,4411,1838,83,103,47,60
"Es sordomudo/a (070)",15,9,1,3,2,,,,
"Mujeres (072)",5973,1064,223,3576,984,35,61,13,17
"Quechua (073)",55,39,,15,,1,,,
"Aymara (074)",1,,,1,,,,,
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",54,36,,18,,,,,
"Castellano (077)",5854,982,223,3540,984,34,61,13,17
"Es sordomudo/a (079)",8,7,,1,,,,,
