"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LUCANAS (000)",61731,19827,6550,976,34422
"Quechua (001)",26153,8146,1715,326,15976
"Aymara (002)",152,24,10,5,113
"Asháninka (003)",7,2,,2,4
"Otra lengua nativa (004)",49,22,7,1,20
"Castellano (005)",35282,11610,4813,641,18250
"Idioma Extranjero (006)",10,,,1,9
"Es Sordomudo/a (007)",78,23,5,,50
"Hombres (009)",31749,9549,3388,643,18199
"Quechua (010)",12745,3720,936,218,7880
"Aymara (011)",85,10,7,5,63
"Asháninka (012)",6,2,,2,3
"Otra lengua nativa (013)",33,12,6,,15
"Castellano (014)",18820,5792,2435,418,10195
"Idioma Extranjero (015)",6,,,,6
"Es Sordomudo/a (016)",54,13,4,,37
"Mujeres (018)",29982,10278,3162,333,16223
"Quechua (019)",13408,4426,779,108,8096
"Aymara (020)",67,14,3,,50
"Asháninka (021)",1,,,,1
"Otra lengua nativa (022)",16,10,1,1,5
"Castellano (023)",16462,5818,2378,223,8055
"Idioma Extranjero (024)",4,,,1,3
"Es Sordomudo/a (025)",24,10,1,,13
,,,,,
"URBANA (027)",36331,10871,5685,688,19120
"Quechua (028)",15273,3996,1507,260,9517
"Aymara (029)",68,15,6,4,43
"Asháninka (030)",5,2,,2,2
"Otra lengua nativa (031)",45,20,7,,18
"Castellano (032)",20906,6831,4162,421,9517
"Idioma Extranjero (033)",10,,,1,9
"Es Sordomudo/a (034)",24,7,3,,14
"Hombres (036)",18056,5153,2877,453,9598
"Quechua (037)",7270,1763,803,172,4539
"Aymara (038)",33,6,4,4,19
"Asháninka (039)",5,2,,2,2
"Otra lengua nativa (040)",30,11,6,,13
"Castellano (041)",10694,3368,2061,275,5007
"Idioma Extranjero (042)",6,,,,6
"Es Sordomudo/a (043)",18,3,3,,12
"Mujeres (045)",18275,5718,2808,235,9522
"Quechua (046)",8003,2233,704,88,4978
"Aymara (047)",35,9,2,,24
"Otra lengua nativa (049)",15,9,1,,5
"Castellano (050)",10212,3463,2101,146,4510
"Idioma Extranjero (051)",4,,,1,3
"Es Sordomudo/a (052)",6,4,,,2
,,,,,
"RURAL (054)",25400,8956,865,288,15302
"Quechua (055)",10880,4150,208,66,6459
"Aymara (056)",84,9,4,1,70
"Asháninka (057)",2,,,,2
"Otra lengua nativa (058)",4,2,,1,2
"Castellano (059)",14376,4779,651,220,8733
"Es Sordomudo/a (061)",54,16,2,,36
"Hombres (063)",13693,4396,511,190,8601
"Quechua (064)",5475,1957,133,46,3341
"Aymara (065)",52,4,3,1,44
"Asháninka (066)",1,,,,1
"Otra lengua nativa (067)",3,1,,,2
"Castellano (068)",8126,2424,374,143,5188
"Es Sordomudo/a (070)",36,10,1,,25
"Mujeres (072)",11707,4560,354,98,6701
"Quechua (073)",5405,2193,75,20,3118
"Aymara (074)",32,5,1,,26
"Asháninka (075)",1,,,,1
"Otra lengua nativa (076)",1,1,,1,
"Castellano (077)",6250,2355,277,77,3545
"Es Sordomudo/a (079)",18,6,1,,11
