"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia SANDIA (000)",27338,1586,2512,14784,654,6728,116,958
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",39,39,,,,,,
"Profes., científicos e intelectuales (002)",1016,946,,65,1,4,,
"Técnicos de nivel medio y trab. asimilados (003)",203,155,,38,7,3,,
"Jefes y empleados de oficina (004)",221,220,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1249,52,7,983,19,188,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",12922,,,12416,506,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1448,,576,740,95,37,,
"Obreros construc.,conf.,papel, fab., instr. (008)",482,30,229,199,12,12,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",8530,97,1677,202,2,6436,116,
"Otra (010)",30,30,,,,,,
"Ocupaciñn no especificada (011)",240,17,23,141,12,47,,
"Desocupado (012)",958,,,,,,,958
"Hombres (013)",17678,1048,2139,10811,530,2351,31,768
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",36,36,,,,,,
"Profes., científicos e intelectuales (015)",645,608,,35,1,1,,
"Técnicos de nivel medio y trab. asimilados (016)",129,90,,31,5,3,,
"Jefes y empleados de oficina (017)",157,157,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",388,25,2,312,11,38,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",9883,,,9482,401,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1325,,551,653,95,26,,
"Obreros construc.,conf.,papel, fab., instr. (021)",473,30,227,193,11,12,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",3760,62,1345,60,1,2261,31,
"Otra (023)",30,30,,,,,,
"Ocupaciñn no especificada (024)",84,10,14,45,5,10,,
"Desocupado (025)",768,,,,,,,768
"Mujeres (026)",9660,538,373,3973,124,4377,85,190
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",3,3,,,,,,
"Profes., científicos e intelectuales (028)",371,338,,30,,3,,
"Técnicos de nivel medio y trab. asimilados (029)",74,65,,7,2,,,
"Jefes y empleados de oficina (030)",64,63,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",861,27,5,671,8,150,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",3039,,,2934,105,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",123,,25,87,,11,,
"Obreros construc.,conf.,papel, fab., instr. (034)",9,,2,6,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",4770,35,332,142,1,4175,85,
"Ocupaciñn no especificada (037)",156,7,9,96,7,37,,
"Desocupado (038)",190,,,,,,,190
,,,,,,,,
"URBANA (039)",6595,1163,639,3241,79,1058,49,366
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",31,31,,,,,,
"Profes., científicos e intelectuales (041)",709,656,,49,1,3,,
"Técnicos de nivel medio y trab. asimilados (042)",157,122,,29,5,1,,
"Jefes y empleados de oficina (043)",175,175,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",814,36,7,660,6,105,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",2098,,,2046,52,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",247,,88,149,4,6,,
"Obreros construc.,conf.,papel, fab., instr. (047)",280,24,137,110,6,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",1600,81,394,145,2,929,49,
"Otra (049)",30,30,,,,,,
"Ocupaciñn no especificada (050)",88,8,13,53,3,11,,
"Desocupado (051)",366,,,,,,,366
"Hombres (052)",3970,749,575,1899,58,409,8,272
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",29,29,,,,,,
"Profes., científicos e intelectuales (054)",424,400,,23,1,,,
"Técnicos de nivel medio y trab. asimilados (055)",99,69,,25,4,1,,
"Jefes y empleados de oficina (056)",124,124,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",216,16,2,178,4,16,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1424,,,1386,38,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",217,,83,128,4,2,,
"Obreros construc.,conf.,papel, fab., instr. (060)",278,24,137,108,6,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",830,52,344,40,1,385,8,
"Otra (062)",30,30,,,,,,
"Ocupaciñn no especificada (063)",27,5,9,11,,2,,
"Desocupado (064)",272,,,,,,,272
"Mujeres (065)",2625,414,64,1342,21,649,41,94
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",2,2,,,,,,
"Profes., científicos e intelectuales (067)",285,256,,26,,3,,
"Técnicos de nivel medio y trab. asimilados (068)",58,53,,4,1,,,
"Jefes y empleados de oficina (069)",51,51,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",598,20,5,482,2,89,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",674,,,660,14,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",30,,5,21,,4,,
"Obreros construc.,conf.,papel, fab., instr. (073)",2,,,2,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",770,29,50,105,1,544,41,
"Ocupaciñn no especificada (076)",61,3,4,42,3,9,,
"Desocupado (077)",94,,,,,,,94
,,,,,,,,
"RURAL (078)",20743,423,1873,11543,575,5670,67,592
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",8,8,,,,,,
"Profes., científicos e intelectuales (080)",307,290,,16,,1,,
"Técnicos de nivel medio y trab. asimilados (081)",46,33,,9,2,2,,
"Jefes y empleados de oficina (082)",46,45,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",435,16,,323,13,83,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",10824,,,10370,454,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",1201,,488,591,91,31,,
"Obreros construc.,conf.,papel, fab., instr. (086)",202,6,92,89,6,9,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",6930,16,1283,57,,5507,67,
"Ocupaciñn no especificada (089)",152,9,10,88,9,36,,
"Desocupado (090)",592,,,,,,,592
"Hombres (091)",13708,299,1564,8912,472,1942,23,496
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",7,7,,,,,,
"Profes., científicos e intelectuales (093)",221,208,,12,,1,,
"Técnicos de nivel medio y trab. asimilados (094)",30,21,,6,1,2,,
"Jefes y empleados de oficina (095)",33,33,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",172,9,,134,7,22,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",8459,,,8096,363,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",1108,,468,525,91,24,,
