"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TARATA (000)",7461,2443,642,162,4227
"Sin Nivel (001)",830,425,33,4,369
"Educación Inicial (002)",136,88,15,2,31
"Primaria (003)",2806,1079,163,37,1534
"Secundaria (004)",2358,702,157,45,1456
"Sup. no Univ. Incompleta (005)",365,56,28,12,269
"Sup. no Univ. Completa (006)",459,52,91,22,294
"Sup. Univ. Incompleta (007)",174,20,17,19,119
"Sup. Univ. Completa (008)",333,21,138,21,155
"Hombres (010)",3845,1152,337,124,2240
"Sin Nivel (011)",271,160,14,,97
"Educación Inicial (012)",61,44,4,1,12
"Primaria (013)",1315,497,70,23,731
"Secundaria (014)",1415,377,98,36,905
"Sup. no Univ. Incompleta (015)",226,29,20,10,167
"Sup. no Univ. Completa (016)",249,18,44,19,168
"Sup. Univ. Incompleta (017)",111,13,9,16,73
"Sup. Univ. Completa (018)",197,14,78,19,87
"Mujeres (020)",3616,1291,305,38,1987
"Sin Nivel (021)",559,265,19,4,272
"Educación Inicial (022)",75,44,11,1,19
"Primaria (023)",1491,582,93,14,803
"Secundaria (024)",943,325,59,9,551
"Sup. no Univ. Incompleta (025)",139,27,8,2,102
"Sup. no Univ. Completa (026)",210,34,47,3,126
"Sup. Univ. Incompleta (027)",63,7,8,3,46
"Sup. Univ. Completa (028)",136,7,60,2,68
,,,,,
"URBANA (030)",5808,1585,535,136,3564
"Sin Nivel (031)",608,292,27,4,286
"Educación Inicial (032)",103,65,10,2,26
"Primaria (033)",2063,667,137,35,1231
"Secundaria (034)",1865,440,136,35,1255
"Sup. no Univ. Incompleta (035)",330,47,24,9,250
"Sup. no Univ. Completa (036)",386,40,67,18,261
"Sup. Univ. Incompleta (037)",157,16,14,18,110
"Sup. Univ. Completa (038)",296,18,120,15,145
"Hombres (040)",2968,722,282,104,1867
"Sin Nivel (041)",202,116,11,,75
"Educación Inicial (042)",48,35,2,1,10
"Primaria (043)",934,299,58,22,561
"Secundaria (044)",1097,211,84,29,773
"Sup. no Univ. Incompleta (045)",204,25,18,8,153
"Sup. no Univ. Completa (046)",212,14,32,16,150
"Sup. Univ. Incompleta (047)",100,10,8,15,67
"Sup. Univ. Completa (048)",171,12,69,13,78
"Mujeres (050)",2840,863,253,32,1697
"Sin Nivel (051)",406,176,16,4,211
"Educación Inicial (052)",55,30,8,1,16
"Primaria (053)",1129,368,79,13,670
"Secundaria (054)",768,229,52,6,482
"Sup. no Univ. Incompleta (055)",126,22,6,1,97
"Sup. no Univ. Completa (056)",174,26,35,2,111
"Sup. Univ. Incompleta (057)",57,6,6,3,43
"Sup. Univ. Completa (058)",125,6,51,2,67
,,,,,
"RURAL (060)",1653,858,107,26,663
"Sin Nivel (061)",222,133,6,,83
"Educación Inicial (062)",33,23,5,,5
"Primaria (063)",743,412,26,2,303
"Secundaria (064)",493,262,21,10,201
"Sup. no Univ. Incompleta (065)",35,9,4,3,19
"Sup. no Univ. Completa (066)",73,12,24,4,33
"Sup. Univ. Incompleta (067)",17,4,3,1,9
"Sup. Univ. Completa (068)",37,3,18,6,10
"Hombres (070)",877,430,55,20,373
"Sin Nivel (071)",69,44,3,,22
"Educación Inicial (072)",13,9,2,,2
"Primaria (073)",381,198,12,1,170
"Secundaria (074)",318,166,14,7,132
"Sup. no Univ. Incompleta (075)",22,4,2,2,14
"Sup. no Univ. Completa (076)",37,4,12,3,18
"Sup. Univ. Incompleta (077)",11,3,1,1,6
"Sup. Univ. Completa (078)",26,2,9,6,9
"Mujeres (080)",776,428,52,6,290
"Sin Nivel (081)",153,89,3,,61
"Educación Inicial (082)",20,14,3,,3
"Primaria (083)",362,214,14,1,133
"Secundaria (084)",175,96,7,3,69
"Sup. no Univ. Incompleta (085)",13,5,2,1,5
"Sup. no Univ. Completa (086)",36,8,12,1,15
"Sup. Univ. Incompleta (087)",6,1,2,,3
"Sup. Univ. Completa (088)",11,1,9,,1
