"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUACAYBAMBA (000)",20321,431,8538,4275,3386,2482,1209
"Jefe o Jefa (001)",4480,,10,665,1679,1431,695
"Esposa(o) / compañera(o) (002)",3071,,7,705,1277,852,230
"Hijo(a) / hijastro(a) (003)",10134,337,7248,2279,243,27,
"Yerno / nuera (004)",200,,3,152,41,4,
"Nieto(a) (005)",948,73,792,82,1,,
"Padres / suegros (006)",276,,,,1,74,201
"Otro(a) pariente (007)",977,19,441,291,90,66,70
"Trabajador(a) del hogar (008)",34,,1,25,2,2,4
"Pensionistas (009)",5,,,3,2,,
"Otro(a) no pariente (010)",196,2,36,73,50,26,9
"Hombres (011)",10132,214,4353,2157,1620,1224,564
"Jefe o Jefa (012)",3346,,2,476,1310,1087,471
"Esposa(o) / compañera(o) (013)",197,,5,46,77,55,14
"Hijo(a) / hijastro(a) (014)",5320,172,3714,1298,120,16,
"Yerno / nuera (015)",93,,2,60,28,3,
"Nieto(a) (016)",463,29,392,42,,,
"Padres / suegros (017)",59,,,,,14,45
"Otro(a) pariente (018)",522,11,221,180,55,29,26
"Trabajador(a) del hogar (019)",14,,1,8,2,1,2
"Pensionistas (020)",3,,,2,1,,
"Otro(a) no pariente (021)",115,2,16,45,27,19,6
"Mujeres (022)",10189,217,4185,2118,1766,1258,645
"Jefe o Jefa (023)",1134,,8,189,369,344,224
"Esposa(o) / compañera(o) (024)",2874,,2,659,1200,797,216
"Hijo(a) / hijastro(a) (025)",4814,165,3534,981,123,11,
"Yerno / nuera (026)",107,,1,92,13,1,
"Nieto(a) (027)",485,44,400,40,1,,
"Padres / suegros (028)",217,,,,1,60,156
"Otro(a) pariente (029)",455,8,220,111,35,37,44
"Trabajador(a) del hogar (030)",20,,,17,,1,2
"Pensionistas (031)",2,,,1,1,,
"Otro(a) no pariente (032)",81,,20,28,23,7,3
,,,,,,,
"URBANA (033)",3617,63,1371,802,703,477,201
"Jefe o Jefa (034)",870,,3,132,346,282,107
"Esposa(o) / compañera(o) (035)",563,,1,113,260,149,40
"Hijo(a) / hijastro(a) (036)",1644,48,1148,406,39,3,
"Yerno / nuera (037)",30,,1,22,6,1,
"Nieto(a) (038)",135,12,115,8,,,
"Padres / suegros (039)",52,,,,,15,37
"Otro(a) pariente (040)",209,3,80,75,21,15,15
"Trabajador(a) del hogar (041)",17,,,15,1,1,
"Pensionistas (042)",1,,,1,,,
"Otro(a) no pariente (043)",96,,23,30,30,11,2
"Hombres (044)",1795,27,687,398,335,255,93
"Jefe o Jefa (045)",610,,1,70,251,222,66
"Esposa(o) / compañera(o) (046)",66,,1,12,28,16,9
"Hijo(a) / hijastro(a) (047)",848,22,568,232,24,2,
"Yerno / nuera (048)",12,,1,8,2,1,
"Nieto(a) (049)",69,3,61,5,,,
"Padres / suegros (050)",16,,,,,4,12
"Otro(a) pariente (051)",120,2,45,48,14,6,5
"Trabajador(a) del hogar (052)",5,,,4,1,,
"Pensionistas (053)",1,,,1,,,
"Otro(a) no pariente (054)",48,,10,18,15,4,1
"Mujeres (055)",1822,36,684,404,368,222,108
"Jefe o Jefa (056)",260,,2,62,95,60,41
"Esposa(o) / compañera(o) (057)",497,,,101,232,133,31
"Hijo(a) / hijastro(a) (058)",796,26,580,174,15,1,
"Yerno / nuera (059)",18,,,14,4,,
"Nieto(a) (060)",66,9,54,3,,,
"Padres / suegros (061)",36,,,,,11,25
"Otro(a) pariente (062)",89,1,35,27,7,9,10
"Trabajador(a) del hogar (063)",12,,,11,,1,
"Otro(a) no pariente (065)",48,,13,12,15,7,1
,,,,,,,
"RURAL (066)",16704,368,7167,3473,2683,2005,1008
"Jefe o Jefa (067)",3610,,7,533,1333,1149,588
"Esposa(o) / compañera(o) (068)",2508,,6,592,1017,703,190
"Hijo(a) / hijastro(a) (069)",8490,289,6100,1873,204,24,
"Yerno / nuera (070)",170,,2,130,35,3,
"Nieto(a) (071)",813,61,677,74,1,,
"Padres / suegros (072)",224,,,,1,59,164
"Otro(a) pariente (073)",768,16,361,216,69,51,55
"Trabajador(a) del hogar (074)",17,,1,10,1,1,4
"Pensionistas (075)",4,,,2,2,,
"Otro(a) no pariente (076)",100,2,13,43,20,15,7
"Hombres (077)",8337,187,3666,1759,1285,969,471
"Jefe o Jefa (078)",2736,,1,406,1059,865,405
"Esposa(o) / compañera(o) (079)",131,,4,34,49,39,5
"Hijo(a) / hijastro(a) (080)",4472,150,3146,1066,96,14,
"Yerno / nuera (081)",81,,1,52,26,2,
"Nieto(a) (082)",394,26,331,37,,,
"Padres / suegros (083)",43,,,,,10,33
"Otro(a) pariente (084)",402,9,176,132,41,23,21
"Trabajador(a) del hogar (085)",9,,1,4,1,1,2
"Pensionistas (086)",2,,,1,1,,
"Otro(a) no pariente (087)",67,2,6,27,12,15,5
"Mujeres (088)",8367,181,3501,1714,1398,1036,537
"Jefe o Jefa (089)",874,,6,127,274,284,183
"Esposa(o) / compañera(o) (090)",2377,,2,558,968,664,185
"Hijo(a) / hijastro(a) (091)",4018,139,2954,807,108,10,
"Yerno / nuera (092)",89,,1,78,9,1,
"Nieto(a) (093)",419,35,346,37,1,,
"Padres / suegros (094)",181,,,,1,49,131
"Otro(a) pariente (095)",366,7,185,84,28,28,34
"Trabajador(a) del hogar (096)",8,,,6,,,2
"Pensionistas (097)",2,,,1,1,,
"Otro(a) no pariente (098)",33,,7,16,8,,2
