"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia YUNGUYO (000)",36502,4469,1807,584,29663
"Conviviente (001)",4381,276,208,49,3851
"Separado(a) (002)",614,28,28,9,549
"Casado(a) (003)",16649,910,971,301,14478
"Viudo(a) (004)",2393,227,64,38,2064
"Divorciado(a) (005)",108,1,6,4,97
"Soltero(a) (006)",12357,3027,530,183,8624
"Hombres (008)",17885,2074,938,388,14496
"Conviviente (009)",2123,77,103,35,1910
"Separado(a) (010)",181,5,8,6,162
"Casado(a) (011)",8185,393,541,215,7043
"Viudo(a) (012)",811,76,20,18,697
"Divorciado(a) (013)",43,,1,2,40
"Soltero(a) (014)",6542,1523,265,112,4644
"Mujeres (016)",18617,2395,869,196,15167
"Conviviente (017)",2258,199,105,14,1941
"Separado(a) (018)",433,23,20,3,387
"Casado(a) (019)",8464,517,430,86,7435
"Viudo(a) (020)",1582,151,44,20,1367
"Divorciado(a) (021)",65,1,5,2,57
"Soltero(a) (022)",5815,1504,265,71,3980
,,,,,
"URBANA (024)",13332,1398,1349,346,10248
"Conviviente (025)",2160,136,176,34,1817
"Separado(a) (026)",263,14,22,5,222
"Casado(a) (027)",5489,237,705,171,4381
"Viudo(a) (028)",608,33,46,21,508
"Divorciado(a) (029)",52,,5,1,46
"Soltero(a) (030)",4760,978,395,114,3274
"Hombres (032)",6482,640,661,203,4982
"Conviviente (033)",1045,48,88,24,887
"Separado(a) (034)",77,2,4,3,68
"Casado(a) (035)",2731,110,368,109,2146
"Viudo(a) (036)",169,10,13,6,140
"Divorciado(a) (037)",20,,,,20
"Soltero(a) (038)",2440,470,188,61,1721
"Mujeres (040)",6850,758,688,143,5266
"Conviviente (041)",1115,88,88,10,930
"Separado(a) (042)",186,12,18,2,154
"Casado(a) (043)",2758,127,337,62,2235
"Viudo(a) (044)",439,23,33,15,368
"Divorciado(a) (045)",32,,5,1,26
"Soltero(a) (046)",2320,508,207,53,1553
,,,,,
"RURAL (048)",23170,3071,458,238,19415
"Conviviente (049)",2221,140,32,15,2034
"Separado(a) (050)",351,14,6,4,327
"Casado(a) (051)",11160,673,266,130,10097
"Viudo(a) (052)",1785,194,18,17,1556
"Divorciado(a) (053)",56,1,1,3,51
"Soltero(a) (054)",7597,2049,135,69,5350
"Hombres (056)",11403,1434,277,185,9514
"Conviviente (057)",1078,29,15,11,1023
"Separado(a) (058)",104,3,4,3,94
"Casado(a) (059)",5454,283,173,106,4897
"Viudo(a) (060)",642,66,7,12,557
"Divorciado(a) (061)",23,,1,2,20
"Soltero(a) (062)",4102,1053,77,51,2923
"Mujeres (064)",11767,1637,181,53,9901
"Conviviente (065)",1143,111,17,4,1011
"Separado(a) (066)",247,11,2,1,233
"Casado(a) (067)",5706,390,93,24,5200
"Viudo(a) (068)",1143,128,11,5,999
"Divorciado(a) (069)",33,1,,1,31
"Soltero(a) (070)",3495,996,58,18,2427
