"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CORONGO",,,,,,,,,
"Hogares (001)",1939,70,35,19,19,12,15,10,1759
"Ocupantes presentes (002)",8310,228,113,73,67,59,86,82,7602
"Casa independiente",,,,,,,,,
"Hogares (004)",1925,69,34,19,19,12,15,10,1747
"Ocupantes presentes (005)",8237,227,108,73,67,59,86,82,7535
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",6,1,1,,,,,,4
"Ocupantes presentes (014)",26,1,5,,,,,,20
"Choza o cabaña",,,,,,,,,
"Hogares (016)",6,,,,,,,,6
"Ocupantes presentes (017)",31,,,,,,,,31
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",2,,,,,,,,2
"Ocupantes presentes (023)",16,,,,,,,,16
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",1038,57,30,9,14,7,9,6,906
"Ocupantes presentes (029)",4094,190,100,33,46,29,48,59,3589
"Casa independiente",,,,,,,,,
"Hogares (031)",1031,56,29,9,14,7,9,6,901
"Ocupantes presentes (032)",4067,189,95,33,46,29,48,59,3568
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",6,1,1,,,,,,4
"Ocupantes presentes (041)",26,1,5,,,,,,20
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",901,13,5,10,5,5,6,4,853
"Ocupantes presentes (056)",4216,38,13,40,21,30,38,23,4013
"Casa independiente",,,,,,,,,
"Hogares (058)",894,13,5,10,5,5,6,4,846
"Ocupantes presentes (059)",4170,38,13,40,21,30,38,23,3967
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",6,,,,,,,,6
"Ocupantes presentes (071)",31,,,,,,,,31
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",15,,,,,,,,15
"Otro tipo",,,,,,,,,
