"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia HUANCAVELICA",,,,,,,,,
"Hogares (001)",34145,465,214,117,125,75,84,84,32981
"Ocupantes presentes (002)",141005,1230,590,369,496,376,396,561,136987
"Casa independiente",,,,,,,,,
"Hogares (004)",29899,391,187,105,111,69,72,74,28890
"Ocupantes presentes (005)",126663,1043,531,334,445,350,348,508,123104
"Departamento en edificio",,,,,,,,,
"Hogares (007)",118,8,3,,,,1,,106
"Ocupantes presentes (008)",330,19,6,,,,6,,299
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",529,19,8,4,5,2,2,2,487
"Ocupantes presentes (011)",1652,44,16,10,14,6,9,9,1544
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",1911,37,12,8,9,4,5,6,1830
"Ocupantes presentes (014)",6410,102,30,25,37,20,24,36,6136
"Choza o cabaña",,,,,,,,,
"Hogares (016)",1615,7,4,,,,4,1,1599
"Ocupantes presentes (017)",5706,17,7,,,,9,7,5666
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",17,1,,,,,,,16
"Ocupantes presentes (020)",57,2,,,,,,,55
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",53,2,,,,,,1,50
"Ocupantes presentes (023)",174,3,,,,,,1,170
"Otro tipo",,,,,,,,,
"Hogares (025)",3,,,,,,,,3
"Ocupantes presentes (026)",13,,,,,,,,13
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",14863,351,133,73,82,50,44,51,14079
"Ocupantes presentes (029)",58144,983,325,242,327,243,212,322,55490
"Casa independiente",,,,,,,,,
"Hogares (031)",12240,284,110,61,68,44,36,42,11595
"Ocupantes presentes (032)",49531,813,273,207,276,217,173,276,47296
"Departamento en edificio",,,,,,,,,
"Hogares (034)",118,8,3,,,,1,,106
"Ocupantes presentes (035)",330,19,6,,,,6,,299
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",529,19,8,4,5,2,2,2,487
"Ocupantes presentes (038)",1652,44,16,10,14,6,9,9,1544
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",1911,37,12,8,9,4,5,6,1830
"Ocupantes presentes (041)",6410,102,30,25,37,20,24,36,6136
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",17,1,,,,,,,16
"Ocupantes presentes (047)",57,2,,,,,,,55
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",46,2,,,,,,1,43
"Ocupantes presentes (050)",152,3,,,,,,1,148
"Otro tipo",,,,,,,,,
"Hogares (052)",2,,,,,,,,2
"Ocupantes presentes (053)",12,,,,,,,,12
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",19282,114,81,44,43,25,40,33,18902
"Ocupantes presentes (056)",82861,247,265,127,169,133,184,239,81497
"Casa independiente",,,,,,,,,
"Hogares (058)",17659,107,77,44,43,25,36,32,17295
"Ocupantes presentes (059)",77132,230,258,127,169,133,175,232,75808
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",1615,7,4,,,,4,1,1599
"Ocupantes presentes (071)",5706,17,7,,,,9,7,5666
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",7,,,,,,,,7
"Ocupantes presentes (077)",22,,,,,,,,22
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
