"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUALLAGA (000)",24441,485,7912,6247,4951,3414,1432
"Jefe o Jefa (001)",6101,,7,1119,2299,1902,774
"Esposa(o) / compañera(o) (002)",4542,,13,1381,1748,1074,326
"Hijo(a) / hijastro(a) (003)",9846,356,6444,2545,391,107,3
"Yerno / nuera (004)",326,,9,202,104,11,
"Nieto(a) (005)",1060,81,805,164,9,1,
"Padres / suegros (006)",335,,,,5,84,246
"Otro(a) pariente (007)",1427,30,502,481,217,139,58
"Trabajador(a) del hogar (008)",48,,4,30,8,4,2
"Pensionistas (009)",26,,1,14,7,4,
"Otro(a) no pariente (010)",730,18,127,311,163,88,23
"Hombres (011)",12912,237,4080,3273,2679,1909,734
"Jefe o Jefa (012)",5187,,4,964,2011,1625,583
"Esposa(o) / compañera(o) (013)",143,,2,41,54,28,18
"Hijo(a) / hijastro(a) (014)",5386,175,3309,1590,251,58,3
"Yerno / nuera (015)",131,,3,52,65,11,
"Nieto(a) (016)",595,38,452,99,5,1,
"Padres / suegros (017)",124,,,,4,31,89
"Otro(a) pariente (018)",862,11,257,324,163,80,27
"Trabajador(a) del hogar (019)",5,,1,2,1,1,
"Pensionistas (020)",19,,1,9,5,4,
"Otro(a) no pariente (021)",460,13,51,192,120,70,14
"Mujeres (022)",11529,248,3832,2974,2272,1505,698
"Jefe o Jefa (023)",914,,3,155,288,277,191
"Esposa(o) / compañera(o) (024)",4399,,11,1340,1694,1046,308
"Hijo(a) / hijastro(a) (025)",4460,181,3135,955,140,49,
"Yerno / nuera (026)",195,,6,150,39,,
"Nieto(a) (027)",465,43,353,65,4,,
"Padres / suegros (028)",211,,,,1,53,157
"Otro(a) pariente (029)",565,19,245,157,54,59,31
"Trabajador(a) del hogar (030)",43,,3,28,7,3,2
"Pensionistas (031)",7,,,5,2,,
"Otro(a) no pariente (032)",270,5,76,119,43,18,9
,,,,,,,
"URBANA (033)",13274,208,3746,3066,2980,2210,1064
"Jefe o Jefa (034)",3371,,5,323,1260,1210,573
"Esposa(o) / compañera(o) (035)",2525,,6,464,1085,725,245
"Hijo(a) / hijastro(a) (036)",5029,132,2912,1595,303,85,2
"Yerno / nuera (037)",242,,8,132,92,10,
"Nieto(a) (038)",731,56,534,132,8,1,
"Padres / suegros (039)",241,,,,2,44,195
"Otro(a) pariente (040)",701,15,229,223,112,86,36
"Trabajador(a) del hogar (041)",46,,4,28,8,4,2
"Pensionistas (042)",14,,1,7,5,1,
"Otro(a) no pariente (043)",374,5,47,162,105,44,11
"Hombres (044)",6787,95,1909,1553,1517,1195,518
"Jefe o Jefa (045)",2756,,2,261,1058,1018,417
"Esposa(o) / compañera(o) (046)",92,,1,23,33,21,14
"Hijo(a) / hijastro(a) (047)",2666,60,1464,905,192,43,2
"Yerno / nuera (048)",104,,3,33,58,10,
"Nieto(a) (049)",407,25,301,76,4,1,
"Padres / suegros (050)",81,,,,2,16,63
"Otro(a) pariente (051)",417,6,120,145,84,47,15
"Trabajador(a) del hogar (052)",5,,1,2,1,1,
"Pensionistas (053)",11,,1,5,4,1,
"Otro(a) no pariente (054)",248,4,16,103,81,37,7
"Mujeres (055)",6487,113,1837,1513,1463,1015,546
"Jefe o Jefa (056)",615,,3,62,202,192,156
"Esposa(o) / compañera(o) (057)",2433,,5,441,1052,704,231
"Hijo(a) / hijastro(a) (058)",2363,72,1448,690,111,42,
"Yerno / nuera (059)",138,,5,99,34,,
"Nieto(a) (060)",324,31,233,56,4,,
"Padres / suegros (061)",160,,,,,28,132
"Otro(a) pariente (062)",284,9,109,78,28,39,21
"Trabajador(a) del hogar (063)",41,,3,26,7,3,2
"Pensionistas (064)",3,,,2,1,,
"Otro(a) no pariente (065)",126,1,31,59,24,7,4
,,,,,,,
"RURAL (066)",11167,277,4166,3181,1971,1204,368
"Jefe o Jefa (067)",2730,,2,796,1039,692,201
"Esposa(o) / compañera(o) (068)",2017,,7,917,663,349,81
"Hijo(a) / hijastro(a) (069)",4817,224,3532,950,88,22,1
"Yerno / nuera (070)",84,,1,70,12,1,
"Nieto(a) (071)",329,25,271,32,1,,
"Padres / suegros (072)",94,,,,3,40,51
"Otro(a) pariente (073)",726,15,273,258,105,53,22
"Trabajador(a) del hogar (074)",2,,,2,,,
"Pensionistas (075)",12,,,7,2,3,
"Otro(a) no pariente (076)",356,13,80,149,58,44,12
"Hombres (077)",6125,142,2171,1720,1162,714,216
"Jefe o Jefa (078)",2431,,2,703,953,607,166
"Esposa(o) / compañera(o) (079)",51,,1,18,21,7,4
"Hijo(a) / hijastro(a) (080)",2720,115,1845,685,59,15,1
"Yerno / nuera (081)",27,,,19,7,1,
"Nieto(a) (082)",188,13,151,23,1,,
"Padres / suegros (083)",43,,,,2,15,26
"Otro(a) pariente (084)",445,5,137,179,79,33,12
"Pensionistas (086)",8,,,4,1,3,
"Otro(a) no pariente (087)",212,9,35,89,39,33,7
"Mujeres (088)",5042,135,1995,1461,809,490,152
"Jefe o Jefa (089)",299,,,93,86,85,35
"Esposa(o) / compañera(o) (090)",1966,,6,899,642,342,77
"Hijo(a) / hijastro(a) (091)",2097,109,1687,265,29,7,
"Yerno / nuera (092)",57,,1,51,5,,
"Nieto(a) (093)",141,12,120,9,,,
"Padres / suegros (094)",51,,,,1,25,25
"Otro(a) pariente (095)",281,10,136,79,26,20,10
"Trabajador(a) del hogar (096)",2,,,2,,,
"Pensionistas (097)",4,,,3,1,,
"Otro(a) no pariente (098)",144,4,45,60,19,11,5
