"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia LAMPA",,,,,,,
"Viviendas particulares (001)",13072,1073,34,169,10491,465,840
"Ocupantes presentes (002)",46649,3989,129,706,37157,1641,3027
"Casa independiente",,,,,,,
"Viviendas particulares (004)",8181,746,26,106,6822,185,296
"Ocupantes presentes (005)",29799,2801,104,458,24655,702,1079
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",4,,,,3,,1
"Ocupantes presentes (008)",15,,,,10,,5
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",9,3,,,4,1,1
"Ocupantes presentes (011)",19,8,,,6,4,1
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",131,33,,,84,7,7
"Ocupantes presentes (014)",504,106,,,334,34,30
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",4731,288,8,63,3572,266,534
"Ocupantes presentes (017)",16250,1063,25,248,12136,883,1895
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",2,,,,2,,
"Ocupantes presentes (020)",6,,,,6,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",11,2,,,2,6,1
"Ocupantes presentes (023)",50,10,,,5,18,17
"Otro tipo",,,,,,,
"Viviendas particulares (025)",3,1,,,2,,
"Ocupantes presentes (026)",6,1,,,5,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4749,655,17,81,3718,79,199
"Ocupantes presentes (029)",18125,2490,72,350,14150,324,739
"Casa independiente",,,,,,,
"Viviendas particulares (031)",4594,617,17,81,3624,66,189
"Ocupantes presentes (032)",17533,2366,72,350,13790,269,686
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",4,,,,3,,1
"Ocupantes presentes (035)",15,,,,10,,5
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",9,3,,,4,1,1
"Ocupantes presentes (038)",19,8,,,6,4,1
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",131,33,,,84,7,7
"Ocupantes presentes (041)",504,106,,,334,34,30
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",2,,,,2,,
"Ocupantes presentes (047)",6,,,,6,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",8,2,,,,5,1
"Ocupantes presentes (050)",44,10,,,,17,17
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,,,,1,,
"Ocupantes presentes (053)",4,,,,4,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",8323,418,17,88,6773,386,641
"Ocupantes presentes (056)",28524,1499,57,356,23007,1317,2288
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3587,129,9,25,3198,119,107
"Ocupantes presentes (059)",12266,435,32,108,10865,433,393
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",4731,288,8,63,3572,266,534
"Ocupantes presentes (071)",16250,1063,25,248,12136,883,1895
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",3,,,,2,1,
"Ocupantes presentes (077)",6,,,,5,1,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",2,1,,,1,,
"Ocupantes presentes (080)",2,1,,,1,,
