"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",9588,285,3155,3186,2269,693
"Empleado (001)",1068,2,271,521,265,9
"Obrero (002)",1666,35,683,497,358,93
"Trabajador independiente (003)",4678,34,1140,1707,1334,463
"Empleador o patrono (004)",240,,55,88,68,29
"Trabajador familiar no remunerado (005)",1801,200,927,349,230,95
"Trabajador del hogar (006)",135,14,79,24,14,4
"Hombres (008)",7827,214,2604,2502,1877,630
"Empleado (009)",614,2,136,283,184,9
"Obrero (010)",1457,28,618,422,307,82
"Trabajador independiente (011)",4127,30,1020,1486,1160,431
"Empleador o patrono (012)",203,,48,74,57,24
"Trabajador familiar no remunerado (013)",1423,153,781,236,169,84
"Trabajador del hogar (014)",3,1,1,1,,
"Mujeres (016)",1761,71,551,684,392,63
"Empleado (017)",454,,135,238,81,
"Obrero (018)",209,7,65,75,51,11
"Trabajador independiente (019)",551,4,120,221,174,32
"Empleador o patrono (020)",37,,7,14,11,5
"Trabajador familiar no remunerado (021)",378,47,146,113,61,11
"Trabajador del hogar (022)",132,13,78,23,14,4
,,,,,,
"URBANA (024)",3239,54,841,1247,870,227
"Empleado (025)",821,1,195,402,215,8
"Obrero (026)",393,8,156,131,80,18
"Trabajador independiente (027)",1477,9,269,580,464,155
"Empleador o patrono (028)",62,,9,25,23,5
"Trabajador familiar no remunerado (029)",398,28,158,94,80,38
"Trabajador del hogar (030)",88,8,54,15,8,3
"Hombres (032)",2283,38,592,828,635,190
"Empleado (033)",469,1,101,213,146,8
"Obrero (034)",339,7,143,110,63,16
"Trabajador independiente (035)",1156,9,217,435,361,134
"Empleador o patrono (036)",49,,8,19,19,3
"Trabajador familiar no remunerado (037)",269,21,122,51,46,29
"Trabajador del hogar (038)",1,,1,,,
"Mujeres (040)",956,16,249,419,235,37
"Empleado (041)",352,,94,189,69,
"Obrero (042)",54,1,13,21,17,2
"Trabajador independiente (043)",321,,52,145,103,21
"Empleador o patrono (044)",13,,1,6,4,2
"Trabajador familiar no remunerado (045)",129,7,36,43,34,9
"Trabajador del hogar (046)",87,8,53,15,8,3
,,,,,,
"RURAL (048)",6349,231,2314,1939,1399,466
"Empleado (049)",247,1,76,119,50,1
"Obrero (050)",1273,27,527,366,278,75
"Trabajador independiente (051)",3201,25,871,1127,870,308
"Empleador o patrono (052)",178,,46,63,45,24
"Trabajador familiar no remunerado (053)",1403,172,769,255,150,57
"Trabajador del hogar (054)",47,6,25,9,6,1
"Hombres (056)",5544,176,2012,1674,1242,440
"Empleado (057)",145,1,35,70,38,1
"Obrero (058)",1118,21,475,312,244,66
"Trabajador independiente (059)",2971,21,803,1051,799,297
"Empleador o patrono (060)",154,,40,55,38,21
"Trabajador familiar no remunerado (061)",1154,132,659,185,123,55
"Trabajador del hogar (062)",2,1,,1,,
"Mujeres (064)",805,55,302,265,157,26
"Empleado (065)",102,,41,49,12,
"Obrero (066)",155,6,52,54,34,9
"Trabajador independiente (067)",230,4,68,76,71,11
"Empleador o patrono (068)",24,,6,8,7,3
"Trabajador familiar no remunerado (069)",249,40,110,70,27,2
"Trabajador del hogar (070)",45,5,25,8,6,1
